SA1_7DIGITCODE_2016,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85,F_Vis_from_within_Aus_Tot,F_OS_v_0_14_yr,F_OS_v_15_24_yr,F_OS_v_25_34_yr,F_OS_v_35_44_yr,F_OS_v_45_54_yr,F_OS_v_55_64_yr,F_OS_v_65_74_yr,F_OS_v_75_84_yr,F_OS_v_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Husb_a_r_mar_0_14,P_Husb_a_r_mar_15_24,P_Husb_a_r_mar_25_34,P_Husb_a_r_mar_35_44,P_Husb_a_r_mar_45_54,P_Husb_a_r_mar_55_64,P_Husb_a_r_mar_65_74,P_Husb_a_r_mar_75_84,P_Husb_a_r_mar_85,P_Husb_a_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85,P_Vis_from_within_Aus_Tot,P_OS_v_0_14_yr,P_OS_v_15_24_yr,P_OS_v_25_34_yr,P_OS_v_35_44_yr,P_OS_v_45_54_yr,P_OS_v_55_64_yr,P_OS_v_65_74_yr,P_OS_v_75_84_yr,P_OS_v_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5100219,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,..,0,3,0,0,12,12,12,7,45,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,26,20,24,17,26,31,42,16,10,221,..,0,19,23,25,28,53,6,5,151,..,4,10,7,12,5,3,0,0,40,..,0,3,5,4,0,0,0,0,18,57,..,..,..,..,..,..,..,..,57,..,8,..,..,..,..,..,..,..,8,..,8,4,0,0,0,0,0,0,8,..,3,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,7,0,3,0,0,0,0,13,..,3,4,3,12,21,17,21,9,79,4,4,0,0,0,3,7,0,0,16,0,0,3,0,0,0,0,0,0,0,64,31,50,32,54,60,78,27,13,407
5100220,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,7,0,0,0,10,..,3,5,4,4,11,10,17,23,76,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,29,18,30,21,22,47,31,33,20,256,..,0,14,18,19,53,37,23,12,169,..,7,14,12,4,4,0,0,0,39,..,0,3,3,8,0,0,0,0,16,53,..,..,..,..,..,..,..,..,53,..,6,..,..,..,..,..,..,..,6,..,12,5,3,4,0,0,0,0,22,..,3,3,0,0,0,0,0,0,11,..,0,0,3,0,0,0,0,0,3,..,6,3,4,0,5,0,3,0,21,..,3,6,11,10,8,18,25,24,108,4,0,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,52,38,54,46,43,73,60,54,35,457
5100222,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,53,31,11,35,41,24,24,10,3,221,..,0,9,51,70,43,33,13,0,214,..,0,3,7,8,6,0,0,0,20,..,0,3,3,0,3,0,0,0,10,104,..,..,..,..,..,..,..,..,104,..,26,..,..,..,..,..,..,..,26,..,17,5,0,0,0,0,0,0,24,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,10,0,5,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,112,50,22,59,73,55,38,12,3,424
5100223,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,4,0,9,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,22,18,12,18,34,17,15,4,3,127,..,0,5,22,47,20,29,5,0,125,..,3,0,11,11,0,0,0,0,17,..,0,0,0,4,3,0,0,0,7,42,..,..,..,..,..,..,..,..,42,..,17,..,..,..,..,..,..,..,17,..,17,3,7,0,0,0,0,0,25,..,0,0,0,0,0,0,0,0,0,..,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,3,3,0,0,4,0,12,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,42,43,10,31,65,25,27,6,3,263
5100224,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,21,12,35,16,30,9,7,3,168,..,0,7,31,22,44,26,7,0,136,..,0,3,7,8,3,0,0,0,23,..,0,0,7,0,0,3,0,0,16,68,..,..,..,..,..,..,..,..,68,..,23,..,..,..,..,..,..,..,23,..,23,6,3,0,0,0,0,0,34,..,3,0,0,0,3,0,3,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,0,3,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,68,55,25,59,32,53,32,16,3,339
5100226,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,7,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,22,20,7,22,30,41,22,9,3,176,..,0,3,24,36,45,28,13,4,149,..,0,9,8,14,3,3,0,0,38,..,0,0,0,4,3,0,0,0,9,57,..,..,..,..,..,..,..,..,57,..,14,..,..,..,..,..,..,..,14,..,12,3,0,0,0,0,0,0,15,..,4,0,0,0,0,4,0,0,8,..,8,0,0,0,0,0,0,0,8,..,0,0,0,4,0,0,3,0,7,..,0,0,0,0,5,10,3,0,20,0,0,3,0,0,7,3,0,0,20,0,0,0,0,0,0,0,0,0,0,57,46,16,38,53,60,47,18,6,345
5100227,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,8,4,15,9,5,4,0,57,..,0,3,17,19,11,8,0,0,52,..,0,9,0,5,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,25,..,..,..,..,..,..,..,..,25,..,5,..,..,..,..,..,..,..,5,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,10,10,18,27,11,14,3,0,117
5100229,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,6,3,6,0,0,20,3,3,3,0,3,3,9,0,0,22,0,3,0,0,0,0,0,0,0,3,64,46,32,45,43,33,32,10,3,298,..,0,31,53,52,31,23,15,0,210,..,14,13,13,8,14,4,0,0,65,..,0,0,15,0,3,0,0,0,16,145,..,..,..,..,..,..,..,..,145,..,28,..,..,..,..,..,..,..,28,..,13,0,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,4,..,0,4,0,6,3,6,3,0,29,3,3,4,3,3,14,16,0,0,49,0,7,0,0,0,0,0,0,0,7,151,70,60,83,73,63,56,17,4,576
5100230,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,19,11,34,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,4,5,9,12,13,19,30,20,129,..,0,0,17,22,26,27,22,14,117,..,3,4,0,0,0,3,0,0,13,..,0,0,0,0,0,0,0,0,5,25,..,..,..,..,..,..,..,..,25,..,9,..,..,..,..,..,..,..,9,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,3,..,0,0,0,0,0,9,26,18,56,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,24,12,14,18,22,24,38,49,39,237
5100231,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,6,..,0,0,3,0,4,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,59,27,27,41,27,28,24,3,3,239,..,0,21,55,42,49,39,6,0,210,..,3,12,8,3,3,3,0,0,28,..,0,0,3,6,0,0,0,0,10,107,..,..,..,..,..,..,..,..,107,..,18,..,..,..,..,..,..,..,18,..,17,0,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,9,0,0,0,0,0,0,9,..,0,0,3,7,5,0,0,0,13,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,104,44,46,73,59,58,45,13,3,437
5100232,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,3,0,0,0,3,..,0,0,0,3,5,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,11,10,23,16,23,16,3,3,124,..,0,8,24,16,22,32,4,0,110,..,0,3,5,9,4,5,0,0,24,..,0,0,0,0,0,0,0,0,3,47,..,..,..,..,..,..,..,..,47,..,11,..,..,..,..,..,..,..,11,..,4,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,3,0,0,0,3,..,0,0,0,4,9,0,0,0,12,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,47,19,16,34,28,39,37,6,3,233
5100233,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,6,5,6,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,20,26,24,19,32,20,12,6,188,..,4,16,24,23,31,28,13,0,140,..,3,6,9,0,9,0,0,0,30,..,0,4,5,11,0,0,0,0,21,55,..,..,..,..,..,..,..,..,55,..,11,..,..,..,..,..,..,..,11,..,12,4,0,3,0,0,0,0,16,..,0,4,0,0,0,0,0,0,7,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,9,5,12,7,42,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,55,33,38,42,42,57,38,19,8,342
5100234,..,3,0,0,0,0,0,0,0,3,..,6,3,0,3,3,0,0,0,14,..,0,3,0,3,0,3,3,0,15,3,23,7,3,3,4,7,0,0,47,0,3,0,0,0,5,0,0,0,10,62,63,58,45,23,33,27,10,3,328,..,0,27,47,22,33,26,8,3,171,..,24,31,15,4,4,4,0,0,84,..,0,11,8,10,3,0,0,0,30,127,..,..,..,..,..,..,..,..,127,..,18,..,..,..,..,..,..,..,18,..,15,5,0,0,0,0,0,0,23,..,3,0,0,0,3,0,0,0,12,..,5,0,0,0,0,0,0,0,6,..,6,3,3,3,3,0,0,0,25,..,3,12,7,4,8,5,7,0,44,8,25,17,5,6,7,12,3,0,86,0,3,0,0,0,5,0,0,0,13,133,108,110,87,46,64,57,19,6,632
5100235,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,13,4,0,3,27,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,37,23,18,31,36,34,25,8,3,227,..,0,14,18,23,29,33,19,0,141,..,8,8,9,13,3,0,0,0,57,..,0,8,10,12,4,0,0,0,40,73,..,..,..,..,..,..,..,..,73,..,18,..,..,..,..,..,..,..,18,..,14,0,0,0,0,0,0,0,26,..,3,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,4,..,3,0,0,0,3,0,0,0,9,..,0,6,0,8,22,15,0,3,57,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,80,54,41,49,63,66,56,25,7,437
5100236,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,8,7,4,7,4,0,34,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,62,23,21,44,27,32,22,11,4,253,..,0,13,28,27,28,34,9,3,137,..,7,7,16,11,3,3,0,0,54,..,3,6,12,3,3,0,0,0,33,130,..,..,..,..,..,..,..,..,130,..,23,..,..,..,..,..,..,..,23,..,9,5,0,0,0,0,0,0,16,..,0,0,0,3,0,0,0,0,10,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,6,8,6,8,12,8,0,56,0,3,3,3,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,129,55,33,76,50,48,51,16,9,465
5100237,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,8,..,0,0,0,0,8,13,5,0,23,3,0,0,4,0,4,3,0,0,18,0,0,6,0,0,0,0,0,0,10,23,20,22,23,26,44,31,8,9,205,..,0,10,12,25,57,27,11,8,151,..,0,3,5,3,3,4,0,0,19,..,0,3,3,6,3,0,0,0,19,41,..,..,..,..,..,..,..,..,41,..,20,..,..,..,..,..,..,..,20,..,10,4,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,9,..,3,3,0,3,9,13,10,3,38,8,0,6,5,3,8,6,0,0,43,0,0,5,3,0,0,0,0,0,8,53,43,35,35,43,87,47,20,11,382
5100238,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,3,4,9,4,0,4,5,3,3,3,0,0,20,0,0,0,0,0,0,0,0,0,3,37,11,12,25,25,22,18,8,10,169,..,0,14,22,31,33,25,10,4,138,..,4,6,4,0,0,0,0,0,13,..,0,3,4,8,0,3,0,0,21,72,..,..,..,..,..,..,..,..,72,..,16,..,..,..,..,..,..,..,16,..,9,0,3,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,6,..,0,0,4,0,0,0,0,0,3,..,0,0,0,4,9,3,7,6,30,10,0,3,8,0,10,6,0,0,46,3,0,0,0,0,0,0,0,0,4,88,34,25,45,47,54,39,20,9,362
5100239,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,7,3,4,0,0,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,8,4,15,23,13,13,4,4,94,..,0,7,13,23,17,19,7,4,92,..,0,3,4,0,0,0,0,0,6,..,0,0,0,4,3,0,0,0,11,26,..,..,..,..,..,..,..,..,26,..,14,..,..,..,..,..,..,..,14,..,8,9,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,8,4,9,3,3,26,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,26,19,13,22,35,32,33,9,3,203
5100240,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,7,3,0,15,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,31,25,24,21,19,23,16,7,4,180,..,0,13,23,15,22,22,8,0,105,..,5,21,9,11,7,3,3,0,52,..,3,3,3,5,7,0,0,0,22,77,..,..,..,..,..,..,..,..,77,..,11,..,..,..,..,..,..,..,11,..,19,6,3,0,3,0,0,0,29,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,3,3,0,0,0,0,0,8,..,0,3,3,6,8,8,4,0,29,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,76,47,50,40,34,44,36,17,3,350
5100241,..,5,0,0,0,0,0,0,0,7,..,0,3,0,0,3,0,0,0,7,..,0,0,4,6,4,0,4,3,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,34,20,17,37,23,27,18,10,0,197,..,0,14,22,21,23,31,14,5,140,..,3,7,16,5,6,0,0,0,42,..,0,0,9,10,0,0,0,0,18,64,..,..,..,..,..,..,..,..,64,..,15,..,..,..,..,..,..,..,15,..,16,7,0,3,0,0,0,0,23,..,0,0,0,0,0,0,3,0,8,..,7,0,0,0,0,0,0,0,11,..,0,3,0,0,3,0,0,0,7,..,4,6,3,3,5,0,7,3,32,0,3,3,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,9,66,50,39,56,43,52,38,23,5,371
5100243,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,59,28,27,28,33,24,13,4,0,227,..,0,25,38,46,41,11,8,0,167,..,5,7,7,3,3,0,0,0,27,..,0,4,4,15,3,0,0,0,21,101,..,..,..,..,..,..,..,..,101,..,29,..,..,..,..,..,..,..,29,..,25,3,0,0,3,0,0,0,32,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,3,0,0,9,..,0,0,0,5,3,4,3,0,20,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,106,64,44,47,72,53,24,10,3,430
5100244,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,6,..,0,0,0,3,5,3,4,0,14,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,58,38,26,41,35,28,14,3,0,251,..,0,18,42,45,26,27,3,3,163,..,3,16,13,8,7,0,0,0,41,..,0,7,10,8,3,0,0,0,28,126,..,..,..,..,..,..,..,..,126,..,27,..,..,..,..,..,..,..,27,..,34,5,0,3,0,0,0,0,42,..,0,0,0,0,3,0,0,0,4,..,0,4,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,6,..,3,3,4,3,3,3,3,0,25,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,129,72,41,71,65,52,38,9,8,480
5100246,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,6,0,9,3,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,9,3,9,22,15,16,7,0,95,..,3,0,10,19,15,24,9,0,82,..,3,0,0,3,5,0,3,0,18,..,0,0,0,3,0,0,0,0,5,20,..,..,..,..,..,..,..,..,20,..,5,..,..,..,..,..,..,..,5,..,14,0,0,0,0,0,0,0,9,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,6,0,13,5,0,3,3,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,22,24,5,15,36,25,28,21,0,178
5100247,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,3,0,0,15,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,28,11,16,19,25,38,29,15,5,175,..,0,10,10,29,50,42,34,4,189,..,0,4,3,7,0,3,0,0,20,..,0,3,3,3,0,0,0,3,11,45,..,..,..,..,..,..,..,..,45,..,9,..,..,..,..,..,..,..,9,..,5,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,10,7,0,0,25,3,0,5,3,0,4,0,0,0,11,0,0,3,0,0,0,0,0,0,3,49,16,26,28,45,65,56,35,14,328
5100249,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,5,0,0,5,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,6,16,10,17,14,10,7,5,116,..,0,8,10,19,18,22,10,8,95,..,0,8,0,3,0,0,0,0,13,..,0,3,3,7,0,0,0,0,14,41,..,..,..,..,..,..,..,..,41,..,10,..,..,..,..,..,..,..,10,..,3,3,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,6,5,0,4,5,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,41,22,23,23,31,25,27,10,14,212
5100250,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,..,0,0,0,3,0,0,6,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,9,13,19,24,21,14,12,0,130,..,0,4,24,31,30,24,8,0,121,..,0,5,6,4,11,0,0,0,29,..,0,0,4,0,3,0,0,0,7,52,..,..,..,..,..,..,..,..,52,..,9,..,..,..,..,..,..,..,9,..,9,3,0,0,0,0,0,0,12,..,3,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,3,..,0,4,4,0,0,0,0,0,11,..,0,3,0,3,0,0,6,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,24,17,37,37,41,24,14,3,257
5100251,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,7,3,0,0,12,4,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,3,0,3,23,14,12,13,15,20,13,13,3,133,..,0,7,13,15,24,10,12,3,88,..,0,4,4,5,0,0,0,0,16,..,3,0,3,3,0,0,0,0,13,45,..,..,..,..,..,..,..,..,45,..,10,..,..,..,..,..,..,..,10,..,9,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,3,7,4,5,5,0,3,28,6,0,0,3,4,3,4,3,3,20,0,0,0,0,0,3,0,3,0,4,51,21,18,31,38,41,23,19,9,250
5100252,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,5,0,3,10,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,9,10,22,14,10,18,8,3,119,..,0,9,25,23,21,24,17,0,122,..,3,0,5,7,0,0,0,0,21,..,0,0,3,4,0,0,0,0,9,54,..,..,..,..,..,..,..,..,54,..,11,..,..,..,..,..,..,..,11,..,6,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,4,0,3,15,3,3,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,54,21,22,38,35,29,26,19,4,243
