SA1_7DIGITCODE_2016,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_over_Mgrs,M_85_over_Profnls,M_85_over_Techs_trades_wrkrs,M_85_over_Com_psnl_serv_wrkrs,M_85_over_Cler_admin_wrkrs,M_85_over_Sales_wrkrs,M_85_over_Mach_oper_dvrs,M_85_over_Labrs,M_85_over_Inad_desc_Ns,M_85_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_over_Mgrs,F_85_over_Profnls,F_85_over_Techs_trades_wrkrs,F_85_over_Com_psnl_serv_wrkrs,F_85_over_Cler_admin_wrkrs,F_85_over_Sales_wrkrs,F_85_over_Mach_oper_dvrs,F_85_over_Labrs,F_85_over_Inad_desc_Ns,F_85_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
5100217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,15,0,3,3,3,0,0,3,4,0,18,0,0,6,0,0,0,0,3,0,11,0,0,6,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,3,4,3,4,11,0,60,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8,0,0,0,3,0,0,3,0,0,11,0,3,0,8,4,3,0,3,0,19,0,5,0,4,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,14,11,7,8,0,63
5100218,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,7,0,0,5,0,0,0,3,3,0,13,0,0,6,0,0,0,0,6,0,11,0,3,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,0,5,5,6,18,0,57,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,4,0,3,0,11,0,4,0,3,0,0,0,0,0,8,4,3,0,0,4,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,7,11,0,9,0,51
5100219,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,3,0,15,3,0,3,0,0,3,0,3,0,12,7,0,6,0,0,0,3,0,0,18,3,0,9,0,0,0,3,3,0,20,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,19,5,0,9,17,15,0,87,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,12,3,5,0,3,0,3,0,0,0,14,0,0,3,0,0,0,0,4,0,13,0,3,0,3,4,3,0,8,0,25,3,3,0,3,4,0,0,0,0,12,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,3,16,13,10,0,12,0,84
5100220,0,0,0,0,0,3,0,0,0,8,0,0,3,0,0,3,0,3,0,11,0,0,3,0,0,0,0,3,0,19,3,0,5,0,0,3,0,3,0,17,3,4,4,0,0,3,0,0,0,19,4,3,3,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,25,3,3,12,8,20,0,98,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,9,0,5,4,4,4,0,0,3,0,15,0,4,0,5,3,0,0,6,0,19,4,3,0,3,0,3,0,3,0,23,0,10,0,8,13,3,0,0,0,25,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,5,23,20,12,0,10,0,100
5100222,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,8,0,0,0,0,0,0,12,4,7,5,0,0,0,5,0,0,22,7,4,6,0,0,0,6,0,0,31,10,9,5,0,0,0,3,3,0,31,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,30,0,0,7,12,10,0,105,0,0,0,0,0,5,0,0,0,13,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,9,3,6,6,0,0,0,0,30,9,5,6,0,9,3,0,4,0,38,0,0,0,0,3,3,0,0,0,13,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,11,9,21,20,0,4,3,98
5100223,0,0,4,0,0,4,0,0,0,8,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,14,3,3,14,0,0,0,8,3,0,26,0,0,3,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,25,3,0,3,13,5,0,65,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,7,0,3,0,0,4,0,0,0,0,14,3,3,0,3,5,4,0,5,0,29,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,12,13,11,0,3,0,60
5100224,0,0,4,0,0,0,0,0,0,8,0,0,7,0,0,0,0,3,0,11,0,0,5,0,0,0,0,4,0,13,0,5,8,0,3,0,0,3,0,22,0,3,6,0,0,0,6,3,0,19,3,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,33,3,3,3,10,15,3,87,0,0,0,3,0,0,0,0,0,10,0,0,0,5,0,3,0,0,0,8,3,0,0,3,0,0,0,0,0,8,0,4,0,8,10,0,0,3,0,30,0,3,3,3,3,3,0,0,0,15,0,3,0,0,5,3,0,3,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,18,18,8,5,8,0,80
5100226,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,4,11,0,0,0,0,3,0,18,5,3,5,0,0,0,4,0,0,25,3,4,4,0,0,3,0,0,0,16,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,24,0,3,4,8,9,4,81,0,0,4,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,9,3,3,0,0,7,0,0,0,0,11,4,5,0,7,5,0,0,0,0,24,0,5,0,3,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,7,16,19,9,0,9,3,87
5100227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,0,4,4,0,0,0,31,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,3,5,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,8,6,3,0,5,0,31
5100229,0,0,3,0,0,3,0,0,0,7,0,0,4,0,0,0,0,0,0,7,0,4,17,0,0,0,0,4,0,24,10,3,10,7,0,0,4,0,0,34,8,3,8,0,0,3,4,5,0,23,0,4,3,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,46,15,5,10,10,15,3,123,0,0,3,4,0,5,0,0,0,17,0,0,0,0,0,0,0,3,0,5,3,10,4,3,3,3,0,0,0,22,3,7,0,10,10,3,0,0,0,36,10,5,0,3,5,3,0,3,0,35,0,3,0,4,4,0,0,0,0,14,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,8,25,30,17,3,10,0,135
5100230,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,11,0,3,4,0,0,0,3,0,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,0,0,0,7,3,0,36,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,3,0,0,5,0,0,0,0,8,0,3,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,7,3,0,3,0,34
5100231,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,7,0,20,3,5,15,4,0,0,3,3,0,27,4,6,10,0,0,0,3,0,0,27,6,0,3,0,0,0,6,3,0,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,32,6,0,3,14,15,3,108,0,0,0,8,3,3,0,3,0,17,0,0,3,0,0,0,0,0,0,10,5,4,0,3,3,0,0,5,0,20,3,8,0,3,4,3,0,4,0,33,0,3,3,3,10,0,0,0,0,21,0,3,0,6,4,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,10,25,25,19,0,14,0,110
5100232,0,0,0,0,0,6,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,8,4,0,0,0,0,0,0,15,3,0,7,0,0,0,0,3,0,13,3,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,5,3,10,4,12,3,58,0,0,0,3,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,5,4,0,5,3,3,0,0,0,13,0,4,0,4,0,0,0,3,0,19,0,3,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,3,11,8,10,0,3,3,59
5100233,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,11,0,0,13,0,0,0,0,0,0,21,0,3,3,0,0,3,0,0,0,11,3,6,11,4,0,3,5,0,0,24,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,28,3,3,9,10,9,0,80,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,8,3,5,0,5,5,4,0,0,0,21,0,0,0,3,0,0,0,5,0,10,0,3,0,5,3,4,0,0,0,16,3,3,0,7,4,0,0,3,0,22,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,25,12,9,0,13,0,85
5100234,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,18,9,4,23,0,0,3,5,5,0,46,10,8,10,0,0,3,11,4,0,45,6,3,3,0,0,3,0,3,0,23,6,0,3,0,0,5,0,9,0,25,6,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,44,5,9,13,20,28,3,177,0,0,0,3,0,4,0,6,0,11,0,0,0,6,7,0,0,4,0,19,3,9,4,10,9,6,0,3,0,45,3,6,0,8,11,3,0,5,0,38,8,0,0,7,10,3,0,0,0,26,4,0,0,0,4,3,0,6,0,22,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,22,6,39,38,21,4,20,0,179
5100235,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,4,0,6,0,3,8,0,0,0,5,0,0,13,4,0,3,0,0,0,0,5,0,14,3,3,6,0,0,3,6,0,0,20,3,0,4,3,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,9,23,4,3,6,14,16,3,78,0,0,0,0,0,7,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,0,3,3,3,0,3,0,15,0,0,0,3,4,5,0,3,0,22,3,6,0,4,5,3,0,0,0,19,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,23,18,17,0,13,0,89
5100236,0,0,0,0,0,0,0,4,0,5,0,0,4,0,0,0,0,0,0,7,0,0,9,0,0,0,0,4,0,12,5,0,13,0,0,0,5,4,0,25,0,0,3,0,0,0,3,4,3,17,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,27,3,0,3,10,19,3,81,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,15,0,4,0,4,3,0,0,13,0,29,3,4,5,3,3,5,0,3,0,23,0,3,0,4,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,7,25,10,16,0,16,3,91
5100237,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,0,0,0,0,9,3,4,8,5,0,3,0,0,0,26,12,5,5,3,0,0,0,3,0,24,8,4,8,0,0,4,0,8,0,32,7,11,7,3,4,0,3,4,4,47,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,35,10,9,9,14,13,3,151,0,0,0,0,0,7,0,3,0,9,0,0,0,3,0,0,0,0,0,9,8,4,0,0,3,0,0,0,0,17,3,8,0,0,4,0,0,4,0,25,10,12,0,4,18,4,0,3,0,47,5,3,4,7,14,3,0,5,0,41,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,4,16,42,22,0,13,5,155
5100238,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,3,5,0,3,6,0,0,0,0,0,0,11,5,6,3,0,0,0,0,3,0,21,3,4,0,0,0,3,4,4,0,18,3,4,5,0,0,0,5,0,0,21,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,28,8,0,8,12,10,3,91,0,0,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,7,3,5,0,3,3,0,0,4,0,20,3,6,0,8,4,3,0,0,0,22,0,5,0,0,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,20,12,10,0,6,0,72
5100239,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,14,7,0,7,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,4,0,4,4,11,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,14,0,3,0,3,4,0,0,0,0,15,0,0,0,0,5,3,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,11,13,3,0,3,0,48
5100240,0,0,4,0,0,0,0,5,0,8,0,0,0,0,0,0,0,3,0,5,4,3,6,3,0,0,7,3,0,25,5,0,9,0,0,0,0,7,0,22,0,0,4,0,0,0,4,0,0,9,0,0,10,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,37,6,0,0,6,15,0,81,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,0,0,0,0,13,0,3,0,7,3,0,0,3,0,20,0,3,3,7,4,0,0,0,0,14,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,17,17,8,0,7,0,75
5100241,0,0,0,0,0,4,0,3,0,5,0,0,3,0,0,0,0,3,0,7,3,0,7,0,0,3,0,8,0,20,0,0,4,0,0,3,0,7,0,14,5,0,7,0,0,0,3,8,0,22,3,0,3,0,0,0,3,4,0,13,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,26,3,0,9,12,22,0,95,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,3,4,3,4,0,0,6,0,16,0,3,3,3,3,3,0,5,0,21,0,6,3,5,3,0,0,3,0,22,0,0,0,5,3,0,0,0,0,16,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,18,21,7,0,13,0,87
5100243,0,0,4,0,0,3,0,4,0,11,0,0,4,0,0,0,0,0,0,8,0,4,13,0,0,0,0,0,0,17,0,0,10,0,0,0,8,3,0,17,0,6,10,0,3,3,7,3,0,34,3,3,3,0,3,0,0,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,38,4,8,4,16,9,0,109,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,3,0,3,3,0,0,3,0,15,0,3,3,4,4,3,0,0,0,18,4,4,3,8,3,0,0,0,0,26,0,6,0,0,5,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,3,22,20,11,3,7,0,90
5100244,0,0,3,0,0,4,0,3,0,12,0,0,7,0,0,0,0,0,0,6,0,0,5,0,0,0,0,4,0,15,0,0,7,0,0,0,8,3,0,21,3,5,10,0,0,3,3,4,0,29,3,0,5,3,0,0,4,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,36,3,3,8,15,15,4,101,0,3,0,3,0,6,0,4,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,6,0,7,0,16,0,3,3,7,7,0,4,3,0,33,7,8,0,4,9,4,0,3,0,26,0,3,0,6,0,3,0,5,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,24,20,19,4,17,0,114
5100246,0,0,3,0,0,5,0,0,0,4,0,0,5,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,7,3,0,3,0,0,0,4,0,0,11,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,22,0,0,4,5,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,8,3,0,0,3,3,5,0,0,0,18,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,8,8,8,0,6,0,46
5100247,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,10,0,5,9,0,0,0,0,0,0,17,3,4,0,3,0,6,9,4,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,12,22,6,4,6,9,10,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,10,3,3,0,0,0,0,0,3,0,14,7,0,0,3,9,0,0,0,0,24,0,3,0,3,6,6,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,6,10,20,10,0,7,0,77
