SA1_7DIGITCODE_2016,M_0_299_Separate_house,M_0_299_Sd_rw_tce_hse_th,M_0_299_Flat_apartment,M_0_299_Other_dwelling,M_0_299_Dwelling_structure_NS,M_0_299_Tot,M_300_449_Separate_house,M_300_449_Sd_rw_tce_hse_th,M_300_449_Flat_apartment,M_300_449_Other_dwelling,M_300_449_Dwg_structure_NS,M_300_449_Tot,M_450_599_Separate_house,M_450_599_Sd_rw_tce_hse_th,M_450_599_Flat_apartment,M_450_599_Other_dwelling,M_450_599_Dwg_structure_NS,M_450_599_Tot,M_600_799_Separate_house,M_600_799_Sd_rw_tce_hse_th,M_600_799_Flat_apartment,M_600_799_Other_dwelling,M_600_799_Dwg_structure_NS,M_600_799_Tot,M_800_999_Separate_house,M_800_999_Sd_rw_tce_hse_th,M_800_999_Flat_apartment,M_800_999_Other_dwelling,M_800_999_Dwg_structure_NS,M_800_999_Tot,M_1000_1399_Separate_house,M_1000_1399_Sd_rw_tce_hse_th,M_1000_1399_Flat_apartmnt,M_1000_1399_Other_dwelling,M_1000_1399_Dwg_structure_NS,M_1000_1399_Tot,M_1400_1799_Separate_house,M_1400_1799_Sd_rw_tce_hse_th,M_1400_1799_Flat_apartmnt,M_1400_1799_Other_dwelling,M_1400_1799_Dwg_structure_NS,M_1400_1799_Tot,M_1800_2399_Separate_house,M_1800_2399_Sd_rw_tce_hse_th,M_1800_2399_Flat_apartmnt,M_1800_2399_Other_dwelling,M_1800_2399_Dwg_structure_NS,M_1800_2399_Tot,M_2400_2999_Separate_house,M_2400_2999_Sd_rw_tce_hse_th,M_2400_2999_Flat_apartmnt,M_2400_2999_Other_dwelling,M_2400_2999_Dwg_structure_NS,M_2400_2999_Tot,M_3000_3999_Separate_house,M_3000_3999_Sd_rw_tce_hse_th,M_3000_3999_Flat_apartmnt,M_3000_3999_Other_dwelling,M_3000_3999_Dwg_structure_NS,M_3000_3999_Tot,M_4000_over_Separate_house,M_4000_over_Sd_rw_tce_hse_th,M_4000_over_Flat_apartmnt,M_4000_over_Other_dwelling,M_4000_over_Dwg_structure_NS,M_4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
5104202,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,7,3,3,0,0,13,0,3,0,0,0,3,4,8,0,0,0,9,4,4,0,0,0,10,0,0,0,0,0,3,19,23,8,0,0,52
5104203,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,4,0,0,8,0,0,7,0,0,28,0,0,28,0,0,34,0,0,34,0,0,35,0,0,35,0,0,23,0,0,24,0,0,15,0,0,15,0,0,4,0,0,4,0,3,164,0,0,169
5104205,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,3,0,0,0,0,0,3,6,0,0,12,0,8,0,0,0,10,0,0,0,0,0,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,18,20,0,0,44
5104206,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,4,3,4,0,0,0,6,5,3,0,0,0,3,10,3,0,0,0,10,8,0,0,0,0,14,0,3,0,0,0,0,42,13,0,0,0,58
5104207,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,6,5,0,0,0,0,9,3,0,0,0,0,3,11,0,0,0,0,15,3,0,0,0,0,3,45,7,0,0,0,55
5104208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,0,0,4,0,0,3,9,0,0,0,0,6,3,3,0,0,0,8,8,3,0,0,0,9,9,3,0,0,0,17,0,0,3,0,0,3,35,16,9,0,0,64
5104209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,8,4,3,0,0,0,9,12,0,0,0,0,11,0,0,0,0,0,0,17,13,4,0,0,32
5104210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,3,0,3,0,0,8,0,3,3,0,0,9,0,0,0,0,0,3,11,0,0,0,0,6,0,0,0,0,0,0,22,6,13,0,0,38
5104211,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,5,16,0,0,0,0,16,0,0,0,0,0,0,37,3,0,0,0,36
5104212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,14,3,0,0,0,0,3,23,3,0,0,0,24
5104213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,5,0,0,0,0,6,4,0,0,0,0,6,8,4,0,0,0,15,3,0,0,0,0,3,39,5,0,0,0,46
5104214,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,8,3,14,0,0,24
5104215,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,5,5,3,0,0,0,4,12,0,0,0,0,12,14,0,0,0,0,14,0,0,0,0,0,0,47,6,0,0,0,55
5104216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,7,0,0,0,0,7,18,0,0,0,0,18,0,0,0,0,0,0,54,0,0,0,0,54
5104217,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,6,0,0,0,0,8,14,0,0,0,0,14,0,0,0,0,0,0,50,0,0,0,0,52
5104218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,6,0,0,0,0,4,10,0,0,0,0,10,4,0,0,0,0,4,26,0,0,0,0,28
5104219,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,5,4,0,0,0,0,4,12,0,0,0,0,12,19,0,0,0,0,19,0,0,0,0,0,0,54,0,0,0,0,54
5104220,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,20,0,0,0,0,20,3,0,0,0,0,3,42,0,0,0,0,42
5104221,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,5,12,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26,4,0,0,0,0,4,67,0,3,0,0,66
5104222,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,3,0,0,0,0,4,4,5,0,0,0,14,3,4,0,0,0,7,0,0,0,0,0,4,8,0,0,0,0,11,0,0,0,0,0,0,30,15,3,0,0,45
5104223,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,9,3,0,0,0,0,3,16,0,0,0,0,16,24,0,0,0,0,24,0,0,0,0,0,0,74,3,0,0,0,79
5104224,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,11,0,0,0,0,0,3,9,0,0,0,0,6,8,0,0,0,0,12,0,0,0,0,0,0,37,5,0,0,0,46
5104225,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,21,0,0,0,0,21,0,0,0,0,0,0,55,0,0,0,0,55
5104226,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,7,7,3,0,0,0,8,16,0,0,0,0,14,0,0,0,0,0,0,39,5,0,0,0,44
5104227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,9,0,12,0,0,19
5104229,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,4,0,3,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,6,13,3,0,0,24
5104230,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,9,9,0,0,0,0,9,3,0,0,0,0,3,10,0,0,0,0,14,0,0,0,0,0,0,36,8,0,0,0,48
5104231,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,4,4,3,0,0,0,3,3,4,0,0,0,5,5,0,0,0,0,10,10,4,0,0,0,12,0,0,0,0,0,0,25,14,7,0,0,43
5104232,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,3,0,0,3,0,3,0,0,0,3,6,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,17,4,0,3,36
5104233,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,9,3,0,0,12,0,4,0,0,0,4,4,6,0,0,0,8,3,0,0,0,0,8,0,0,0,0,0,0,12,28,8,0,0,53
5104234,3,3,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,6,0,3,0,0,0,3,6,3,3,0,0,15,8,4,0,0,0,7,0,0,0,0,0,0,29,19,3,0,0,52
5104235,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,18,10,6,0,0,34
5104236,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,0,5,0,0,3,0,0,5,0,4,7,0,0,9,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,19,0,0,41
5104237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
5104238,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,0,0,0,4,7,0,0,0,0,4,3,0,0,0,0,3,10,0,0,0,0,10,18,0,0,0,0,15,0,0,0,0,0,0,59,7,0,0,0,60
5104301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,4,0,0,4,0,3,4,0,0,6,3,0,3,0,0,9,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,11,6,10,0,0,27
5104303,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,3,0,0,0,10,0,3,8,0,0,12,0,10,3,0,0,11,0,0,0,0,0,4,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,27,26,0,0,53
5104304,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,3,0,0,8,0,17,5,0,0,25,0,16,0,0,0,12,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,9,51,9,0,0,69
5104305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,3,4,0,0,7,0,0,3,0,0,4,0,0,7,0,0,6,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0,0,38
5104306,0,3,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,0,8,3,3,0,0,0,10,3,4,0,0,0,6,0,4,0,0,0,8,0,4,0,0,0,8,0,4,0,0,0,3,0,0,0,0,0,0,9,35,8,0,0,57
5104307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,23
5104308,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,3,4,0,0,10,0,3,6,0,0,11,0,0,10,0,0,12,0,4,0,0,0,3,0,4,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,7,18,26,0,0,51
5104309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104310,3,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,3,0,0,0,0,5,12,0,0,0,0,15,10,0,0,0,0,12,0,0,0,0,0,0,54,11,0,0,0,62
5104311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,4,0,0,4,0,0,19,0,0,19,0,0,12,0,0,12,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,64,0,0,64
5104314,0,0,4,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,6,0,4,7,0,0,15,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,14,28,0,0,46
5104315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,20
5104316,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,6,3,0,0,12,5,9,7,0,0,17,0,3,3,0,0,7,0,3,0,0,0,7,8,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,19,28,23,0,0,72
5104317,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,4,0,3,0,0,0,4,4,7,0,0,0,12,7,0,0,0,0,11,23,8,0,0,0,31,23,3,0,0,0,22,3,0,0,0,0,3,71,20,0,0,3,95
5104318,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,3,0,0,4,0,0,5,7,0,6,0,0,14,3,0,0,0,0,3,8,0,0,0,0,8,4,0,0,0,0,11,0,0,0,0,0,3,40,3,17,0,0,63
5104319,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,12,10,0,0,0,0,10,13,0,0,0,0,16,13,0,0,0,0,18,0,0,0,0,0,0,69,3,0,0,0,70
5104320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,7,9,0,0,0,0,9,6,3,0,0,0,8,3,0,0,0,0,4,5,3,0,0,0,6,15,0,0,0,0,14,3,0,0,0,0,5,58,8,0,0,0,67
5104321,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,7,4,3,0,0,0,3,10,0,0,0,0,11,4,3,0,0,0,10,14,0,0,0,0,15,11,0,0,0,0,14,3,0,0,0,0,3,57,8,0,0,0,65
5104322,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,7,11,0,0,0,0,17,0,0,0,0,0,0,35,5,0,0,0,39
5104323,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,7,0,0,0,0,0,3,11,0,0,0,0,11,5,0,0,0,0,6,12,0,0,0,0,12,3,0,0,0,0,3,64,0,3,0,0,66
5104324,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,4,3,0,0,0,5,8,5,0,0,0,12,0,0,0,0,0,0,17,16,3,0,0,37
5104325,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,9,5,0,0,0,0,5,18,0,0,0,0,15,3,0,0,0,0,3,46,9,0,0,0,52
5104326,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,16,0,0,0,0,16,8,0,0,0,0,8,54,0,0,0,0,54
5104327,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,6,0,0,0,0,6,12,0,0,0,0,12,0,0,0,0,0,0,49,0,0,0,0,49
5104328,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,4,0,0,0,0,7,7,0,0,0,0,7,12,0,0,0,0,10,23,0,0,0,0,23,0,0,0,0,0,0,72,0,0,0,0,75
5104329,10,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,10,0,0,0,0,10,3,0,0,0,0,3,16,0,0,0,0,16,23,0,0,0,0,23,6,0,0,0,0,4,85,3,0,0,0,91
5104330,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,3,0,0,0,6,12,0,0,0,0,12,12,3,0,0,0,14,12,3,0,0,0,17,21,4,0,0,0,22,0,0,0,0,0,0,75,11,0,0,0,85
5104331,3,0,0,0,0,8,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,3,3,0,0,0,10,10,0,0,0,0,8,8,0,0,0,0,7,13,0,0,0,0,14,19,0,0,0,0,19,4,0,0,0,0,4,68,10,3,0,0,83
5104332,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,3,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,7,6,0,0,0,0,10,16,3,0,0,0,14,0,0,0,0,0,0,36,9,0,0,0,46
5104333,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,3,4,3,0,0,0,5,3,3,0,0,0,8,12,3,0,0,0,10,0,0,0,0,0,0,32,15,0,0,0,42
5104334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,3,4,0,0,10,0,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,7,6,0,0,0,6,13,7,0,0,0,20,3,0,0,0,0,3,43,15,4,0,0,61
5104335,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,3,3,0,0,0,0,4,0,0,3,0,0,6,3,0,0,0,0,5,9,0,0,0,0,13,11,0,0,0,0,12,0,0,0,0,0,0,40,11,6,0,0,59
5104336,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,8,0,0,11,3,0,0,0,0,6,3,3,4,0,0,7,0,0,0,0,0,0,0,3,4,0,0,7,3,0,0,0,0,3,0,0,3,0,0,3,14,13,27,0,0,46
5104337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,6,0,0,9,3,0,0,0,0,3,3,0,3,0,0,11,0,3,0,0,0,5,13,0,0,0,0,10,12,0,0,0,0,11,0,0,0,0,0,0,36,5,22,0,0,61
5104338,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,5,3,0,0,0,8,0,0,0,0,0,3,3,7,0,0,0,7,3,0,0,0,0,4,6,0,0,0,0,6,12,0,0,0,0,16,0,0,0,0,0,3,36,24,0,0,0,61
5104339,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,14,0,9,0,0,17,6,3,0,0,0,4,5,0,0,0,0,6,15,3,0,0,0,24,0,0,0,0,0,4,45,11,15,0,0,76
5104340,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,4,0,0,6,0,0,6,0,0,8,0,0,8,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,29,0,0,29
5104341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,7,0,0,9,0,0,9,0,0,14,0,0,3,0,0,6,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,6,31,0,0,38
5104342,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,12,0,0,14,0,5,5,0,0,16,0,3,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,0,0,42
5104343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,5,0,0,11,0,0,11,0,0,6,0,0,6,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28
5104401,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,5,3,4,0,0,0,4,11,0,0,0,0,11,5,4,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,32,7,0,0,0,43
5104402,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,3,11,0,0,0,0,11,6,0,0,0,0,6,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,51,3,0,0,0,52
