SA1_7DIGITCODE_2016,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
5108217,43,55,12,14,24,18,3,13,7,178
5108218,28,65,22,17,21,10,12,7,0,184
5108219,28,61,28,24,28,24,10,9,4,206
5108220,29,72,23,22,25,11,0,4,0,182
5108221,20,38,13,9,14,21,11,3,0,129
5108222,55,48,17,13,23,21,4,0,7,181
5108223,43,58,25,27,25,28,3,5,3,225
5108224,42,53,32,16,37,30,11,16,3,232
5108225,54,72,38,20,38,32,4,10,3,275
5108301,25,48,29,24,33,26,6,17,0,221
5108302,25,70,38,26,41,26,10,21,6,257
5108303,29,65,26,27,33,20,17,12,0,235
5108304,25,42,29,19,30,20,3,17,4,196
5108305,29,65,33,31,30,20,3,6,0,219
5108306,29,32,18,23,36,22,6,5,0,175
5108307,14,42,18,20,34,15,7,7,0,161
5108308,26,26,23,28,33,26,7,14,0,183
5108309,0,0,0,0,0,0,0,0,0,0
5108310,32,45,13,24,42,33,10,13,0,220
5108311,15,35,21,15,28,13,8,16,0,153
5108312,20,35,28,18,30,17,3,13,0,168
5108313,15,29,25,21,20,9,3,8,0,130
5108314,37,78,39,26,51,31,11,14,9,300
5108315,16,25,17,17,16,11,3,11,0,117
5108316,19,21,20,10,24,10,6,3,4,115
5108317,30,62,51,39,36,17,15,15,3,261
5108318,18,46,33,24,32,18,0,12,5,194
5108319,19,32,22,16,26,17,8,11,0,155
5108320,3,8,8,6,11,4,3,0,0,47
5108321,23,40,36,26,42,26,3,18,6,218
5108322,44,71,21,20,51,34,4,15,6,262
5108323,18,31,24,18,27,13,4,7,0,148
5108324,9,28,24,8,23,10,4,8,0,118
5108325,33,65,35,27,43,25,15,12,0,262
5108326,31,31,20,10,29,18,4,10,3,151
5108327,14,35,24,13,24,15,5,6,0,141
5108328,0,0,0,0,0,0,0,0,0,0
5108329,0,0,0,0,0,0,0,0,0,0
5108330,0,0,0,0,0,0,0,0,0,0
5108331,13,24,22,15,11,9,3,14,0,113
5108401,31,46,30,21,34,18,15,23,0,217
5108402,18,46,38,21,35,20,4,21,6,207
5108403,21,53,50,26,41,21,14,16,0,233
5108404,24,65,46,22,48,31,25,31,6,291
5108405,30,55,48,33,34,35,18,37,11,299
5108406,12,28,19,20,19,14,4,14,3,131
5108407,5,33,22,12,18,16,6,9,0,126
5108408,9,27,20,15,12,7,5,8,0,106
5108409,25,42,31,23,22,17,12,16,0,194
5108410,21,46,32,27,33,13,6,16,4,186
5108411,21,59,23,16,20,9,3,7,8,174
5108412,39,110,54,35,49,28,11,14,11,351
5108413,17,31,24,22,27,12,16,14,4,167
5108414,25,50,45,22,35,22,21,47,0,265
5108415,21,63,21,13,29,16,11,13,4,184
5108416,19,72,33,21,27,18,8,13,3,206
5108417,14,41,36,9,15,15,14,12,3,164
5108418,24,58,43,23,49,19,6,14,10,240
5108419,14,26,32,10,29,23,14,21,0,166
5108420,20,40,29,19,28,29,5,17,4,187
5108421,20,53,48,26,35,21,19,20,3,236
5108422,0,0,0,0,0,0,0,0,0,0
5108423,8,23,32,20,12,17,11,11,0,137
5108424,6,24,22,16,20,15,6,12,0,116
5108425,13,25,25,17,22,23,10,23,0,154
5108426,16,19,26,12,14,9,15,18,4,125
5108427,24,32,32,19,31,13,11,26,5,192
5108428,17,43,31,22,35,25,5,21,3,204
5108429,19,26,31,20,28,30,17,12,5,189
5108430,23,27,27,18,27,21,11,15,3,166
5108431,23,19,36,17,31,13,14,16,3,178
5108432,16,39,28,16,20,23,11,18,3,171
5108433,30,54,44,22,22,29,15,19,5,238
5108434,15,54,39,39,26,21,24,37,3,255
5108435,9,42,19,17,30,15,7,29,5,172
5108436,27,44,31,27,41,12,11,28,0,219
5108437,14,65,37,24,44,20,12,22,7,254
5108501,4,10,23,23,12,17,18,32,6,147
5108502,11,9,22,25,21,9,9,36,3,153
5108503,19,25,39,27,11,31,18,48,3,220
5108504,14,23,25,31,26,8,20,30,7,183
5108505,12,13,24,18,18,14,15,33,3,153
5108506,22,32,62,50,24,27,35,45,14,309
5108507,20,24,42,46,32,11,18,35,4,238
5108508,20,20,43,46,25,23,25,36,8,246
5108509,12,10,28,29,16,23,21,51,9,188
5108510,4,5,20,27,20,24,15,41,9,167
5108511,7,13,13,14,5,11,13,30,3,106
5108512,11,4,32,20,15,14,12,36,4,157
5108513,15,27,30,51,34,21,21,44,3,239
5108514,9,19,26,22,11,10,25,42,3,166
5108515,8,18,25,19,17,7,13,11,0,128
5108516,18,24,43,30,26,15,24,32,5,226
5108517,10,22,24,38,14,14,18,33,8,180
5108518,9,15,37,31,16,3,15,35,3,173
5108519,22,27,40,27,21,25,34,33,14,241
5108520,23,31,49,39,40,37,31,42,10,292
5108521,20,44,47,48,33,30,21,36,6,277
5108522,12,15,31,11,21,13,15,23,3,146
5108523,13,20,41,38,24,17,30,35,6,218
5108524,22,47,56,44,29,42,50,56,10,352
5108525,20,24,24,23,20,16,19,16,3,169
5108526,23,20,49,22,18,17,32,33,6,221
5108527,20,32,42,23,32,30,16,34,6,232
5108528,24,19,32,24,19,8,15,31,0,173
5108529,13,33,30,39,18,21,25,42,4,236
5108530,7,21,25,28,14,12,21,24,3,157
5108531,9,28,33,25,12,19,14,52,0,190
5108532,9,7,19,17,6,8,16,28,8,121
5108533,0,0,0,0,0,0,0,0,0,0
5108534,0,0,0,0,0,0,0,0,0,0
5108535,5,9,34,16,14,19,16,42,4,160
5108536,4,10,22,20,18,9,6,24,3,112
5108537,8,25,31,36,12,21,14,27,5,179
5108538,0,0,0,0,0,0,0,0,0,0
5108539,7,8,32,25,15,26,22,40,7,187
5108540,3,17,16,8,13,17,17,29,0,111
5108541,7,14,14,16,14,11,12,41,4,132
5108542,3,15,23,33,12,18,30,28,9,168
5108543,4,25,22,29,13,26,17,38,0,169
5108544,3,15,20,17,15,10,11,17,13,116
5108601,0,7,3,12,6,3,0,10,0,39
5108602,29,33,46,32,31,19,23,32,0,254
5108603,18,37,16,13,25,27,3,11,0,153
5108604,6,31,18,8,19,12,4,13,3,116
5108605,21,64,32,26,39,31,14,22,3,250
5108606,11,50,19,11,20,19,6,10,3,158
5108607,31,65,20,28,37,18,7,14,6,220
5108608,18,33,27,22,26,14,10,25,3,173
5108609,26,53,24,29,32,16,17,23,4,210
5108610,17,32,20,15,21,8,3,11,3,122
5108611,17,23,13,14,16,10,6,5,0,111
5108612,31,57,39,19,32,18,13,16,4,221
5108613,37,45,15,16,17,22,14,9,3,175
5108614,37,72,33,17,51,25,10,23,5,266
5108615,26,45,15,14,20,13,0,12,8,160
5108616,44,87,42,30,36,23,8,15,8,293
5108617,29,58,38,25,23,22,11,35,7,239
5108618,28,43,34,12,25,13,15,18,7,188
5108619,22,32,13,15,17,9,7,15,4,125
5108620,0,0,0,0,0,0,0,0,0,0
5108621,28,44,26,21,43,22,14,18,4,223
5108622,14,56,34,25,37,22,8,18,6,218
5108623,19,62,35,19,39,36,16,22,5,242
5108624,19,45,24,23,26,11,10,12,3,177
5108625,24,45,20,9,28,22,5,7,0,163
5108626,31,53,23,8,22,21,6,15,3,198
5108627,22,43,16,9,19,20,3,3,0,139
5108628,19,20,18,16,21,24,10,14,3,132
5108629,15,49,41,23,36,14,16,16,3,214
5108630,30,56,37,27,25,19,13,18,3,228
5108631,18,42,29,27,22,16,16,26,10,204
5108632,26,62,39,37,39,38,18,18,3,268
5108633,19,46,23,20,35,17,10,16,6,201
5108634,31,53,40,26,34,34,9,20,3,248
5108635,30,56,45,24,31,17,9,22,5,239
5108636,12,25,23,22,19,19,14,21,6,151
5108637,14,29,22,20,30,20,10,19,0,156
5108638,21,20,18,19,20,16,7,10,0,129
5108639,31,45,17,10,15,22,3,11,0,150
5108640,48,36,31,22,40,30,12,12,0,232
5108641,26,53,32,38,38,18,17,33,4,257
5108642,27,63,43,43,51,42,18,36,8,331
5108643,21,61,29,18,29,23,11,27,3,219
5108644,23,21,23,18,24,26,9,4,0,158
5108645,35,62,32,27,31,28,10,19,0,246
5108646,50,88,35,29,73,32,15,25,3,348
5108647,28,51,24,14,31,9,6,16,0,177
5108648,30,64,38,18,44,27,14,21,3,253
5108649,17,25,9,5,15,17,3,7,3,110
5108650,29,51,34,27,24,34,12,22,3,241
5108651,31,44,31,21,33,23,18,20,0,229
5108652,17,44,31,18,25,17,8,10,3,172
5108653,33,56,32,24,22,21,6,17,0,206
5108654,20,40,25,19,30,11,4,10,5,160
5108655,19,33,17,4,33,21,9,13,3,157
5108656,31,42,26,20,27,25,6,15,3,196
5108657,40,37,13,13,47,38,8,15,13,223
5108658,0,0,0,0,0,0,0,0,0,0
5108659,25,36,11,12,23,19,4,8,0,151
5108701,0,0,0,0,0,0,0,0,0,0
5108801,21,77,32,24,24,16,3,13,6,216
5108802,0,3,4,0,0,0,0,0,0,5
5108803,37,87,36,25,37,23,3,12,0,253
5108804,22,48,23,23,19,11,9,21,3,175
5108805,32,76,23,25,20,16,3,9,7,210
5108806,33,58,15,22,24,24,5,7,0,178
5108807,16,53,16,12,24,16,3,4,0,146
5108808,23,44,29,21,32,12,9,11,4,182
5108809,21,80,33,11,18,8,9,18,8,202
5108810,43,87,43,27,37,24,12,14,4,290
5108811,40,113,41,36,39,23,6,12,0,301
5108812,17,64,36,18,45,17,4,12,3,217
5108813,34,78,28,27,36,19,7,12,0,245
5108814,45,113,43,31,39,31,9,21,5,340
5108815,40,99,38,23,26,24,10,16,4,284
5108816,33,76,32,18,38,20,5,14,0,228
5108817,20,59,29,16,33,21,4,11,0,193
5108818,56,128,45,43,55,31,12,26,8,402
5108819,45,146,69,53,55,43,10,20,8,448
5108820,23,81,42,23,29,18,12,20,0,239
5108821,25,93,28,20,39,15,6,16,3,232
5108822,40,107,36,38,53,24,12,12,4,330
5108823,31,80,35,31,29,7,4,14,0,229
5108824,38,88,58,34,39,29,16,22,7,336
5108825,30,68,42,33,40,27,11,21,3,283
5108826,25,69,36,26,37,15,11,10,4,237
5108827,10,32,23,14,18,14,6,5,0,125
5108828,40,104,36,26,47,20,8,22,0,293
5108829,20,59,34,37,34,22,6,26,5,255
5108830,38,101,45,31,39,16,14,6,5,293
5108831,35,81,39,25,45,21,16,20,5,277
5108832,12,28,34,14,20,16,13,7,0,146
5108833,38,77,12,24,27,25,5,3,0,215
5108834,32,80,23,25,30,17,3,16,0,224
5108835,51,89,26,27,32,22,7,12,4,267
5108901,35,95,32,27,36,33,6,19,5,291
5108902,30,49,26,14,31,26,6,12,0,190
5108903,10,28,5,15,17,7,7,9,4,106
5108904,0,0,0,0,0,0,0,0,0,0
5108905,19,32,16,15,24,6,4,6,8,130
5108906,23,56,18,14,21,14,12,5,3,169
5108907,32,71,27,13,23,11,3,3,4,186
5108908,51,109,35,30,55,27,3,13,4,324
5108909,52,98,30,19,29,23,8,9,3,270
5108910,0,3,0,4,0,0,0,0,0,12
5108911,28,48,23,12,23,19,0,8,0,164
5108912,35,85,27,15,21,19,0,18,0,222
5108913,23,74,29,29,17,16,3,13,3,210
5108914,68,123,26,18,51,32,4,9,0,326
5108915,16,12,7,3,6,8,0,0,3,58
5108916,24,60,22,20,28,16,11,6,0,187
5108917,33,53,27,13,30,15,5,13,3,182
5108918,29,77,36,23,30,16,7,10,0,234
5108919,3,8,11,5,10,4,0,6,3,48
5108920,23,53,20,18,29,22,3,7,0,178
5108921,44,82,34,8,34,18,8,15,0,247
5108922,57,124,44,23,73,32,7,12,7,382
5108923,45,74,24,16,36,17,6,18,3,237
5108924,35,52,45,28,38,13,13,14,4,238
5108925,47,70,21,19,40,21,4,10,0,227
5108926,64,115,30,25,64,45,5,8,3,352
5108927,21,43,15,14,27,5,7,7,3,133
5108928,0,0,0,0,0,0,0,0,0,0
5108929,39,75,36,26,29,32,6,14,3,260
5108930,49,88,29,25,40,33,3,8,6,276
5108931,28,54,19,8,19,24,4,3,3,165
5108932,42,71,27,23,34,23,0,9,3,234
5108933,42,81,38,31,30,28,13,10,7,275
5108934,12,20,11,16,16,10,3,0,3,91
5108935,28,68,39,22,45,23,6,19,4,251
5108936,26,67,33,21,35,23,9,10,3,228
5108937,0,0,0,0,0,0,0,0,0,0
5108938,31,75,26,29,33,15,9,13,0,221
5108939,19,42,16,5,20,18,7,7,3,126
5108940,24,42,8,7,18,12,9,5,0,127
5108941,41,92,32,15,44,18,3,5,3,266
5108942,35,46,22,20,41,23,3,11,0,202
5108943,41,91,31,26,29,26,0,11,5,257
5108944,28,62,16,10,29,10,3,19,0,182
5108945,16,42,6,8,13,9,3,7,0,100
5108946,41,64,14,24,31,14,4,10,3,206
5108947,18,48,13,10,28,3,4,5,4,139
5108948,37,104,33,27,28,22,10,20,5,283
5108949,26,56,18,21,27,13,0,4,5,173
5108950,30,53,24,19,15,24,6,6,3,188
5109002,11,54,43,23,22,12,4,20,5,196
5109003,8,22,29,13,19,24,11,32,3,166
5109004,23,80,62,63,49,28,23,50,5,380
5109005,33,91,58,33,47,28,28,33,3,349
5109006,15,39,30,15,25,16,4,17,0,175
5109007,35,60,66,43,47,34,24,28,7,350
5109008,23,36,31,24,32,16,13,20,0,205
5109009,22,48,39,29,44,22,7,28,3,257
5109010,10,47,32,34,30,16,8,23,3,219
5109011,7,15,13,12,17,4,15,21,3,113
5109012,16,15,25,32,29,19,18,32,0,182
5109013,22,59,57,63,43,22,19,50,9,342
5109014,19,44,36,50,39,16,12,32,0,257
5109016,26,54,60,60,53,42,23,58,3,390
5109017,33,44,47,37,37,31,15,41,11,296
5109019,15,34,32,45,26,16,15,32,3,218
5109020,18,47,44,47,31,28,21,37,7,281
5109021,14,49,45,24,31,18,14,46,5,247
5109022,26,71,59,51,55,36,28,57,10,395
5109023,29,61,83,47,56,36,25,62,22,411
5109024,18,54,29,31,23,15,12,29,6,216
5109025,32,56,41,41,47,27,21,54,4,324
5109027,28,69,45,38,43,26,23,48,0,319
5109028,20,66,56,58,36,29,34,35,0,336
5109029,26,58,35,44,31,24,20,23,0,266
5109030,21,68,59,33,45,25,16,25,8,304
5109031,19,46,31,29,30,17,18,16,8,216
5109032,17,21,25,25,31,20,24,25,0,192
5109033,30,36,52,20,30,22,17,29,10,248
5109034,14,51,31,22,22,19,12,19,7,201
5109035,13,21,24,23,22,13,3,12,0,127
5109036,12,46,46,26,30,32,18,22,0,235
5109101,0,0,0,0,0,0,0,0,0,0
5109201,38,79,40,21,19,21,7,7,3,228
5109202,36,91,54,30,42,24,9,11,8,308
5109203,32,102,42,34,51,25,4,16,3,308
5109204,39,106,36,45,48,21,11,15,8,330
5109205,42,99,42,39,43,23,4,16,0,310
5109206,37,78,31,33,31,12,3,5,3,239
5109207,59,100,73,41,41,31,5,27,4,376
5109208,40,63,36,26,33,24,13,19,3,248
5109209,36,62,40,43,27,29,10,14,4,263
5109210,90,91,33,33,33,25,6,10,5,332
5109211,50,68,30,17,19,18,7,9,4,211
5109212,47,51,46,31,34,31,13,31,4,278
5109213,37,58,30,18,16,15,8,8,4,196
5109214,28,59,36,22,24,18,0,13,0,201
5109215,24,39,39,16,14,14,5,19,4,178
5109216,51,99,91,56,61,35,27,35,9,466
5109217,57,100,47,33,48,27,9,18,5,343
5109218,44,92,39,21,36,19,9,10,3,280
5109219,38,90,42,28,43,27,4,15,3,286
5109220,22,57,30,29,20,17,3,16,3,190
5109221,36,74,58,41,40,24,14,29,3,313
5109222,34,112,41,35,33,31,16,29,0,327
5109223,30,67,39,24,37,15,8,11,0,218
5109224,50,131,62,40,52,29,12,22,5,398
5109225,42,64,35,26,18,21,9,13,3,230
5109226,36,63,32,36,29,14,4,16,3,240
5109227,32,76,28,15,26,13,3,9,3,214
5109228,38,90,42,33,32,24,3,10,0,277
5109229,22,29,20,16,14,11,3,7,0,125
5109230,34,92,16,11,29,25,3,8,0,214
5109231,39,102,36,23,33,25,11,12,3,285
5109232,38,110,23,37,46,30,8,15,3,317
5109301,31,64,57,44,47,37,17,41,6,347
5109302,36,90,41,39,48,12,17,46,0,334
5109303,41,73,18,14,30,17,3,15,3,210
5109304,25,53,29,14,40,8,10,9,3,190
5109305,31,47,32,13,44,21,10,22,3,227
5109306,24,44,40,20,32,22,14,15,0,218
5109307,27,44,45,19,49,25,14,13,3,226
5109308,57,117,43,19,60,30,3,17,4,343
5109309,14,43,17,21,24,20,11,24,0,177
5109310,30,54,36,41,42,28,23,37,7,289
5109311,17,47,17,27,30,10,7,25,0,193
5109312,21,48,40,41,43,25,20,41,4,274
5109313,20,59,33,31,33,14,12,22,3,231
5109314,17,43,30,17,25,17,11,19,3,194
5109315,17,35,23,16,20,17,6,21,4,164
5109316,39,69,17,14,38,35,3,5,7,227
5109317,35,79,46,33,53,24,10,39,4,323
5109318,28,49,60,25,41,24,11,13,0,242
5109319,15,23,22,14,21,5,11,8,3,120
5109320,28,72,18,7,27,21,3,10,3,198
5109321,43,68,45,25,43,37,5,22,7,294
5109322,25,38,26,13,34,26,4,13,0,182
5109323,28,40,31,15,28,27,12,23,3,207
5109324,13,27,20,6,17,11,6,6,0,119
5109325,16,47,23,21,24,25,11,13,3,170
5109326,19,36,30,13,29,16,3,16,0,177
5109327,76,140,43,30,59,46,7,23,0,431
5109328,22,69,18,12,30,24,7,8,0,195
5109329,74,132,45,50,71,46,3,9,3,438
5109330,0,0,0,0,0,0,0,0,0,0
5109401,20,44,6,5,11,5,5,3,3,109
5109402,26,56,20,12,25,19,4,6,3,175
5109403,41,96,23,27,39,19,9,9,0,263
5109404,21,51,17,21,25,15,10,11,10,178
5109405,55,86,35,31,40,18,3,26,3,295
5109406,73,108,47,30,44,23,9,16,10,356
5109407,26,44,27,18,18,23,3,13,0,169
5109408,28,53,11,12,12,11,3,9,3,154
5109409,45,76,24,30,31,21,5,7,0,234
5109410,42,74,29,18,25,28,0,7,3,223
5109411,38,67,13,13,17,22,0,5,0,185
5109412,44,69,33,31,42,21,6,15,3,261
5109413,20,44,10,7,17,7,3,3,3,124
5109414,26,54,22,13,24,18,3,11,0,178
5109415,22,71,15,15,18,14,4,7,4,178
5109416,0,0,0,0,0,0,0,0,0,0
5109417,21,38,33,19,16,18,11,14,4,171
5109418,30,45,3,14,21,23,3,4,0,142
5109419,31,61,18,17,31,17,3,6,3,182
5109501,17,25,23,21,34,24,13,23,0,189
5109502,24,60,36,32,21,15,19,32,0,240
5109503,22,42,28,23,26,32,21,34,0,235
5109504,23,54,16,19,20,15,12,19,0,175
5109505,28,62,33,26,45,26,5,26,0,242
5109506,20,79,38,23,40,20,10,23,8,258
5109507,13,53,42,27,31,43,9,34,0,257
5109508,20,70,30,31,41,23,24,14,14,266
5109509,25,31,29,23,24,23,6,11,0,159
5109510,16,84,29,25,35,27,11,11,3,244
5109511,46,91,59,42,56,41,20,32,3,390
5109512,34,53,35,20,37,14,5,16,3,231
5109513,23,56,30,26,37,23,15,11,3,221
5109514,23,72,40,29,43,32,20,23,7,278
5109515,25,58,28,16,31,25,3,17,3,197
5109516,30,78,46,20,33,16,10,20,0,259
5109517,24,68,28,15,35,27,14,16,3,232
5109518,11,46,22,13,16,12,3,13,0,132
5109519,16,38,27,18,21,6,13,23,3,170
5109520,48,73,40,35,34,24,7,10,10,280
5109521,19,55,19,16,23,14,3,16,6,168
5109522,17,48,25,20,23,19,6,14,4,178
5109523,26,88,28,22,37,18,15,14,0,238
5109524,32,79,19,34,37,14,5,12,3,237
5109525,27,76,36,27,34,17,5,20,0,242
5109526,31,94,19,15,24,18,8,11,0,231
5109527,21,59,31,10,17,13,6,10,3,170
5109528,20,59,26,17,20,18,6,15,0,185
5109601,33,66,27,26,39,29,7,10,3,235
5109602,8,24,13,3,8,4,0,3,0,73
5109603,35,46,18,10,27,19,5,4,0,180
5109604,22,70,10,11,29,17,3,8,3,174
5109605,48,138,21,24,47,28,4,10,0,331
5109606,28,42,7,11,13,14,3,4,4,118
5109607,27,62,6,26,24,5,3,7,3,174
5109608,43,129,29,35,34,34,12,32,0,337
5109609,11,35,5,10,17,8,4,9,4,93
5109610,29,75,16,18,26,13,0,6,7,179
5109611,29,62,13,27,27,21,10,12,3,199
5109612,42,85,27,26,35,12,8,3,0,239
5109613,39,73,21,19,23,12,3,3,3,202
5109614,44,60,17,10,10,15,0,9,3,168
5109615,38,63,4,10,23,13,3,4,0,150
5109616,53,83,21,14,32,15,5,13,3,240
5109617,45,95,23,11,32,16,3,5,5,243
5109618,55,106,12,23,34,26,0,8,0,271
5109619,41,67,19,20,26,29,4,7,3,208
5109620,50,95,31,14,26,25,0,12,4,261
5109621,27,96,24,14,24,16,0,9,0,209
5109622,16,30,10,12,12,8,0,3,0,84
5109623,36,78,13,16,24,21,3,10,3,211
5109624,125,208,20,42,71,50,15,10,11,545
5109625,39,88,15,20,23,15,0,6,3,198
5109626,37,80,3,16,39,14,0,3,3,207
5109627,0,0,0,0,0,0,0,0,0,0
5109628,48,96,21,15,20,20,3,12,7,249
5109629,32,56,10,17,21,15,3,3,0,152
5109630,26,53,23,13,25,21,4,10,0,180
5109631,44,80,25,24,40,26,5,13,5,251
5109701,16,27,15,11,18,16,0,8,0,116
5109702,19,36,14,17,23,16,0,6,5,156
5109703,16,43,31,13,20,14,7,16,4,170
5109704,39,78,49,22,49,15,13,13,0,280
5109705,25,58,24,14,32,18,19,17,0,212
5109706,45,87,16,24,35,32,6,11,0,261
5109707,12,40,20,24,13,13,3,10,4,138
5109708,20,41,25,17,20,18,8,17,3,167
5109709,28,58,21,25,31,23,3,16,0,207
5109710,25,57,27,26,44,27,19,29,6,265
5109711,23,60,28,23,39,21,10,18,3,216
5109712,37,86,50,30,39,14,13,27,0,296
5109713,42,86,49,41,68,26,15,26,7,342
5109714,17,47,35,19,30,22,9,12,3,195
5109715,51,97,33,25,41,21,10,25,10,307
5109716,46,116,41,35,45,29,11,22,3,351
5109717,34,93,30,27,39,20,24,29,0,294
5109718,35,59,25,16,34,22,5,16,4,216
5109719,41,63,40,41,34,23,22,29,7,304
5109720,36,75,41,29,49,29,7,24,8,291
5109721,37,83,37,30,39,16,7,26,4,273
5109722,36,85,43,32,41,19,15,20,10,311
5109723,33,83,32,43,44,29,17,36,3,313
5109724,23,55,26,15,27,20,9,11,0,185
5109725,21,44,7,12,22,10,0,3,3,137
5109726,4,4,0,0,5,3,0,0,3,21
5109727,46,83,22,23,25,22,4,20,0,248
5109728,12,24,0,3,3,6,0,8,4,57
5109729,20,59,20,17,35,16,5,9,0,168
5109730,42,101,12,22,29,26,0,12,3,258
5109731,51,66,28,27,46,29,3,18,4,276
5109732,41,94,13,26,29,21,0,8,0,233
5109733,44,99,23,23,43,29,5,15,0,285
5109734,0,0,0,0,0,0,0,0,0,0
5109801,11,29,43,22,34,29,17,25,5,218
5109802,16,27,40,30,38,18,18,32,3,217
5109803,18,36,41,17,35,17,8,10,0,184
5109804,8,19,22,14,28,9,11,19,3,123
5109805,19,27,33,18,28,22,19,27,0,191
5109806,9,5,25,20,9,14,8,30,3,123
5109807,7,7,28,16,8,17,13,23,0,120
5109808,12,7,23,23,19,21,13,35,0,153
5109809,4,9,14,14,9,11,13,24,10,98
5109810,5,14,33,28,21,13,25,43,3,184
5109811,8,10,35,22,13,11,26,30,0,155
5109812,0,10,16,13,4,6,11,8,5,78
5109813,8,8,9,11,8,8,12,21,7,89
5109814,16,18,24,25,17,7,24,31,3,161
5109815,10,12,27,21,20,20,17,17,6,147
5109816,9,15,27,15,19,15,12,25,3,144
5109817,16,23,34,24,25,18,11,30,4,189
5109818,0,0,0,0,0,0,0,0,0,0
5109819,8,14,32,27,31,15,10,39,8,184
5109820,15,26,51,23,32,38,26,30,8,249
5109821,19,13,43,33,26,25,24,37,4,219
5109822,23,37,37,26,37,23,9,31,3,236
5109823,37,27,40,28,42,46,32,30,3,281
5109824,22,27,39,22,40,31,13,20,3,221
5109825,20,24,42,27,55,30,13,27,6,236
5109826,9,19,17,16,18,16,11,3,3,112
5109827,18,29,46,29,30,35,25,38,3,252
5109828,28,34,44,36,40,28,25,33,7,272
5109829,12,31,50,21,40,21,13,41,4,236
5109901,4,12,9,9,15,4,6,13,3,73
5109902,24,41,62,25,53,30,21,45,12,313
5109903,0,0,0,0,3,0,3,0,0,7
5109904,9,18,39,17,13,26,11,23,0,155
5109905,20,36,45,29,24,23,18,28,3,229
5109906,16,43,43,27,24,21,19,21,3,208
5109907,18,45,46,31,42,35,13,19,3,252
5109908,0,0,0,0,0,0,0,0,0,0
5109910,29,28,46,28,31,24,22,32,5,240
5109911,10,8,21,16,22,9,16,17,0,122
5109913,16,25,37,24,25,19,10,27,0,180
5109914,70,116,182,126,141,104,49,94,7,890
5109915,22,30,65,28,27,30,18,34,6,264
5109916,8,26,33,12,21,5,9,10,0,133
5109917,16,17,37,25,28,20,18,32,3,196
5109918,22,18,22,19,23,16,27,20,0,173
5109919,19,22,68,32,25,20,15,31,3,227
5109920,13,7,14,16,10,10,3,10,0,89
5109921,18,29,47,36,23,25,15,17,4,210
5109922,39,44,55,46,50,33,20,27,4,318
5109923,11,7,19,15,22,14,5,18,11,131
5109925,19,39,50,44,29,31,27,20,4,265
5109927,29,36,53,36,30,28,20,28,6,270
5109929,15,17,44,22,34,21,9,43,7,214
5109930,6,14,29,17,10,23,16,25,3,146
5109931,6,19,43,19,16,30,24,23,4,185
5109932,12,23,43,33,27,22,10,25,6,196
5109933,15,26,17,13,21,12,9,21,9,139
5109934,0,0,0,4,0,0,0,3,0,14
5109936,13,25,55,32,33,16,17,21,4,215
5109937,12,20,30,26,33,17,13,33,3,187
5109938,15,27,37,15,27,22,5,12,0,165
5109939,5,13,17,14,12,16,8,24,0,113
5109940,19,24,34,38,28,24,15,15,4,208
5109941,4,11,37,13,11,11,8,15,0,117
5109942,39,56,82,60,48,43,21,36,3,378
5109943,14,30,46,35,37,23,16,20,10,232
5109944,16,31,48,17,38,28,16,34,4,229
5109945,12,24,39,21,41,33,13,19,3,210
5109946,15,21,24,18,12,15,14,19,0,132
5109947,13,14,18,21,22,14,6,23,0,135
5109948,20,30,43,20,28,28,15,23,0,203
5109949,19,32,67,31,41,26,26,38,8,284
5109950,17,26,30,29,24,23,19,16,0,182
5109951,17,35,36,25,31,23,21,19,3,206
5109952,19,24,34,27,22,27,16,17,0,186
5109953,3,14,34,27,19,15,14,25,8,163
5110001,35,48,40,39,42,37,12,30,9,289
5110002,26,48,54,33,30,25,12,17,0,244
5110003,79,93,126,55,88,51,26,44,11,574
5110005,3,18,43,15,21,20,20,34,3,178
5110006,15,17,44,38,32,20,17,25,6,207
5110008,28,22,48,30,38,24,16,32,0,240
5110009,12,18,39,29,32,22,29,33,4,213
5110010,22,26,55,29,25,29,28,30,3,252
5110011,17,34,53,44,51,28,14,29,0,278
5110012,0,0,0,0,0,0,0,0,0,0
5110013,16,20,23,15,32,11,6,18,4,141
5110014,31,47,44,30,37,35,18,22,0,264
5110015,23,42,29,15,27,28,5,17,4,196
5110016,28,46,45,32,46,26,21,28,4,284
5110017,16,33,48,39,43,46,15,13,0,251
5110018,43,50,40,30,42,33,9,17,7,272
5110019,24,55,36,36,47,28,15,6,3,233
5110020,34,59,65,42,49,36,12,20,16,329
5110022,66,139,186,129,146,84,66,91,16,938
5110023,28,42,49,41,48,29,20,51,9,316
5110024,18,50,67,45,43,24,27,31,12,315
5110025,28,43,51,34,46,29,17,36,7,286
5110026,13,29,40,26,33,23,7,14,3,188
5110027,105,190,286,169,197,104,71,130,27,1275
5110028,20,42,42,26,43,26,22,19,4,235
5110029,22,37,34,23,33,23,4,12,0,197
5110101,11,7,24,19,19,7,7,26,4,130
5110102,8,13,30,18,14,10,21,11,0,127
5110103,79,166,176,106,128,102,38,57,3,861
