SA1_7DIGITCODE_2016,M_Husb_a_r_mar_0_14,M_Husb_a_r_mar_15_24,M_Husb_a_r_mar_25_34,M_Husb_a_r_mar_35_44,M_Husb_a_r_mar_45_54,M_Husb_a_r_mar_55_64,M_Husb_a_r_mar_65_74,M_Husb_a_r_mar_75_84,M_Husb_a_r_mar_85,M_Husb_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85,M_Vis_from_within_Aus_Tot,M_OS_v_0_14_yr,M_OS_v_15_24_yr,M_OS_v_25_34_yr,M_OS_v_35_44_yr,M_OS_v_45_54_yr,M_OS_v_55_64_yr,M_OS_v_65_74_yr,M_OS_v_75_84_yr,M_OS_v_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Husb_a_r_mar_0_14,F_Husb_a_r_mar_15_24,F_Husb_a_r_mar_25_34,F_Husb_a_r_mar_35_44,F_Husb_a_r_mar_45_54,F_Husb_a_r_mar_55_64,F_Husb_a_r_mar_65_74,F_Husb_a_r_mar_75_84,F_Husb_a_r_mar_85,F_Husb_a_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85,F_Oth_rel_ind_Tot
5125406,..,0,6,6,13,4,10,11,0,56,..,3,4,3,4,0,0,0,0,13,..,0,0,0,0,0,0,0,0,9,54,..,..,..,..,..,..,..,..,54,..,7,..,..,..,..,..,..,..,7,..,16,4,0,3,0,0,0,0,24,..,0,3,3,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,..,0,6,0,3,3,0,0,0,11,..,0,7,8,14,11,6,3,0,41,3,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,59,30,30,26,35,26,20,15,0,238,..,0,10,4,10,8,12,5,0,56,..,3,4,3,3,4,0,0,0,16,..,3,10,12,6,3,0,3,0,40,33,..,..,..,..,..,..,..,..,33,..,10,..,..,..,..,..,..,..,10,..,4,0,0,0,0,0,0,0,5,..,6,3,0,0,0,0,0,0,7
5125407,..,0,8,12,13,23,16,4,0,82,..,0,9,3,9,5,3,0,0,28,..,0,0,0,6,0,0,0,0,7,42,..,..,..,..,..,..,..,..,42,..,11,..,..,..,..,..,..,..,11,..,9,7,0,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,5,0,3,0,0,0,0,15,..,0,3,7,3,0,3,3,0,25,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,42,23,36,30,35,35,23,7,3,232,..,3,6,16,23,20,7,3,0,86,..,3,6,10,4,6,3,0,0,35,..,3,10,14,3,9,4,0,0,37,61,..,..,..,..,..,..,..,..,61,..,14,..,..,..,..,..,..,..,14,..,9,5,0,0,0,0,0,0,17,..,0,0,0,0,4,0,0,0,8
5125408,..,0,11,21,13,15,17,9,3,90,..,3,10,3,3,5,0,0,0,19,..,0,0,0,0,3,0,0,0,4,45,..,..,..,..,..,..,..,..,45,..,5,..,..,..,..,..,..,..,5,..,16,5,3,0,0,0,0,0,29,..,3,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,3,4,0,4,3,3,0,23,0,0,3,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,45,33,34,32,27,24,24,13,5,238,..,0,21,18,23,12,17,3,3,93,..,3,3,4,3,0,0,0,0,16,..,0,3,10,4,8,3,0,0,25,48,..,..,..,..,..,..,..,..,48,..,3,..,..,..,..,..,..,..,3,..,9,3,0,0,0,0,0,0,10,..,3,0,0,0,0,0,0,0,3
5125409,..,0,6,9,12,13,15,8,0,58,..,0,7,0,4,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,22,..,..,..,..,..,..,..,..,22,..,8,..,..,..,..,..,..,..,8,..,3,0,0,0,0,0,0,0,9,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,3,3,0,0,0,0,0,5,..,0,0,0,3,9,0,3,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,17,20,13,22,24,17,5,0,139,..,0,11,7,4,17,14,3,0,59,..,3,3,3,3,0,0,0,0,15,..,0,0,8,0,0,0,0,0,11,27,..,..,..,..,..,..,..,..,27,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4
5125410,..,0,4,13,11,10,8,0,0,42,..,0,3,3,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,7,20,..,..,..,..,..,..,..,..,20,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,11,19,18,13,13,0,0,104,..,0,6,16,9,4,9,0,0,45,..,0,3,3,0,3,0,0,0,12,..,0,0,0,4,0,0,0,0,8,40,..,..,..,..,..,..,..,..,40,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
5125411,..,0,3,8,15,7,9,0,0,43,..,3,5,0,3,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,46,..,..,..,..,..,..,..,..,46,..,3,..,..,..,..,..,..,..,3,..,6,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,4,3,0,0,0,0,0,11,..,0,3,0,3,0,4,4,0,21,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,42,20,20,20,17,10,15,8,0,158,..,0,12,11,9,9,3,0,0,41,..,4,6,3,3,0,0,0,0,22,..,0,9,6,3,4,0,0,0,25,42,..,..,..,..,..,..,..,..,42,..,7,..,..,..,..,..,..,..,7,..,6,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,3
5125412,..,0,4,16,6,11,9,0,0,49,..,3,4,3,6,0,0,0,0,20,..,0,0,0,0,0,4,0,0,4,49,..,..,..,..,..,..,..,..,49,..,11,..,..,..,..,..,..,..,11,..,8,3,7,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,4,0,0,0,3,0,0,0,6,..,0,4,7,3,3,8,0,0,25,0,3,3,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,49,25,17,37,22,24,15,4,0,200,..,0,9,13,8,15,8,0,0,51,..,3,3,8,3,0,0,0,0,17,..,0,8,4,4,0,5,0,0,22,35,..,..,..,..,..,..,..,..,35,..,8,..,..,..,..,..,..,..,8,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3
5125413,..,0,4,5,11,11,9,3,0,48,..,0,3,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,25,..,..,..,..,..,..,..,..,25,..,3,..,..,..,..,..,..,..,3,..,8,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,3,3,8,8,7,4,0,26,0,0,0,6,4,3,7,0,0,17,0,0,0,0,0,0,0,0,0,0,29,13,16,18,19,22,18,9,0,146,..,0,10,9,9,15,6,4,0,54,..,0,3,0,0,0,0,0,0,5,..,0,0,5,0,0,0,0,0,9,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5125501,..,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,13,..,0,0,3,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
5125502,..,3,84,58,40,22,11,3,0,213,..,22,60,7,4,0,0,0,0,96,..,0,0,0,0,0,0,0,0,3,160,..,..,..,..,..,..,..,..,160,..,25,..,..,..,..,..,..,..,25,..,26,11,0,0,0,0,0,0,37,..,9,0,0,0,0,0,0,0,8,..,0,3,0,0,0,0,0,0,3,..,9,4,0,0,0,0,0,0,13,..,9,16,7,10,7,0,0,0,37,5,4,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,164,105,174,76,63,26,13,3,0,615,..,10,89,54,41,20,9,0,0,220,..,41,52,8,5,0,0,0,0,109,..,7,21,6,13,3,0,0,0,53,152,..,..,..,..,..,..,..,..,152,..,21,..,..,..,..,..,..,..,21,..,12,7,3,0,0,0,0,0,17,..,0,3,0,0,3,0,0,0,6
5125503,..,3,10,16,6,3,5,0,0,38,..,8,15,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,36,..,..,..,..,..,..,..,..,36,..,7,..,..,..,..,..,..,..,7,..,9,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,22,27,18,6,3,5,0,0,118,..,0,19,18,8,0,0,0,0,49,..,8,17,3,0,0,0,0,0,24,..,0,0,4,3,0,0,0,0,10,31,..,..,..,..,..,..,..,..,31,..,11,..,..,..,..,..,..,..,11,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5125504,..,5,49,51,35,8,8,0,0,160,..,15,48,7,7,3,0,0,0,87,..,0,0,0,0,0,0,0,0,5,137,..,..,..,..,..,..,..,..,137,..,20,..,..,..,..,..,..,..,20,..,20,3,0,0,0,0,0,0,27,..,4,3,0,0,0,0,0,0,8,..,4,4,0,0,0,0,0,0,5,..,8,7,0,0,0,0,0,0,21,..,3,13,10,8,0,0,0,0,39,3,0,4,0,3,4,0,0,0,17,0,0,0,0,3,0,0,0,0,3,135,83,136,74,60,19,10,3,0,513,..,7,69,57,25,6,3,0,0,172,..,27,39,19,5,3,0,0,0,93,..,3,15,5,12,0,0,0,0,39,131,..,..,..,..,..,..,..,..,131,..,22,..,..,..,..,..,..,..,22,..,6,3,0,0,0,0,0,0,13,..,3,0,0,0,3,3,0,0,11
5125505,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5125506,..,3,31,46,32,26,21,0,3,165,..,13,38,15,8,0,0,0,0,79,..,0,0,0,0,0,0,0,0,0,132,..,..,..,..,..,..,..,..,132,..,13,..,..,..,..,..,..,..,13,..,12,3,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,5,..,4,0,0,0,0,0,0,0,3,..,3,3,0,0,0,0,0,0,4,..,3,11,7,11,4,3,0,0,41,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,137,58,99,73,55,39,27,0,3,484,..,7,55,55,41,32,7,0,0,194,..,23,48,6,11,0,0,0,0,90,..,8,11,5,4,0,0,0,0,34,117,..,..,..,..,..,..,..,..,117,..,20,..,..,..,..,..,..,..,20,..,12,9,3,0,0,0,0,0,19,..,4,4,0,0,3,0,0,0,8
5125507,..,0,36,33,32,12,10,0,0,122,..,10,20,8,3,0,0,0,0,48,..,0,0,4,3,0,0,0,0,5,92,..,..,..,..,..,..,..,..,92,..,10,..,..,..,..,..,..,..,10,..,14,3,5,0,0,0,0,0,21,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,3,3,0,0,0,0,0,0,5,..,0,3,5,0,0,0,0,0,11,3,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,92,45,71,52,43,18,15,4,0,327,..,3,40,30,40,10,10,0,0,136,..,21,12,15,0,3,0,0,0,49,..,0,5,8,5,0,0,0,0,26,96,..,..,..,..,..,..,..,..,96,..,8,..,..,..,..,..,..,..,8,..,10,0,0,0,0,0,0,0,10,..,0,0,0,3,0,4,0,0,9
5125508,..,3,67,59,33,18,9,3,0,194,..,10,39,10,8,0,0,0,0,66,..,0,0,0,0,0,0,0,0,7,145,..,..,..,..,..,..,..,..,145,..,27,..,..,..,..,..,..,..,27,..,22,11,0,0,0,0,0,0,32,..,5,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,7,..,3,10,11,10,0,0,0,0,33,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,5,146,69,133,76,54,21,11,3,0,527,..,4,92,46,36,13,7,0,0,203,..,17,41,5,6,0,0,0,0,73,..,0,4,15,8,3,3,0,0,44,149,..,..,..,..,..,..,..,..,149,..,31,..,..,..,..,..,..,..,31,..,11,3,0,0,0,0,0,0,12,..,10,3,0,3,3,0,0,0,21
5125509,..,3,28,40,22,5,12,0,0,102,..,19,40,10,3,0,0,0,0,74,..,0,0,0,0,0,0,0,0,3,96,..,..,..,..,..,..,..,..,96,..,12,..,..,..,..,..,..,..,12,..,11,0,0,0,0,0,0,0,14,..,0,3,0,0,0,0,0,0,3,..,0,4,0,0,0,0,0,0,4,..,3,4,0,0,0,0,0,0,10,..,0,9,5,4,0,0,0,0,19,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,97,47,90,58,29,10,12,0,0,347,..,3,36,38,22,7,7,0,0,118,..,27,42,11,6,0,0,0,0,78,..,4,8,4,12,0,3,0,0,31,85,..,..,..,..,..,..,..,..,85,..,15,..,..,..,..,..,..,..,15,..,4,3,0,0,0,0,0,0,11,..,3,0,0,0,0,0,0,0,7
5125510,..,0,27,24,11,3,7,0,0,75,..,0,20,6,3,0,0,0,0,34,..,0,0,0,0,0,0,0,0,0,62,..,..,..,..,..,..,..,..,62,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,10,..,0,3,0,0,0,0,0,0,6,..,0,0,0,3,0,0,0,0,3,..,8,3,5,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,62,20,58,38,19,3,10,0,0,213,..,3,38,21,9,3,4,0,0,81,..,7,19,6,4,0,0,0,0,31,..,3,3,4,5,0,0,0,0,14,83,..,..,..,..,..,..,..,..,83,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,4
5125511,..,3,41,30,20,3,4,0,0,102,..,7,32,6,6,0,0,0,0,50,..,0,0,0,0,0,0,0,0,0,86,..,..,..,..,..,..,..,..,86,..,33,..,..,..,..,..,..,..,33,..,5,0,0,0,0,0,0,0,7,..,6,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,7,0,0,0,0,0,0,5,..,0,10,7,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,6,84,54,88,44,33,4,6,0,0,319,..,7,37,39,18,5,0,0,0,110,..,24,20,8,5,0,0,0,0,55,..,0,7,8,4,0,0,0,0,27,81,..,..,..,..,..,..,..,..,81,..,13,..,..,..,..,..,..,..,13,..,10,0,0,0,0,0,0,0,7,..,0,3,0,3,0,0,0,0,6
5125601,..,0,0,3,4,0,0,0,0,7,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,9,13,0,5,0,0,47,..,0,0,3,7,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5125602,..,0,0,19,24,22,18,5,0,84,..,0,3,4,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,5,29,..,..,..,..,..,..,..,..,29,..,22,..,..,..,..,..,..,..,22,..,14,5,4,0,0,0,0,0,27,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,6,..,0,0,0,3,8,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,42,13,26,33,36,20,4,3,212,..,0,0,19,30,25,9,3,0,91,..,0,4,3,0,0,0,0,0,9,..,0,0,3,0,0,0,0,0,4,30,..,..,..,..,..,..,..,..,30,..,15,..,..,..,..,..,..,..,15,..,9,4,0,0,0,0,0,0,10,..,0,0,0,0,0,3,0,0,3
5125603,..,0,3,9,9,8,4,0,0,39,..,0,0,3,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,4,13,..,..,..,..,..,..,..,..,13,..,5,..,..,..,..,..,..,..,5,..,10,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,11,10,14,20,11,7,4,0,84,..,0,3,6,14,10,3,3,0,38,..,0,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,6,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3
5125701,..,0,8,40,47,28,21,3,0,145,..,5,9,3,11,3,0,0,0,24,..,0,0,0,4,0,0,0,0,4,83,..,..,..,..,..,..,..,..,83,..,13,..,..,..,..,..,..,..,13,..,31,5,0,3,0,0,0,0,39,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,4,3,3,0,0,0,14,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,92,43,24,47,69,34,25,5,0,343,..,0,15,44,50,27,17,4,0,156,..,3,12,9,3,7,0,0,0,30,..,0,4,3,3,3,0,0,0,11,79,..,..,..,..,..,..,..,..,79,..,18,..,..,..,..,..,..,..,18,..,9,3,0,0,0,0,0,0,15,..,3,0,0,0,0,0,0,0,3
5125702,..,0,3,3,3,5,11,3,0,41,..,0,3,3,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,19,..,..,..,..,..,..,..,..,19,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,3,0,9,6,3,3,3,0,24,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,25,12,8,18,12,12,21,11,0,115,..,0,6,3,10,5,12,5,0,42,..,0,6,6,0,0,0,0,0,10,..,0,0,5,0,3,0,0,0,9,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3
5125703,..,0,3,6,15,14,18,12,0,70,..,0,0,3,8,3,0,0,0,16,..,0,0,0,0,0,0,0,0,0,38,..,..,..,..,..,..,..,..,38,..,10,..,..,..,..,..,..,..,10,..,7,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,3,..,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,39,19,13,14,22,23,28,21,0,172,..,0,6,17,12,14,17,11,0,72,..,0,0,3,8,3,0,0,0,18,..,0,10,3,5,0,0,0,0,16,35,..,..,..,..,..,..,..,..,35,..,7,..,..,..,..,..,..,..,7,..,0,3,0,4,0,0,0,0,9,..,0,0,0,0,0,5,0,3,8
5125704,..,0,8,10,8,10,10,3,0,46,..,0,6,0,4,3,0,0,0,15,..,0,0,0,0,0,3,0,0,3,26,..,..,..,..,..,..,..,..,26,..,9,..,..,..,..,..,..,..,9,..,0,4,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,5,..,0,5,0,0,0,0,0,0,14,..,0,4,3,3,8,9,0,3,32,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,26,16,29,13,19,24,19,4,3,155,..,0,13,8,11,11,3,3,0,46,..,7,6,3,0,3,0,0,0,23,..,0,0,6,3,0,0,0,0,11,29,..,..,..,..,..,..,..,..,29,..,0,..,..,..,..,..,..,..,0,..,4,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3
5125705,..,0,19,18,20,20,10,8,0,107,..,0,11,0,3,4,0,0,0,27,..,0,0,0,3,0,0,0,0,11,95,..,..,..,..,..,..,..,..,95,..,9,..,..,..,..,..,..,..,9,..,20,8,0,0,0,0,0,0,28,..,0,0,0,0,3,0,0,0,6,..,0,5,0,0,3,0,0,0,12,..,0,0,0,0,0,0,0,0,7,..,0,4,9,3,3,9,0,0,32,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,95,39,49,36,40,34,16,11,5,318,..,0,30,26,22,13,19,4,0,110,..,0,13,5,5,0,0,0,0,27,..,0,8,6,13,4,0,0,0,29,64,..,..,..,..,..,..,..,..,64,..,12,..,..,..,..,..,..,..,12,..,12,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,3,0,6
