SA1_7DIGITCODE_2016,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_over_Mgrs,P_85_over_Profnls,P_85_over_Techs_trades_wrkrs,P_85_over_Com_psnl_serv_wrkrs,P_85_over_Cler_admin_wrkrs,P_85_over_Sales_wrkrs,P_85_over_Mach_oper_dvrs,P_85_over_Labrs,P_85_over_Inad_desc_Ns,P_85_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
5108908,0,0,0,7,0,8,0,3,0,22,0,3,4,6,5,0,0,0,3,21,5,15,7,3,8,4,0,0,0,40,18,39,15,5,16,0,0,0,0,94,18,35,6,0,18,9,0,6,0,93,4,13,6,3,9,3,0,0,0,45,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,109,35,30,55,27,3,13,4,324
5108909,0,0,0,0,3,10,0,0,0,18,0,0,8,5,0,6,0,0,0,20,6,28,6,3,4,4,0,3,0,60,16,28,7,4,12,0,3,4,0,72,7,22,3,3,4,3,0,0,0,52,10,8,3,0,3,3,0,0,0,33,3,6,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,98,30,19,29,23,8,9,3,270
5108910,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,12
5108911,0,0,0,0,0,3,0,0,0,7,0,4,3,0,0,0,0,3,0,13,3,3,7,4,0,0,0,0,0,19,10,13,3,5,10,3,0,0,0,39,14,20,5,5,6,3,0,0,0,54,4,12,0,0,6,0,0,0,0,29,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,48,23,12,23,19,0,8,0,164
5108912,0,0,0,0,0,8,0,8,0,13,3,4,3,0,0,4,0,0,0,16,4,9,3,4,0,0,0,0,0,25,13,36,0,3,11,3,0,3,0,66,16,17,8,3,3,0,0,3,0,56,3,17,3,3,3,0,0,3,0,34,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,85,27,15,21,19,0,18,0,222
5108913,0,0,0,3,0,6,0,0,0,15,0,3,0,5,0,5,0,0,0,18,9,9,11,7,0,3,0,0,0,39,7,22,4,0,8,0,0,0,0,40,11,29,5,4,4,0,0,0,3,57,3,8,5,3,3,0,0,6,0,32,0,0,0,3,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,74,29,29,17,16,3,13,3,210
5108914,0,0,0,0,0,3,0,4,0,10,0,5,3,3,3,6,0,0,0,29,6,16,4,3,0,3,3,0,0,41,20,36,3,4,12,4,0,0,0,87,26,45,3,3,12,4,0,3,0,104,6,10,3,3,14,3,0,0,0,43,4,7,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,123,26,18,51,32,4,9,0,326
5108915,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,13,6,4,0,0,4,3,0,0,0,19,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,7,3,6,8,0,0,3,58
5108916,0,0,0,5,0,3,0,0,0,11,0,0,0,3,0,4,3,0,0,8,0,11,8,0,0,3,0,0,0,22,8,16,4,3,6,3,0,0,0,49,7,21,3,4,7,0,0,3,0,48,5,7,0,0,4,3,3,4,0,33,0,5,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,60,22,20,28,16,11,6,0,187
5108917,0,0,0,0,0,0,0,0,0,10,0,0,4,3,4,0,0,3,0,9,8,6,9,3,0,3,0,0,0,29,10,23,8,0,9,3,0,3,0,57,11,14,0,3,8,0,0,0,0,42,3,11,3,4,3,0,0,0,0,31,0,3,3,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,53,27,13,30,15,5,13,3,182
5108918,0,0,0,0,0,3,0,3,0,10,0,0,6,4,5,3,0,3,0,21,4,5,10,3,3,4,0,0,0,33,11,27,4,3,8,0,5,0,0,56,12,25,8,4,10,0,0,0,0,67,3,18,3,4,9,0,0,3,0,39,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,77,36,23,30,16,7,10,0,234
5108919,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,4,0,0,3,14,0,0,0,0,3,0,0,3,0,10,0,0,3,3,4,0,0,3,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,5,10,4,0,6,3,48
5108920,0,0,4,3,0,5,0,0,0,9,0,0,0,3,0,3,0,3,0,10,4,4,6,3,4,3,0,0,0,34,3,29,4,3,10,4,3,3,0,55,12,8,4,3,8,6,0,0,0,39,7,5,5,3,12,3,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,53,20,18,29,22,3,7,0,178
5108921,0,0,0,0,3,4,0,3,0,13,0,0,0,0,0,0,0,0,0,6,8,20,11,7,10,3,3,3,0,70,12,32,15,0,10,5,3,0,0,72,9,16,4,0,17,6,0,0,0,53,6,11,3,0,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,82,34,8,34,18,8,15,0,247
5108922,0,0,0,3,0,9,0,0,0,13,0,4,5,3,0,3,0,0,0,14,20,24,8,3,24,5,0,3,0,91,26,50,17,8,21,6,0,0,0,132,10,28,5,3,13,3,0,0,0,66,8,15,10,5,9,0,0,3,0,53,0,3,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,57,124,44,23,73,32,7,12,7,382
5108923,3,0,0,4,0,7,0,4,0,17,0,0,3,8,0,3,0,3,0,21,6,18,4,3,9,3,0,3,0,39,14,38,10,0,4,0,3,5,0,81,10,15,7,4,6,0,0,4,0,47,5,3,3,0,5,4,0,5,0,27,0,5,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,74,24,16,36,17,6,18,3,237
5108924,0,0,3,3,0,0,0,0,0,11,0,0,11,3,4,0,3,0,0,23,8,17,11,10,12,0,4,3,0,66,10,18,4,3,6,3,5,0,0,59,9,13,9,5,13,0,3,3,0,54,7,3,5,3,3,0,3,4,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,52,45,28,38,13,13,14,4,238
5108925,0,0,0,3,0,8,0,0,0,12,0,3,3,0,0,8,0,3,0,13,3,12,3,0,8,0,0,3,0,23,10,21,3,3,3,3,0,0,0,38,16,28,8,3,10,9,0,0,0,70,14,6,3,5,7,0,6,0,0,51,4,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,70,21,19,40,21,4,10,0,227
5108926,0,0,0,3,0,9,0,3,0,18,0,0,3,0,3,4,0,0,0,15,4,29,7,9,5,4,0,0,0,59,23,46,6,5,22,13,0,3,0,113,30,25,5,4,19,8,0,0,0,91,7,12,7,0,10,3,0,0,0,42,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,64,115,30,25,64,45,5,8,3,352
5108927,0,0,0,3,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,5,3,11,3,0,0,0,0,0,0,14,9,8,3,3,12,0,0,3,0,32,11,13,0,3,8,0,0,0,3,36,0,6,0,0,8,0,0,0,0,24,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,15,14,27,5,7,7,3,133
5108928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5108929,0,0,5,7,0,6,0,5,0,20,0,0,3,4,0,4,0,0,0,16,4,7,8,0,4,0,0,0,0,37,8,19,9,7,4,0,0,3,0,52,14,22,3,8,10,9,7,0,3,73,6,23,5,3,3,6,0,0,0,51,3,0,3,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,39,75,36,26,29,32,6,14,3,260
5108930,0,0,0,10,0,9,0,0,0,16,0,3,0,4,0,3,0,4,0,17,0,11,5,0,3,6,0,0,3,29,13,20,4,3,12,7,0,3,0,58,22,26,8,3,12,5,0,4,0,83,11,15,4,5,5,4,0,0,0,48,3,4,0,0,4,0,0,0,0,16,3,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,49,88,29,25,40,33,3,8,6,276
5108931,0,0,0,0,0,6,0,0,0,4,0,3,3,0,0,5,0,0,0,18,4,6,4,0,0,3,0,0,0,19,3,8,6,3,4,0,0,0,0,28,12,17,5,3,3,0,3,0,0,42,13,15,4,0,6,0,0,0,0,36,3,6,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,54,19,8,19,24,4,3,3,165
5108932,0,0,3,0,3,4,0,3,0,16,0,3,3,8,0,3,0,3,0,19,6,10,11,0,6,3,0,0,0,37,10,20,0,0,7,9,0,0,0,51,13,12,5,10,9,3,0,0,0,53,7,16,0,0,4,0,0,0,0,34,3,7,3,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,71,27,23,34,23,0,9,3,234
5108933,0,0,0,10,0,13,0,3,0,22,0,3,7,3,0,3,0,0,0,26,3,9,8,4,3,4,0,0,0,38,15,22,10,4,9,3,5,0,4,72,10,18,10,3,5,3,0,0,0,51,9,13,11,3,6,4,0,0,0,46,3,3,0,0,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,42,81,38,31,30,28,13,10,7,275
5108934,0,0,0,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,9,0,3,0,4,4,0,0,0,3,21,3,7,5,5,4,0,0,0,0,19,4,6,4,0,6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,11,16,16,10,3,0,3,91
5108935,0,0,3,4,0,0,0,0,0,9,0,4,0,0,4,4,0,4,0,17,4,20,14,3,11,4,3,3,0,57,9,18,13,3,6,3,0,0,0,48,7,18,3,8,10,0,0,4,0,46,6,10,3,5,10,8,0,3,0,44,3,3,3,0,10,3,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,68,39,22,45,23,6,19,4,251
5108936,0,0,0,3,0,3,0,0,0,8,0,0,3,5,3,3,0,3,0,19,4,16,11,7,9,0,0,0,0,54,8,16,10,0,9,7,0,3,0,53,12,18,3,0,9,8,3,0,0,48,3,15,0,3,4,3,4,0,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,67,33,21,35,23,9,10,3,228
5108937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5108938,0,0,0,3,0,3,0,3,0,10,0,6,4,11,0,0,0,3,0,24,0,16,5,3,9,4,0,0,0,32,10,24,6,8,7,3,3,0,0,55,10,18,7,7,7,0,0,0,0,48,6,10,3,0,11,4,0,0,0,39,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,75,26,29,33,15,9,13,0,221
5108939,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,4,10,3,0,0,0,0,0,0,24,9,9,4,4,3,3,0,0,0,29,3,4,5,0,10,5,3,0,0,28,4,11,3,4,3,3,0,0,0,27,0,3,3,0,0,6,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,16,5,20,18,7,7,3,126
5108940,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,3,0,0,0,11,3,7,0,0,0,0,0,0,0,19,3,6,0,0,3,0,3,0,0,22,9,13,7,4,6,0,0,0,0,35,7,11,0,0,3,5,0,0,0,28,7,0,0,0,3,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,42,8,7,18,12,9,5,0,127
5108941,0,0,0,0,0,4,0,0,0,10,0,4,3,5,3,0,0,0,0,18,0,14,0,3,4,0,0,3,0,30,21,28,6,3,18,0,0,0,0,75,4,14,6,3,16,4,0,0,0,51,7,18,7,3,10,10,0,0,0,51,5,3,3,0,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,92,32,15,44,18,3,5,3,266
5108942,0,0,0,5,3,6,0,3,0,20,0,0,0,3,4,3,0,0,0,16,0,6,0,0,0,0,3,0,0,13,8,9,6,7,6,3,0,0,0,46,9,18,4,3,14,3,0,0,0,57,14,7,7,0,6,3,0,0,0,42,4,3,3,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,46,22,20,41,23,3,11,0,202
5108943,0,0,3,7,0,11,0,3,0,24,0,4,6,8,3,4,0,0,0,27,6,12,3,0,3,0,0,3,0,22,8,23,5,3,12,0,0,0,0,50,12,22,6,6,10,4,0,3,3,69,15,22,4,0,8,5,0,0,0,57,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,91,31,26,29,26,0,11,5,257
5108944,0,0,0,0,0,0,0,0,0,7,0,0,4,3,0,3,0,5,0,21,0,3,3,0,0,0,0,0,0,8,11,21,8,0,3,3,0,0,0,42,9,22,4,5,11,0,0,0,0,50,3,14,3,4,11,0,0,3,0,34,0,5,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,62,16,10,29,10,3,19,0,182
5108945,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,5,3,5,0,0,3,0,0,0,0,12,4,11,3,0,0,0,0,0,0,21,3,4,0,0,4,3,0,0,0,16,0,18,0,0,3,3,0,0,0,29,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,42,6,8,13,9,3,7,0,100
5108946,0,0,0,3,0,3,0,0,0,5,0,6,3,3,0,4,0,0,0,15,3,8,5,3,7,0,0,0,0,18,13,25,3,9,7,0,0,0,0,51,14,21,3,9,4,4,0,0,0,59,11,12,3,3,10,3,0,0,0,41,0,4,3,0,0,4,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,64,14,24,31,14,4,10,3,206
5108947,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,14,0,7,3,3,4,0,0,0,0,23,9,13,3,3,0,0,3,0,0,29,3,11,0,0,8,3,0,0,0,34,3,15,3,0,10,3,0,0,0,34,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,48,13,10,28,3,4,5,4,139
5108948,0,0,0,3,0,7,3,6,0,19,3,3,0,3,4,0,0,6,0,19,3,16,6,5,0,3,3,3,0,36,8,27,6,3,3,5,0,0,0,65,17,24,10,6,14,3,4,0,0,75,7,26,11,4,7,0,0,3,0,55,0,10,3,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,104,33,27,28,22,10,20,5,283
5108949,0,0,0,3,0,5,0,3,0,16,0,0,3,3,0,3,0,0,0,16,0,3,5,0,0,0,0,0,0,15,9,18,7,3,7,0,0,0,0,49,5,11,3,6,5,0,0,0,0,34,3,13,5,3,9,0,0,0,0,33,4,7,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,56,18,21,27,13,0,4,5,173
5108950,0,0,0,4,0,3,0,4,0,15,0,0,3,6,0,0,0,0,0,13,3,8,4,0,0,3,0,0,0,18,10,15,3,3,7,0,3,0,0,46,12,20,7,4,3,3,0,0,0,51,9,8,3,3,3,4,3,0,0,33,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,53,24,19,15,24,6,6,3,188
5109002,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,9,6,31,19,5,11,12,0,9,5,101,5,10,14,10,5,0,4,6,0,48,0,3,0,3,3,0,4,7,0,21,0,3,5,3,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,54,43,23,22,12,4,20,5,196
5109003,0,0,0,0,0,7,0,3,0,11,0,3,8,3,3,3,0,3,0,21,0,5,5,3,5,0,0,3,0,27,0,12,0,0,4,0,0,5,0,26,8,4,5,6,7,7,3,4,0,44,0,0,5,0,6,0,5,11,0,33,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,29,13,19,24,11,32,3,166
5109004,0,0,0,0,0,7,0,0,0,12,0,0,10,4,0,4,4,12,0,36,10,40,27,29,16,12,8,18,3,161,8,23,9,12,17,3,10,4,5,87,0,5,6,5,7,3,3,8,0,39,3,3,5,6,6,7,3,3,0,34,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,80,62,63,49,28,23,50,5,380
5109005,0,0,0,0,0,3,0,0,0,10,0,3,5,4,3,9,3,8,0,36,14,55,27,10,20,9,8,11,0,160,11,21,11,6,3,3,8,4,0,63,0,16,10,0,4,0,8,3,0,45,6,0,3,6,7,3,0,3,0,28,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,91,58,33,47,28,28,33,3,349
5109006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,19,8,3,7,6,0,6,0,63,5,12,12,7,9,3,3,8,0,51,3,7,4,0,6,0,0,0,0,24,3,3,3,0,4,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39,30,15,25,16,4,17,0,175
5109007,0,0,0,4,0,10,0,0,0,12,0,0,6,8,3,7,0,3,0,23,12,26,31,14,20,10,10,13,3,142,8,14,15,9,10,5,3,3,0,62,7,7,12,7,8,0,7,3,0,51,4,11,3,6,9,4,3,8,0,44,0,0,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,60,66,43,47,34,24,28,7,350
5109008,0,0,0,3,0,0,0,3,0,3,3,0,3,6,0,11,3,0,0,25,5,15,13,6,9,3,3,6,0,65,7,13,5,3,8,0,3,5,0,51,9,4,4,3,3,3,0,6,0,33,4,3,0,0,9,0,0,0,0,23,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,36,31,24,32,16,13,20,0,205
5109009,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,3,0,0,0,17,10,28,20,10,7,6,9,6,0,97,8,13,10,7,12,4,3,7,0,59,0,12,3,8,10,0,0,4,0,39,3,3,3,4,7,6,0,3,0,26,0,0,0,0,5,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,48,39,29,44,22,7,28,3,257
5109010,0,0,0,0,0,3,0,0,0,8,0,0,3,4,8,3,0,11,0,32,3,31,15,19,11,6,3,12,3,105,7,11,10,5,3,0,0,0,0,35,0,4,5,4,4,0,4,0,0,19,0,3,4,0,0,3,0,9,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,47,32,34,30,16,8,23,3,219
5109011,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,9,3,4,4,3,14,0,3,3,0,41,0,5,9,3,0,0,3,0,0,24,0,0,3,3,0,0,3,9,0,16,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,13,12,17,4,15,21,3,113
5109012,0,0,0,3,0,5,0,0,0,12,0,0,0,0,0,3,0,3,0,17,4,8,10,8,7,3,0,4,0,54,0,3,4,5,13,3,5,3,0,39,0,0,3,5,0,3,4,9,0,31,7,0,7,0,3,0,3,6,0,23,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,25,32,29,19,18,32,0,182
5109013,0,0,0,0,0,3,0,3,0,8,0,3,9,8,5,0,0,3,0,33,16,25,27,23,15,10,9,15,3,150,3,15,9,11,4,3,6,6,0,63,0,8,7,9,9,3,0,7,0,48,0,4,6,4,3,3,3,6,3,32,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,59,57,63,43,22,19,50,9,342
5109014,0,0,0,0,0,0,0,5,0,9,0,3,6,12,0,4,0,3,0,26,8,12,12,21,15,7,3,9,0,95,7,17,3,6,12,6,0,5,0,53,4,0,5,5,11,3,4,6,0,39,0,5,3,3,5,3,0,5,0,18,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,44,36,50,39,16,12,32,0,257
5109016,0,0,0,0,0,3,0,3,0,12,0,0,3,10,4,15,0,10,0,44,17,32,18,24,24,10,10,15,0,153,7,16,21,10,12,9,11,21,0,100,0,3,9,3,3,4,5,8,0,43,3,7,8,4,3,4,0,3,0,38,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,54,60,60,53,42,23,58,3,390
5109017,0,0,0,0,0,0,0,0,0,7,3,0,0,4,5,4,0,4,4,29,12,22,21,15,5,7,6,7,3,99,7,18,7,7,6,3,9,6,0,67,4,8,11,4,14,5,3,9,4,59,0,3,8,4,8,0,0,4,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,44,47,37,37,31,15,41,11,296
5109019,0,0,0,0,0,6,0,3,0,9,0,0,8,6,6,4,0,0,0,23,7,21,6,25,10,6,9,15,3,102,0,5,13,7,3,0,0,11,0,41,0,0,3,3,4,0,0,3,0,16,5,3,3,4,4,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,32,45,26,16,15,32,3,218
5109020,0,0,0,0,0,3,0,0,0,7,0,0,4,4,5,8,0,7,3,27,6,26,16,24,15,10,15,13,0,136,9,14,18,13,6,7,3,11,0,72,0,6,5,3,3,6,3,3,0,30,0,0,3,4,6,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,47,44,47,31,28,21,37,7,281
