SA1_7DIGITCODE_2016,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
5101811,56,1200,575,200,1388,0.8,1194,2.3
5101812,47,1500,479,200,1230,0.7,940,2.2
5101813,39,1517,506,300,1260,0.7,1029,2.4
5101814,41,1217,484,235,1109,0.7,857,2.2
5101815,47,1939,582,250,1452,0.7,1261,2.4
5101816,47,1300,538,185,1166,0.7,791,2.1
5101901,36,1213,565,220,1383,0.8,1095,2.4
5101902,35,1213,653,250,1361,0.7,1202,2.4
5101903,36,1206,504,235,1153,0.7,1117,2.3
5101904,46,1500,716,300,1762,0.7,1569,2.3
5101905,40,1650,687,233,1857,0.7,1652,2.8
5101906,46,1300,725,150,1562,0.7,1531,2.3
