SA1_7DIGITCODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,INA_DS_Separate_house,INA_DS_SemD_ro_tr_h_th,INA_DS_Flat_or_Apart,INA_DS_Other_dwelling,INA_DS_Not_stated,INA_Total,INS_DS_Separate_house,INS_DS_SemD_ro_tr_h_th,INS_DS_Flat_or_Apart,INS_DS_Other_dwelling,INS_DS_Not_stated,INS_DS_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
5109950,143,0,4,0,0,143,15,0,0,0,0,15,0,0,0,0,0,4,161,0,4,0,0,166
5109951,128,5,0,0,0,132,15,0,0,0,0,15,4,0,0,0,0,4,138,6,0,0,0,151
5109952,110,0,0,0,0,110,19,0,0,0,0,19,3,0,0,0,0,3,132,0,0,0,0,132
5109953,105,0,0,0,0,106,10,0,0,0,0,10,6,0,0,0,0,6,123,0,0,0,0,127
5110001,151,0,0,0,0,151,3,0,0,0,0,3,4,0,0,0,0,4,156,0,0,0,0,156
5110002,123,0,0,0,0,129,3,0,0,0,0,3,0,0,0,0,0,0,126,0,0,0,0,133
5110003,296,14,0,0,0,308,12,0,0,0,0,13,7,0,0,0,0,7,309,10,0,0,0,328
5110005,120,3,0,0,0,117,11,0,0,0,0,11,6,0,0,0,0,6,138,3,0,0,0,138
5110006,132,3,0,0,0,138,22,0,0,0,0,22,5,0,0,0,0,5,157,3,0,0,0,161
5110008,141,0,0,0,0,137,8,0,0,0,0,13,5,0,0,0,0,5,152,3,0,0,0,159
5110009,128,6,0,0,0,130,9,0,0,0,0,12,8,0,0,0,0,4,143,6,0,0,0,148
5110010,160,13,0,0,0,180,24,15,0,0,0,37,3,0,0,0,0,3,188,23,0,0,0,218
5110011,157,18,0,0,0,168,8,7,0,0,0,18,0,3,0,0,0,3,166,23,0,0,0,194
5110012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110013,75,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,81
5110014,163,6,0,0,0,172,12,0,0,0,0,10,8,0,0,0,0,9,179,8,0,0,0,196
5110015,111,0,0,0,0,111,5,0,0,0,0,5,0,0,0,0,0,0,112,0,0,0,0,112
5110016,159,0,0,0,0,159,9,0,0,0,0,9,3,0,0,0,0,3,173,0,0,0,0,173
5110017,133,0,0,0,0,133,4,0,0,0,0,4,0,0,0,0,0,0,134,0,0,0,0,134
5110018,149,0,0,0,0,149,5,0,0,0,0,5,3,0,0,0,0,3,158,0,0,0,0,158
5110019,123,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,124
5110020,171,0,0,0,0,173,3,0,0,0,0,3,3,0,0,0,0,3,182,0,0,0,0,183
5110022,429,151,0,0,0,580,30,18,0,0,0,53,6,3,0,0,0,10,475,175,0,0,0,643
5110023,199,17,0,0,0,215,22,3,0,0,0,23,3,0,0,0,0,6,227,21,0,0,0,244
5110024,189,5,0,0,0,198,17,3,0,0,0,19,4,0,0,0,0,4,204,10,0,0,0,216
5110025,148,0,0,0,0,148,3,0,0,0,0,3,3,0,0,0,0,3,152,0,0,0,0,153
5110026,105,0,0,0,0,105,5,0,0,0,0,5,0,0,0,0,0,0,109,0,0,0,0,109
5110027,703,19,0,0,0,721,44,4,0,0,0,48,9,0,0,0,0,9,757,19,0,0,0,783
5110028,129,0,0,0,0,129,3,0,0,0,0,5,0,0,0,0,0,0,131,0,0,0,0,137
5110029,109,16,0,0,0,127,8,0,0,0,0,4,3,0,0,0,0,3,119,19,0,0,0,133
5110101,82,0,0,0,0,82,8,0,0,0,0,8,0,0,0,0,0,0,96,0,0,0,0,96
5110102,83,8,0,0,0,90,13,5,0,0,0,15,3,0,0,0,0,3,98,7,0,0,0,105
5110103,307,172,0,0,3,484,9,11,0,0,0,27,4,8,0,0,0,11,319,198,0,0,3,515
5110104,111,14,0,0,0,134,14,4,0,0,0,16,3,0,0,0,0,5,129,18,0,0,0,152
5110105,118,3,0,0,0,120,13,0,0,0,0,14,0,0,0,0,0,0,131,5,0,0,0,129
5110108,113,26,0,0,0,136,13,8,0,0,0,18,0,4,0,0,0,5,125,32,0,0,0,158
5110109,151,0,0,0,0,151,16,0,0,0,0,16,0,0,0,0,0,5,168,0,0,0,0,171
5110110,164,5,0,0,0,175,16,3,0,0,0,21,0,0,0,0,0,3,186,10,0,0,0,195
5110111,169,3,0,0,0,174,13,3,0,0,0,15,0,0,0,0,0,3,186,10,0,0,0,197
5110115,125,0,0,0,0,125,7,0,0,0,0,7,0,0,0,0,0,0,137,0,0,0,0,137
5110116,161,3,0,0,0,166,19,4,0,0,0,18,3,0,0,0,0,3,182,3,0,0,0,186
5110117,103,0,0,0,0,101,15,0,0,0,0,15,3,0,0,0,0,3,117,0,0,0,0,118
5110118,13,119,0,0,0,131,0,18,0,0,0,19,0,3,0,0,0,3,14,135,0,0,0,151
5110119,91,5,0,0,0,96,11,3,0,0,0,17,3,0,0,0,0,3,102,7,0,0,0,113
5110120,106,3,0,0,0,111,22,0,0,0,0,22,0,0,0,0,0,0,128,3,0,0,0,130
5110121,65,0,0,0,0,66,14,0,0,0,0,14,0,0,0,0,0,0,75,0,0,0,0,75
5110122,120,0,0,0,0,120,9,0,0,0,0,9,5,0,0,0,0,5,137,0,0,0,0,138
5110123,140,0,0,0,0,140,9,0,0,0,0,9,4,0,0,0,0,4,158,0,0,0,0,158
5110124,86,0,0,0,0,88,9,0,0,0,0,9,0,0,0,0,0,0,96,0,0,0,0,96
5110125,88,0,0,0,0,89,7,0,0,0,0,6,0,0,0,0,0,0,95,0,0,0,0,99
5110126,68,28,0,0,0,99,6,0,0,0,0,6,0,0,0,0,0,0,75,28,0,0,0,99
5110127,0,109,0,0,0,105,0,30,0,0,0,30,0,3,0,0,0,3,0,140,0,0,0,139
5110128,78,20,0,0,0,96,3,0,0,0,0,5,0,3,0,0,0,3,87,25,0,0,0,106
5110129,135,13,0,0,0,148,6,3,0,0,0,13,5,0,0,0,0,5,144,18,0,0,0,162
5110130,84,8,0,0,0,95,8,3,0,0,0,9,0,0,0,0,0,0,93,8,0,0,0,99
5110131,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
5110132,57,51,12,0,0,121,3,4,4,0,0,13,0,0,0,0,0,8,66,55,16,0,0,139
5110133,91,12,0,0,0,105,8,5,0,0,0,15,0,0,0,0,0,0,98,24,0,0,0,124
5110134,137,3,0,0,0,142,6,0,0,0,0,5,9,0,0,0,0,9,147,4,0,0,0,156
5110135,130,25,0,0,0,152,6,0,0,0,0,8,9,0,0,0,0,9,142,23,0,0,0,166
5110136,104,12,0,0,0,115,6,0,0,0,0,6,3,0,0,0,0,3,114,12,0,0,0,123
5110201,92,25,0,0,0,119,10,3,0,0,0,17,5,0,0,0,0,5,106,27,0,0,0,135
5110202,139,36,0,0,0,172,28,14,0,0,0,40,3,0,0,0,0,3,165,49,0,0,0,215
5110203,67,7,0,0,0,71,13,3,0,0,0,12,3,0,0,0,0,3,77,9,0,0,0,87
5110204,110,11,0,0,0,123,27,5,0,0,0,33,5,0,0,0,0,5,133,15,0,0,0,156
5110205,65,7,0,0,0,72,8,0,0,0,0,11,3,0,0,0,0,4,80,7,0,0,0,90
5110206,58,4,0,0,0,63,11,29,0,0,0,38,0,0,0,0,0,0,64,33,0,0,0,103
5110207,61,35,0,0,0,100,18,12,0,0,0,30,0,10,0,0,0,7,82,58,0,0,0,140
5110208,74,50,0,0,0,120,11,8,0,0,0,21,3,0,0,0,0,6,89,59,0,0,0,145
5110209,81,3,0,0,0,79,13,0,0,0,0,11,3,0,0,0,0,3,95,3,0,0,0,97
5110210,74,11,0,0,0,78,16,5,0,0,0,20,3,0,0,0,0,3,85,11,0,0,0,102
5110211,93,14,0,0,0,108,13,7,0,0,0,14,3,0,0,0,0,3,112,17,0,0,0,132
5110212,53,63,0,0,0,115,18,8,0,0,0,18,4,0,0,0,0,4,68,70,0,0,0,143
5110213,83,22,0,0,0,108,18,5,0,0,0,24,4,0,0,0,0,5,108,31,0,0,0,139
5110214,104,3,0,0,0,111,26,4,0,0,0,29,8,0,0,0,0,7,143,6,0,0,0,151
5110215,77,34,0,0,0,111,18,9,0,0,0,24,0,0,0,0,0,4,98,47,0,0,0,146
5110216,92,13,0,0,0,103,30,14,0,0,0,49,0,0,0,0,0,6,123,33,0,0,0,153
5110217,47,45,0,0,0,93,5,3,0,0,0,10,0,0,0,0,0,0,52,49,0,0,0,102
5110218,111,12,0,0,0,126,28,7,0,0,0,31,5,0,0,0,0,6,145,18,0,0,0,163
5110219,108,55,0,0,0,160,26,6,0,0,0,38,4,0,0,0,0,6,142,66,0,0,0,206
5110220,106,33,0,0,0,144,29,20,0,0,0,47,0,3,0,0,0,3,143,55,0,0,0,194
5110221,49,16,0,0,0,71,9,11,3,0,0,26,3,4,0,0,0,3,66,31,0,0,0,97
5110222,100,12,0,0,0,116,23,7,0,0,0,33,3,0,0,0,0,3,125,26,0,0,0,153
5110303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
5110304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110306,100,24,0,0,0,125,4,0,0,0,0,4,3,0,0,0,0,3,110,24,0,0,0,133
5110307,99,0,0,0,0,99,7,0,0,0,0,7,0,0,0,0,0,0,100,0,0,0,0,100
5110308,145,0,0,0,0,145,6,0,0,0,0,6,4,0,0,0,0,4,158,0,0,0,0,158
5110309,101,7,0,0,0,105,4,0,0,0,0,4,0,0,0,0,0,0,104,7,0,0,0,110
5110310,106,10,0,0,0,111,0,0,0,0,0,4,4,0,0,0,0,4,112,11,0,0,0,122
5110311,84,0,0,0,0,84,3,0,0,0,0,3,0,0,0,0,0,0,87,0,0,0,0,87
5110312,114,0,0,0,0,114,4,0,0,0,0,4,0,0,0,0,0,0,122,0,0,0,0,122
5110313,133,0,0,0,0,133,3,0,0,0,0,3,0,0,0,0,0,0,137,0,0,0,0,137
5110314,159,3,0,9,0,172,15,0,0,14,0,27,3,0,0,3,0,10,180,3,0,25,0,206
5110315,149,3,0,0,0,149,8,0,0,0,0,8,0,0,0,0,0,0,155,3,0,0,0,158
5110316,116,10,0,0,0,129,11,0,0,0,0,13,0,0,0,0,0,0,130,12,0,0,0,141
5110317,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12
5110318,4,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,10
5110319,110,0,0,0,0,110,10,0,0,0,0,10,4,0,0,0,0,4,122,0,0,0,0,122
5110320,83,0,0,0,0,83,3,0,0,0,0,3,0,0,0,0,0,0,84,0,0,0,0,84
5110321,120,3,0,0,0,126,5,0,0,0,0,5,6,0,0,0,0,6,129,3,0,0,0,132
5110322,132,4,0,0,0,138,5,0,0,0,0,7,0,0,0,0,0,0,139,5,0,0,0,146
5110323,46,86,0,0,0,131,0,56,0,0,0,61,3,5,0,0,0,7,49,147,0,0,0,197
5110324,161,29,0,0,0,188,8,3,0,0,0,9,4,0,0,0,0,4,173,26,0,0,0,201
5110326,160,5,0,0,0,171,0,0,0,0,0,5,7,0,0,0,0,7,166,10,0,0,0,181
5110328,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,92
5110329,133,3,0,0,0,134,9,0,0,0,0,8,0,0,0,0,0,0,143,5,0,0,0,142
5110334,123,45,0,0,0,169,7,4,0,0,0,14,3,0,0,0,0,3,134,52,0,0,0,191
5110335,118,12,0,0,0,125,8,0,0,0,0,8,0,0,0,0,0,0,121,12,0,0,0,132
5110336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110337,139,27,0,0,0,167,10,6,0,0,0,17,3,0,0,0,0,4,147,33,0,0,0,185
5110338,143,7,0,0,0,143,5,0,0,0,0,5,0,0,0,0,0,0,148,7,0,0,0,155
5110339,135,23,0,0,0,157,0,0,0,0,0,0,8,0,0,0,0,8,145,23,0,0,0,160
5110340,72,5,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,69,5,0,0,0,79
5110341,133,7,0,0,0,140,4,0,0,0,0,7,0,0,0,0,0,0,137,12,0,0,0,151
5110342,89,21,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,89,21,0,0,0,106
5110343,191,4,0,0,0,196,9,0,0,0,0,9,0,0,0,0,0,0,199,4,0,0,0,201
5110344,183,65,0,0,3,253,11,16,0,0,0,26,3,0,0,0,0,4,198,79,0,0,3,280
5110345,89,8,0,0,0,96,3,0,0,0,0,3,0,0,0,0,0,0,93,8,0,0,0,99
5110346,145,20,0,0,0,166,4,4,0,0,0,7,0,0,0,0,0,3,146,23,0,0,0,175
5110347,146,17,0,0,0,158,3,0,0,0,0,3,0,0,0,0,0,0,152,17,0,0,0,161
5110348,109,62,0,0,0,173,3,9,0,0,0,10,0,3,0,0,0,5,115,72,0,0,0,185
5110349,183,0,0,0,0,183,14,0,0,0,0,14,3,0,0,0,0,3,200,0,0,0,0,200
5110350,95,4,0,0,0,102,6,0,0,0,0,6,0,0,0,0,0,0,107,4,0,0,0,108
5110351,93,12,0,0,0,101,6,0,0,0,0,7,0,0,0,0,0,0,105,9,0,0,0,113
5110352,213,0,0,0,0,215,7,0,0,0,0,7,3,0,0,0,0,3,228,0,0,0,0,224
5110353,97,47,0,0,0,136,3,3,0,0,0,8,0,0,0,0,0,0,104,48,0,0,0,149
5110354,148,7,0,0,0,148,11,0,0,0,0,12,0,0,0,0,0,3,155,8,0,0,0,159
5110355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110356,220,5,0,0,0,226,6,0,0,0,0,6,0,0,0,0,0,0,228,5,0,0,0,233
5110357,279,0,0,0,0,283,7,0,0,0,0,7,3,0,0,0,0,3,293,0,0,0,0,294
5110358,92,0,0,0,0,92,8,0,0,0,0,8,3,0,0,0,0,3,101,0,0,0,0,104
5110359,161,25,0,0,0,188,4,5,0,0,0,6,0,0,0,0,0,0,167,26,0,0,0,195
5110360,39,58,0,0,0,95,3,6,0,0,0,7,0,3,0,0,0,3,40,68,0,0,0,105
5110361,80,3,0,0,0,85,4,0,0,0,0,8,0,0,0,0,0,0,85,6,0,0,0,94
5110362,112,0,0,0,0,117,12,0,0,0,0,12,3,0,0,0,0,3,130,0,0,0,0,130
5110363,66,17,0,0,0,80,0,0,0,0,0,3,3,0,0,0,0,3,69,17,0,0,0,88
5110364,160,24,0,0,0,182,9,3,0,0,0,14,3,0,0,0,0,3,172,27,0,0,0,196
5110365,122,19,0,0,0,148,9,5,0,0,0,10,0,0,0,0,0,0,131,29,0,0,0,155
5110366,111,7,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,111,6,0,0,0,122
5110401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110402,83,3,0,0,0,88,13,3,0,0,0,9,4,0,0,0,0,4,95,9,0,0,0,103
5110403,143,9,0,0,0,149,27,0,0,0,0,27,0,0,0,0,0,0,163,9,0,0,0,176
5110404,105,26,0,0,0,125,12,3,0,0,0,19,0,3,0,0,0,3,117,25,0,0,0,146
5110405,131,19,0,0,0,144,15,18,0,0,0,34,7,0,0,0,0,5,154,30,0,0,0,185
5110406,67,21,0,0,0,88,16,21,0,0,0,34,3,0,0,0,0,7,82,42,0,0,0,124
5110407,104,8,0,0,0,118,6,6,0,0,0,6,3,0,0,0,0,3,116,16,0,0,0,132
5110408,81,14,0,0,0,90,8,0,0,0,0,8,5,0,0,0,0,5,97,17,0,0,0,107
5110409,78,14,0,0,0,95,19,3,0,0,0,22,0,0,0,0,0,0,99,16,0,0,0,118
5110410,114,19,0,0,0,137,12,16,0,0,0,29,0,0,0,0,0,0,124,34,0,0,0,166
5110411,108,17,0,0,0,124,7,7,0,0,0,19,5,0,0,0,0,4,123,29,0,0,0,150
5110412,99,11,0,0,0,105,8,16,0,0,0,20,4,3,0,0,0,6,111,25,0,0,0,135
5110413,116,3,0,0,0,117,17,0,0,0,0,18,5,0,0,0,0,5,138,7,0,0,0,144
5110414,104,0,0,0,0,106,11,0,0,0,0,11,0,0,0,0,0,4,118,6,0,0,0,125
5110415,138,7,0,0,0,143,12,0,0,0,0,12,3,0,0,0,0,3,151,7,0,0,0,159
5110416,133,5,0,0,0,144,15,12,0,0,0,26,0,3,0,0,0,8,155,23,0,0,0,173
5110417,95,3,0,0,0,100,11,0,0,0,0,11,3,0,0,0,0,3,112,3,0,0,0,114
5110418,102,0,0,0,0,102,13,0,0,0,0,13,3,0,0,0,0,3,114,0,0,0,0,114
5110419,50,4,0,0,0,53,8,0,0,0,0,8,4,0,0,0,0,4,62,4,0,0,0,63
5110420,141,3,0,0,0,140,10,0,0,0,0,10,0,0,0,0,0,0,151,3,0,0,0,155
5110421,115,8,0,0,0,120,17,0,0,0,0,17,0,0,0,0,0,0,134,8,0,0,0,140
5110422,136,6,0,0,0,137,15,0,0,0,0,15,0,0,0,0,0,4,152,5,0,0,0,155
5110423,112,0,0,0,0,112,9,0,0,0,0,9,3,0,0,0,0,3,132,0,0,0,0,133
5110424,116,4,0,0,0,124,19,3,0,0,0,22,0,0,0,0,0,0,137,7,0,0,0,146
5110425,69,0,0,0,0,70,10,0,0,0,0,9,3,0,0,0,0,3,78,3,0,0,0,80
5110426,157,4,0,0,0,160,18,0,0,0,0,23,0,0,0,0,0,0,178,3,0,0,0,187
5110501,121,0,0,0,0,121,19,0,0,0,0,19,0,0,0,0,0,0,139,6,0,0,0,139
5110502,90,3,0,0,0,95,8,0,0,0,0,8,0,0,0,0,0,0,98,3,0,0,0,103
5110503,54,0,0,0,0,54,6,0,0,0,0,6,7,0,0,0,0,7,66,0,0,0,0,66
5110504,85,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,85
5110505,133,0,0,0,0,136,3,0,0,0,0,3,0,0,0,0,0,0,138,0,0,0,0,143
5110506,135,11,0,0,0,145,3,0,0,0,0,8,0,0,0,0,0,0,136,14,0,0,0,156
5110507,168,4,0,0,0,169,8,0,0,0,0,11,3,0,0,0,0,3,176,6,0,0,0,184
5110508,106,13,0,0,0,115,3,3,0,0,0,9,0,0,0,0,0,0,105,13,0,0,0,118
5110509,99,0,0,0,0,99,3,0,0,0,0,3,0,0,0,0,0,0,101,0,0,0,0,101
5110510,176,0,0,0,0,175,8,0,0,0,0,8,4,0,0,0,0,4,182,0,0,0,0,185
5110512,94,0,0,0,0,94,8,0,0,0,0,8,0,0,0,0,0,0,102,0,0,0,0,102
5110513,89,8,0,0,0,91,4,0,0,0,0,4,0,0,0,0,0,3,91,8,0,0,0,97
5110514,181,6,0,0,0,192,19,0,0,0,0,19,0,0,0,0,0,0,201,6,0,0,0,208
5110515,72,0,0,0,0,72,3,0,0,0,0,3,0,0,0,0,0,0,80,0,0,0,0,80
5110517,101,98,0,0,0,196,3,21,0,0,0,26,0,3,0,0,0,3,102,125,0,0,0,224
5110518,165,0,0,0,0,165,3,0,0,0,0,3,3,0,0,0,0,3,166,0,0,0,0,166
5110519,128,5,0,0,0,137,9,0,0,0,0,9,0,0,0,0,0,0,135,5,0,0,0,143
5110520,107,3,0,0,0,116,3,0,0,0,0,3,3,0,0,0,0,3,112,3,0,0,0,120
5110522,202,0,0,0,0,202,18,0,0,0,0,18,8,0,0,0,0,8,226,0,0,0,0,226
5110523,157,0,0,0,0,157,8,0,0,0,0,8,0,0,0,0,0,0,164,0,0,0,0,164
5110524,88,0,0,0,0,95,17,0,0,0,0,19,0,0,0,0,0,0,113,3,0,0,0,111
5110526,124,0,0,0,0,124,0,0,0,0,0,0,4,0,0,0,0,4,125,0,0,0,0,125
5110528,129,7,31,0,0,168,3,0,3,0,0,9,0,0,0,0,0,3,137,7,33,0,0,174
5110530,165,18,0,0,3,182,17,3,0,0,0,22,0,0,0,0,0,3,181,21,0,0,3,204
5110531,133,4,0,0,0,140,13,6,0,0,0,21,4,0,0,0,0,4,147,12,0,0,0,163
5110532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110533,236,0,0,0,0,236,9,0,0,0,0,9,6,0,0,0,0,6,252,0,0,0,0,252
5110534,106,9,0,0,0,114,10,0,0,0,0,10,0,0,0,0,0,0,120,9,0,0,0,125
5110536,73,0,0,0,0,73,13,0,0,0,0,13,3,0,0,0,0,3,89,0,0,0,0,89
5110537,123,3,0,0,0,128,6,0,0,0,0,10,3,0,0,0,0,3,130,8,0,0,0,137
5110538,109,0,0,0,0,109,8,0,0,0,0,8,3,0,0,0,0,3,122,0,0,0,0,122
5110539,76,0,0,0,0,76,3,0,0,0,0,3,3,0,0,0,0,3,79,0,0,0,0,79
5110540,66,0,0,0,0,66,4,0,0,0,0,4,0,0,0,0,0,0,74,0,0,0,0,74
5110541,61,54,0,0,0,115,0,4,0,0,0,4,0,3,0,0,0,3,63,58,0,0,0,127
5110542,103,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,107
5110543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110544,113,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,120
5110545,198,4,0,0,0,203,3,3,0,0,0,10,4,0,0,0,0,4,206,7,0,0,0,210
5110546,101,9,0,0,0,106,3,0,0,0,0,3,3,0,0,0,0,3,104,9,0,0,0,112
5110547,203,0,0,0,0,203,3,0,0,0,0,3,7,0,0,0,0,7,211,0,0,0,0,211
5110548,115,0,0,0,0,115,5,0,0,0,0,5,3,0,0,0,0,3,127,0,0,0,0,127
5110549,115,0,0,0,0,115,4,0,0,0,0,4,0,0,0,0,0,0,121,0,0,0,0,121
5110550,74,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,79
5110551,112,0,0,0,0,112,9,0,0,0,0,9,0,0,0,0,0,0,117,0,0,0,0,117
5110552,72,6,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,3,78,15,0,0,0,85
5110553,98,4,0,0,0,104,3,0,0,0,0,3,0,0,0,0,0,0,102,4,0,0,0,106
5110601,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
5110701,135,27,0,0,0,161,3,3,0,0,0,11,3,0,0,0,0,3,142,33,0,0,0,175
5110703,91,0,0,0,0,91,7,0,0,0,0,7,3,0,0,0,0,3,104,0,0,0,0,104
5110704,59,0,0,0,0,59,6,0,0,0,0,8,0,0,0,0,0,0,68,0,0,0,0,72
5110705,84,0,0,0,0,81,10,0,0,0,0,10,3,0,0,0,0,3,94,0,0,0,0,97
5110706,78,0,0,0,0,78,8,0,0,0,0,8,0,0,0,0,0,0,79,0,0,0,0,79
5110707,150,0,0,0,0,151,6,0,0,0,0,6,3,0,0,0,0,3,159,0,0,0,0,163
5110708,152,15,0,0,0,163,10,3,0,0,0,10,4,0,0,0,0,4,164,19,0,0,0,183
5110709,163,0,0,0,0,163,99,0,0,0,0,99,16,0,0,0,0,16,277,0,0,0,0,277
5110710,119,0,0,0,0,119,3,0,0,0,0,3,7,0,0,0,0,7,121,0,0,0,0,121
5110711,177,18,0,0,0,197,15,7,0,0,0,16,3,0,0,0,0,3,193,20,0,0,0,210
5110712,94,0,0,0,0,94,7,0,0,0,0,7,0,0,0,0,0,3,102,0,0,0,0,103
5110713,112,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,114
5110714,103,0,0,0,0,103,5,0,0,0,0,5,0,0,0,0,0,0,111,0,0,0,0,111
5110719,159,0,0,0,0,159,10,0,0,0,0,8,0,0,0,0,0,0,168,0,0,0,0,164
5110720,158,0,0,0,0,158,43,0,0,0,0,43,6,0,0,0,0,6,208,0,0,0,0,208
5110721,187,6,0,0,0,196,10,0,0,0,0,13,3,0,0,0,0,3,198,6,0,0,0,208
5110722,185,10,0,0,0,188,7,0,0,0,0,7,0,0,0,0,0,0,191,10,0,0,0,197
5110723,139,44,0,0,0,180,12,5,0,0,0,14,0,0,0,0,0,0,151,53,0,0,0,196
5110724,75,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,78
5110726,95,0,0,0,0,95,5,0,0,0,0,5,3,0,0,0,0,3,99,0,0,0,0,99
5110727,88,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,95
5110728,125,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,128
5110729,127,0,0,0,0,127,0,0,0,0,0,0,3,0,0,0,0,3,131,0,0,0,0,131
5110730,139,0,0,0,0,139,8,0,0,0,0,8,9,0,0,0,0,9,149,0,0,0,0,149
5110731,100,26,0,0,0,127,0,3,0,0,0,6,0,0,0,0,0,0,102,27,0,0,0,129
5110732,120,15,0,0,0,134,7,0,0,0,0,7,0,0,0,0,0,0,124,18,0,0,0,144
5110733,124,0,0,0,0,124,3,0,0,0,0,3,3,0,0,0,0,3,129,0,0,0,0,129
5110734,96,0,0,0,0,96,4,0,0,0,0,4,0,0,0,0,0,0,99,0,0,0,0,99
5110735,88,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,89
5110736,103,18,0,0,0,120,0,0,0,0,0,3,3,0,0,0,0,3,108,19,0,0,0,127
5110737,84,23,0,0,0,108,0,3,0,0,0,3,0,0,0,0,0,0,87,23,0,0,0,115
5110801,87,19,0,0,0,113,4,4,0,0,0,9,3,0,0,0,0,4,92,26,0,0,0,124
5110802,108,0,0,0,0,108,3,0,0,0,0,3,4,0,0,0,0,4,115,0,0,0,0,115
5110803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110806,94,0,0,0,0,95,7,0,0,0,0,7,0,0,0,0,0,0,99,0,0,0,0,103
5110807,114,0,0,0,0,114,6,0,0,0,0,6,0,0,0,0,0,0,119,0,0,0,0,119
5110808,77,0,0,0,0,77,5,0,0,0,0,5,0,0,0,0,0,0,83,0,0,0,0,83
5110810,132,3,0,0,0,130,13,0,0,0,0,13,3,0,0,0,0,3,142,3,0,0,0,146
5110811,180,11,0,0,0,189,11,0,0,0,0,11,4,0,0,0,0,5,191,18,0,0,0,203
5110812,161,18,0,0,0,184,5,0,0,0,0,5,4,0,0,0,0,4,174,18,0,0,0,197
5110813,151,9,0,0,0,162,23,6,0,0,0,27,3,0,0,0,0,3,185,16,0,0,0,196
5110814,125,0,0,0,0,123,9,0,0,0,0,10,0,0,0,0,0,0,131,0,0,0,0,137
5110816,74,13,0,0,0,86,11,0,0,0,0,10,3,0,0,0,0,0,85,16,0,0,0,106
5110817,149,16,0,0,0,162,24,6,0,0,0,33,3,0,0,0,0,3,180,19,0,0,0,200
5110818,66,6,0,0,0,78,7,3,0,0,0,8,3,3,0,0,0,4,78,15,0,0,0,96
5110819,181,6,0,0,0,188,29,0,0,0,0,29,0,0,0,0,0,0,213,6,0,0,0,220
5110820,287,25,0,0,0,309,16,0,0,0,0,16,0,0,0,0,0,0,305,25,0,0,0,326
5110821,32,83,0,0,0,121,7,82,0,0,0,88,0,9,0,0,0,9,39,178,0,0,0,217
