SA1_7DIGITCODE_2016,Intact_fam_no_oth_ch_pres_Fam,Step_fam_no_oth_ch_pres_Fam,Blend_fam_no_oth_ch_pres_Fam,Intact_fam_oth_ch_pres_Fam,Step_fam_oth_ch_pres_Fam,Blended_fam_oth_ch_pres_Fam,Oth_coup_fam_oth_ch_only_Fam,Tot_Families
5105628,61,6,9,0,0,0,0,76
5105629,55,3,0,0,0,0,0,65
5105630,38,3,0,0,0,0,0,40
5105631,46,3,0,0,0,0,0,49
5105632,0,0,0,0,0,0,0,5
5105633,43,5,4,0,0,0,0,50
5105634,50,0,0,0,0,0,0,52
5105635,46,3,0,0,0,0,0,57
5105636,47,4,0,0,0,0,0,51
5105637,62,9,3,4,0,0,0,71
5105638,39,4,3,0,0,0,0,51
5105639,49,3,3,0,0,0,0,51
5105640,26,0,0,0,0,0,0,33
5105641,73,6,3,0,0,0,0,90
5105642,53,3,0,0,0,0,0,53
5105643,42,0,3,0,0,0,0,53
5105644,34,6,0,0,0,0,0,39
5105645,41,0,3,0,0,0,0,40
5105646,70,3,7,0,0,0,0,79
5105647,47,0,3,0,0,0,0,49
5105648,57,6,5,0,0,0,0,71
5105649,26,0,3,0,0,0,0,33
5105650,0,0,0,0,0,0,0,0
5105651,48,3,0,0,0,0,0,57
5105701,29,3,4,0,0,0,0,39
5105702,54,5,0,0,0,0,0,65
5105703,51,3,0,0,0,0,0,52
5105704,70,0,0,8,0,0,0,80
5105707,50,3,3,0,0,0,0,57
5105708,79,7,6,0,0,0,0,89
5105709,0,0,0,0,0,0,0,0
5105710,40,6,3,0,0,0,0,52
5105711,26,3,0,0,0,0,0,33
5105712,27,0,0,0,0,0,0,34
5105713,33,3,0,4,0,0,0,42
5105715,46,3,0,0,0,0,0,60
5105716,54,7,3,0,0,0,0,60
5105717,46,3,3,4,0,0,0,52
5105718,56,4,0,0,0,0,0,62
5105719,62,3,3,0,0,0,0,73
5105720,57,3,3,0,0,0,0,61
5105721,34,3,0,3,0,0,0,43
5105722,37,3,3,3,0,0,0,52
5105723,49,4,0,4,0,0,0,60
5105724,74,4,4,0,0,0,0,83
5105725,83,7,5,3,0,0,0,99
5105727,47,3,3,0,0,0,0,56
5105728,26,0,3,3,0,0,0,30
5105729,64,8,4,3,0,0,0,77
5105730,47,0,3,0,0,0,0,50
5105731,17,0,0,0,0,0,0,15
5105732,32,3,0,0,0,0,0,35
5105733,392,23,15,3,0,0,0,433
5105734,48,3,3,3,0,0,0,56
5105735,44,3,3,0,0,0,0,57
5105736,38,3,6,0,0,0,0,46
5105737,43,3,0,0,0,0,0,48
5105738,85,3,3,4,0,0,0,95
5105739,68,0,3,3,0,0,0,69
5105740,67,4,3,0,0,0,0,75
5105741,30,0,0,4,0,0,0,29
5105801,0,0,0,0,0,0,0,0
5105802,39,8,0,0,0,0,0,45
5105803,70,7,11,0,0,0,0,89
5105804,77,4,7,0,0,0,0,91
5105805,13,5,3,0,0,0,0,28
5105806,11,0,0,0,0,0,0,11
5105807,10,0,0,0,0,0,0,14
5105808,42,3,0,0,0,0,0,44
5105809,76,10,3,0,0,0,0,91
5105810,62,5,3,0,0,0,0,69
5105811,43,3,3,0,0,0,0,49
5105812,24,3,0,0,0,0,0,31
5105813,63,3,3,0,0,0,0,74
5105902,162,14,15,0,0,0,0,188
5105905,33,3,0,0,0,0,0,41
5105906,44,5,0,0,0,0,0,51
5105907,0,0,0,0,0,0,0,0
5105909,50,8,0,0,0,0,0,59
5105910,20,7,3,0,0,0,0,32
5105911,17,0,0,0,0,0,0,17
5105912,33,0,0,0,0,0,0,35
5105913,442,42,14,9,0,0,0,508
5105914,32,3,0,0,0,0,0,35
5105915,53,3,5,0,0,0,3,62
5105916,32,3,0,0,0,0,0,41
5105917,38,6,0,0,0,0,0,42
5105918,34,3,0,0,0,0,0,40
5105919,39,3,3,0,0,0,0,44
5105920,66,8,0,0,0,0,0,80
5105921,26,5,8,0,0,0,0,40
5105922,63,3,5,0,0,0,0,72
5105923,57,3,3,0,0,0,0,62
5105924,83,7,8,0,0,0,0,101
5105925,44,0,0,0,0,0,0,49
5105926,80,4,0,0,0,0,0,87
5105927,49,0,3,0,0,0,0,56
5105928,23,3,0,0,0,0,0,26
5105929,26,3,3,0,0,0,0,29
5105930,32,0,3,0,0,0,0,36
5105932,41,4,13,0,0,0,0,58
5105933,64,3,6,0,0,0,0,69
5105934,42,3,0,0,0,0,0,50
5105935,25,0,0,0,0,0,0,20
5105936,35,8,7,0,0,0,0,48
5105938,63,3,5,0,0,0,0,68
5105939,57,6,0,0,0,0,0,64
5105940,87,0,4,0,0,0,0,90
5105941,67,3,7,0,0,0,0,84
5105942,62,0,0,0,0,0,0,65
5105943,57,6,7,0,0,0,0,70
5105944,52,0,0,0,0,0,0,56
5105945,52,4,0,0,0,0,0,54
5105946,55,0,0,0,0,0,0,62
5105947,17,3,0,0,0,0,0,19
5105948,39,3,0,0,0,0,3,43
5105949,65,9,7,0,0,0,0,82
5105951,0,0,0,0,0,0,0,0
5105952,38,0,0,0,0,0,0,37
5105953,64,8,3,0,0,0,0,77
5105954,37,9,6,0,0,0,0,52
5105955,29,4,0,0,0,0,0,32
5105956,71,4,6,0,0,0,0,86
5105957,43,3,3,0,0,0,0,45
5105959,97,0,3,3,0,0,0,99
5105960,19,3,0,0,0,0,0,21
5105961,60,3,4,0,0,0,0,64
5105962,109,6,3,0,0,0,0,120
5105963,72,5,7,0,0,0,0,91
5105964,53,5,5,0,0,0,0,67
5105965,77,0,3,0,0,0,0,82
5105966,38,7,0,0,0,0,0,45
5105967,66,4,7,0,0,0,0,78
5105968,72,7,5,0,0,0,0,84
5105969,48,3,3,0,0,0,0,52
5105970,76,6,8,0,0,0,0,94
5105971,56,5,6,0,0,0,0,66
5105972,73,7,3,0,0,0,0,87
5105973,33,3,0,0,0,0,0,35
5105974,82,3,3,0,0,0,0,85
5105975,0,0,0,0,0,0,0,0
5105976,17,3,0,0,0,0,0,18
5105977,52,6,3,0,0,0,0,60
5105978,72,3,0,0,0,0,0,76
5105979,24,3,3,0,0,0,0,30
5105980,45,7,3,3,0,0,0,53
5105981,11,0,3,0,0,0,0,15
5105982,47,3,7,0,0,0,0,51
5105983,51,3,3,0,0,0,0,58
5105984,58,3,3,0,0,0,0,65
5105985,45,5,3,0,0,0,0,53
5105986,74,3,3,4,0,0,0,82
5105987,186,10,3,9,0,0,0,207
5106001,23,0,0,0,0,0,0,27
5106002,55,3,0,0,0,0,0,57
5106003,31,0,0,0,0,0,0,31
5106004,41,4,0,0,0,0,0,46
5106005,79,12,0,0,0,0,0,92
5106006,50,7,0,0,0,0,0,58
5106007,30,4,0,0,0,0,0,38
5106008,43,0,0,0,0,0,0,43
5106102,101,9,3,0,0,0,0,113
5106103,0,0,0,0,0,0,0,0
5106104,10,0,0,0,0,0,0,8
5106105,77,9,0,3,0,0,0,88
5106106,0,0,0,0,0,0,0,0
5106108,39,3,3,0,0,0,0,49
5106109,119,12,9,0,0,0,0,133
5106110,27,0,0,0,0,0,0,29
5106111,21,0,0,0,0,0,0,21
5106112,32,4,3,0,0,0,0,39
5106113,22,0,0,3,0,0,0,32
5106114,0,0,0,0,0,0,0,0
5106201,16,3,0,0,0,0,0,29
5106202,95,5,3,0,0,0,0,106
5106203,30,0,0,0,0,0,0,39
5106204,46,11,4,0,0,0,0,62
5106205,56,4,7,0,0,0,0,71
5106206,32,0,0,0,0,0,0,36
5106207,346,23,11,0,0,0,0,387
5106208,18,0,3,3,0,0,0,26
5106209,50,0,3,0,0,0,0,60
5106210,17,3,3,0,0,0,0,21
5106211,25,3,0,0,0,0,0,30
5106212,29,3,3,0,0,0,0,34
5106213,31,0,0,3,0,0,0,31
5106214,20,6,0,0,0,0,0,28
5106215,48,9,3,0,0,0,0,60
5106216,76,13,0,0,0,0,0,92
5106217,76,3,3,0,0,0,0,80
5106218,32,9,4,0,0,0,0,48
5106219,31,3,3,0,0,0,0,40
5106220,47,3,0,0,0,0,0,54
5106301,0,0,0,0,0,0,0,0
5106401,0,0,0,0,0,0,0,0
5106501,0,0,0,0,0,0,0,0
5106502,35,4,3,0,0,0,0,48
5106503,40,3,0,0,0,0,0,40
5106504,34,3,0,0,0,0,0,39
5106505,57,5,6,0,0,0,0,60
5106506,30,0,0,0,0,0,0,32
5106507,27,0,0,0,0,0,0,32
5106508,67,3,4,0,0,0,0,82
5106509,46,7,0,0,0,0,0,55
5106510,7,0,0,0,0,0,0,8
5106511,40,4,0,0,0,0,0,43
5106512,49,4,4,3,0,0,0,59
5106513,41,4,3,0,0,0,3,57
5106514,27,0,0,0,0,0,0,27
5106601,30,0,0,0,0,0,0,27
5106602,19,0,0,0,0,0,0,20
5106603,26,4,0,3,0,0,0,34
5106604,27,3,0,0,0,0,0,30
5106605,33,8,0,0,0,0,0,41
5106606,39,0,0,0,0,0,0,38
5106607,29,5,3,0,0,0,0,40
5106608,66,6,3,6,0,0,0,75
5106609,27,12,0,0,0,0,0,37
5106610,20,0,0,0,0,0,0,20
5106611,31,3,0,0,0,0,0,29
5106615,61,8,0,0,0,0,0,75
5106616,25,0,0,0,0,0,0,28
5106617,5,0,0,0,0,0,0,3
5106618,6,3,0,0,0,0,0,8
5106619,33,7,0,3,0,0,0,41
5106620,46,3,0,0,0,0,0,47
5106621,70,8,3,0,0,0,0,81
5106622,42,0,0,0,0,0,0,37
5106623,0,0,0,0,0,0,0,0
5106624,14,3,0,0,0,0,0,15
5106625,23,0,0,0,0,0,0,21
5106626,29,7,0,0,0,0,0,44
5106627,29,4,4,3,0,0,0,34
5106628,27,0,3,0,0,0,0,33
5106701,52,8,8,0,0,0,0,71
5106702,30,6,0,0,0,0,0,38
5106703,25,4,4,0,0,4,0,37
5106704,69,3,3,0,0,0,0,73
5106705,52,4,3,0,0,0,0,56
5106706,32,8,3,0,0,0,0,43
5106707,23,0,0,0,0,0,0,26
5106708,60,6,5,3,0,0,0,73
5106709,48,5,3,3,0,0,3,65
5106710,84,9,4,0,0,0,0,97
5106711,36,5,3,0,0,0,0,42
5106712,28,3,7,0,0,0,0,33
5106713,45,0,5,0,0,0,0,52
5106714,31,3,3,0,0,0,0,36
5106715,41,6,3,0,0,0,0,52
5106716,65,3,4,4,0,0,0,80
5106717,25,3,0,0,0,0,0,27
5106718,0,0,0,0,0,0,0,0
5106719,0,0,0,0,0,0,0,0
5106720,17,0,0,0,0,0,0,16
5106801,35,3,0,0,0,0,0,44
5106802,39,5,0,0,0,0,0,43
5106803,22,3,0,0,0,0,0,27
5106804,61,4,3,0,0,0,0,67
5106807,64,7,3,0,0,0,0,67
5106808,35,4,0,0,0,0,0,45
5106809,104,8,0,0,0,0,0,115
5106810,53,6,3,0,0,0,0,64
5106811,32,0,0,3,0,0,3,45
5106812,32,0,0,0,0,0,0,32
5106813,61,6,3,0,0,0,0,74
5106814,43,4,0,0,0,0,0,47
5106815,63,0,0,0,0,0,0,69
5106816,169,16,6,3,0,0,3,195
5106817,5,0,0,0,0,0,0,10
5106818,131,7,8,0,0,0,3,147
5106819,96,11,3,0,0,0,0,112
5106820,186,11,12,5,0,0,0,211
5106901,0,0,0,0,0,0,0,0
5107001,31,0,0,0,0,0,0,27
5107002,47,0,0,0,0,0,0,52
5107003,29,3,0,0,0,0,0,31
5107004,40,3,0,0,0,0,0,44
5107005,48,6,6,0,0,0,0,58
5107006,44,3,3,0,0,0,0,56
5107007,59,10,4,0,0,0,0,69
5107008,71,12,7,0,0,0,0,85
5107009,33,0,0,0,0,0,0,41
5107010,31,0,6,0,0,0,0,37
5107011,16,8,0,0,0,0,0,22
5107012,43,3,0,0,0,0,0,54
5107013,33,0,0,0,0,0,0,36
5107014,71,7,0,0,0,0,0,83
5107015,60,10,4,0,0,0,0,76
5107016,52,3,3,0,0,0,0,55
5107017,45,0,0,0,0,0,0,49
5107018,63,7,3,0,0,0,0,77
5107019,29,3,4,0,0,0,0,33
5107020,59,7,3,0,0,0,0,71
5107021,34,0,0,0,0,0,0,42
5107022,30,6,0,0,0,0,0,31
5107023,0,0,0,0,0,0,0,0
5107024,32,5,3,0,0,0,0,43
5107101,60,3,0,0,0,0,0,64
5107102,65,3,0,0,0,0,0,72
5107103,54,3,0,0,0,0,0,61
5107104,40,3,3,0,0,0,0,45
5107105,81,7,3,0,0,0,0,90
5107106,26,0,0,0,0,0,0,26
5107107,52,6,3,0,0,0,0,61
5107108,44,0,0,0,0,0,0,52
5107109,28,0,4,0,0,0,0,30
5107110,68,0,3,3,0,0,0,73
5107111,41,0,0,0,0,0,0,49
5107112,49,4,0,0,0,0,0,58
5107113,53,4,0,0,0,0,0,56
5107114,76,3,3,0,0,0,0,81
5107115,46,0,0,0,0,0,0,49
5107116,95,3,0,0,0,0,0,104
5107117,74,11,3,0,0,0,0,80
5107118,61,3,3,0,0,0,0,71
5107119,59,3,4,0,0,0,0,67
5107120,63,6,0,0,0,0,0,65
5107121,47,0,0,0,0,0,0,48
5107122,56,9,5,0,0,0,0,71
5107123,73,3,4,0,0,0,0,85
5107124,79,13,0,0,0,0,0,92
5107125,0,0,0,0,0,0,0,0
5107126,57,3,3,0,0,0,0,70
5107127,68,3,4,0,0,0,0,75
5107128,58,0,4,0,0,0,0,63
5107129,56,6,3,0,0,0,0,60
5107130,37,0,0,0,0,0,0,43
5107131,47,0,0,0,0,0,0,44
5107132,61,5,0,0,0,0,0,66
5107133,10,3,3,0,0,0,0,14
5107134,75,5,5,0,0,0,0,87
5107135,79,9,0,0,0,0,0,85
5107201,46,3,3,0,0,0,0,52
5107202,34,0,0,0,0,0,0,34
5107203,38,0,5,0,0,0,0,46
5107204,84,4,3,0,0,0,0,92
5107205,101,3,0,0,0,0,0,108
5107206,91,9,0,0,0,0,0,100
5107207,59,8,0,0,0,0,0,64
5107208,49,0,0,0,0,0,3,53
5107209,54,4,4,0,0,0,0,55
5107210,62,3,3,0,0,0,0,68
5107211,38,0,3,0,0,0,0,40
5107212,60,3,0,0,0,0,0,72
5107213,80,8,3,0,0,0,0,85
5107214,60,3,0,0,0,0,0,64
5107215,109,10,0,0,0,0,0,114
5107216,87,7,3,0,0,0,0,98
5107217,70,0,3,0,0,0,0,69
5107218,62,8,0,0,0,0,0,65
5107219,63,3,0,0,0,0,0,67
5107220,71,3,0,0,0,0,0,75
5107221,28,0,0,0,0,0,0,32
5107222,39,3,0,0,0,0,0,40
5107223,81,4,0,0,0,0,0,86
5107224,75,4,3,0,0,0,0,82
5107225,56,0,0,0,0,0,0,58
5107226,73,3,0,0,0,0,0,78
5107227,61,7,0,0,0,0,0,68
5107228,89,3,5,0,0,0,0,97
5107229,31,3,0,0,0,0,0,34
5107230,36,0,0,0,0,0,0,38
5107231,74,7,0,0,0,0,0,83
5107232,83,6,0,0,0,0,0,88
5107233,57,3,4,0,0,0,0,66
5107234,43,0,0,0,0,0,0,46
5107301,44,4,0,0,0,0,0,52
5107302,56,3,0,0,0,0,0,62
5107303,55,4,0,0,0,0,0,59
5107304,50,7,0,0,0,0,0,58
5107305,47,3,3,0,0,0,0,51
5107306,22,0,0,0,0,0,0,25
5107307,40,4,0,0,0,0,0,44
5107308,53,4,4,0,0,0,0,63
5107309,48,3,0,3,0,0,0,46
5107310,73,9,0,0,0,0,0,82
5107311,68,3,0,3,0,0,0,75
5107312,18,0,0,0,0,0,0,22
5107313,34,0,0,0,0,0,0,36
5107314,51,0,5,0,0,0,0,51
5107315,40,4,3,0,0,0,0,49
5107316,44,3,0,0,0,0,0,54
5107317,48,4,0,0,0,0,0,58
5107318,39,3,0,0,0,0,0,43
5107319,52,0,0,0,0,0,0,53
5107320,52,3,3,3,0,0,0,58
5107321,72,6,3,0,0,0,0,81
5107322,20,5,0,0,0,0,0,19
5107323,37,3,0,3,0,0,0,43
5107324,38,4,0,0,0,0,0,44
5107325,36,0,0,0,0,0,0,39
5107326,41,5,6,0,0,0,0,49
5107327,51,8,0,0,0,0,0,53
5107328,38,3,0,0,0,0,0,41
5107329,36,3,0,0,0,0,0,42
5107330,40,5,0,0,0,0,0,41
5107331,52,0,6,0,0,0,0,61
5107332,38,0,0,0,3,0,0,43
5107333,0,0,0,0,0,0,0,0
5107334,30,0,3,0,0,0,0,33
5107335,67,9,0,0,0,0,0,78
5107401,47,7,0,0,0,0,0,57
5107402,68,3,0,0,0,0,0,75
5107403,85,7,0,0,0,0,0,87
5107404,103,8,0,0,0,0,3,112
5107405,86,3,0,0,0,0,0,94
5107406,45,4,3,0,0,0,0,47
5107407,27,3,0,0,0,0,0,34
5107408,34,3,3,0,0,0,0,43
5107409,55,4,3,0,0,0,0,58
5107410,44,3,4,0,0,0,0,49
5107411,42,4,3,0,0,0,0,48
5107412,66,9,7,3,0,0,0,87
5107413,28,4,3,0,0,0,0,37
5107414,56,7,7,3,0,0,0,77
5107415,36,9,3,0,0,0,0,52
5107416,94,6,0,0,0,0,0,109
5107417,48,7,4,0,0,0,0,60
5107418,43,3,3,0,0,0,0,55
5107419,53,7,4,0,0,0,0,61
5107420,64,4,0,0,0,0,0,74
5107421,57,3,0,0,0,0,0,63
5107501,94,9,3,0,0,0,0,101
5107502,59,3,0,0,0,0,0,64
5107503,60,3,3,0,0,0,0,67
5107504,57,6,0,0,0,0,0,66
5107505,45,4,3,0,0,0,0,52
5107506,69,6,0,0,0,0,0,84
5107507,29,0,0,0,0,0,0,31
5107508,34,3,0,0,0,0,0,37
5107509,60,0,3,0,0,0,0,70
5107510,92,3,6,0,0,0,0,104
5107511,87,0,0,4,0,0,0,85
5107512,68,4,3,0,0,0,0,74
5107513,83,5,3,0,0,0,0,89
5107514,47,3,0,0,0,0,0,55
5107515,55,3,3,0,0,0,0,64
5107516,63,3,0,0,0,0,0,66
5107517,34,3,3,0,0,0,0,37
5107518,81,0,0,0,0,0,0,83
5107519,39,3,0,0,0,0,0,43
5107520,109,10,4,0,0,0,0,119
5107521,67,5,5,0,0,0,0,77
5107522,86,10,0,0,0,0,0,97
5107523,70,7,0,0,0,0,0,84
5107601,55,0,0,3,0,0,0,61
5107602,71,6,0,0,0,0,0,77
5107603,91,5,0,0,0,0,0,94
5107604,67,3,0,0,0,0,0,71
5107606,48,3,3,0,0,0,0,54
5107607,43,0,0,0,0,0,0,45
5107608,85,5,8,3,0,0,0,101
5107609,112,3,5,0,0,0,0,114
5107611,172,11,8,3,0,0,0,192
5107612,155,7,7,0,0,0,0,171
5107613,0,0,0,0,0,0,0,0
5107614,234,20,3,0,0,0,0,256
5107615,0,0,0,0,0,0,0,0
5107616,194,9,10,0,0,0,0,209
5107617,153,10,7,3,0,0,0,172
5107701,0,0,0,0,0,0,0,0
5107702,30,4,0,0,0,0,0,39
5107703,23,6,0,0,0,0,0,31
5107704,22,3,0,0,0,0,0,30
5107705,13,3,0,0,0,0,0,16
5107706,59,3,3,0,0,0,0,58
5107707,49,0,0,0,0,0,0,51
5107708,68,0,0,0,0,0,0,69
5107709,25,0,0,3,0,0,0,32
5107710,45,0,0,0,0,0,0,51
5107711,42,0,0,0,0,0,0,41
5107712,65,3,3,0,0,0,0,68
5107713,24,0,0,0,0,0,0,24
5107714,26,8,0,4,0,0,0,39
5107715,20,0,0,0,0,0,0,23
5107716,0,0,0,0,0,0,0,0
5107717,23,3,0,0,0,0,0,32
5107718,33,3,0,0,0,0,0,31
5107719,18,3,0,0,0,0,0,24
5107720,49,3,0,0,0,0,0,57
5107721,54,3,0,0,0,0,0,64
5107722,51,6,0,0,0,0,0,59
5107723,73,3,0,0,0,0,0,82
5107724,47,3,3,0,0,0,0,49
5107725,51,6,0,0,0,0,0,61
5107726,34,0,0,0,0,0,0,40
5107727,65,4,3,0,0,0,0,75
5107728,44,6,3,0,0,0,0,56
5107729,43,4,3,0,0,0,0,43
5107730,45,3,0,3,0,0,0,52
5107731,64,6,0,0,0,0,0,72
5107732,27,0,0,0,0,0,0,26
5107733,0,0,0,0,0,0,0,0
5107734,0,0,0,0,0,0,0,0
5107735,49,10,3,0,0,0,0,56
5107736,77,7,5,0,0,0,0,89
5107801,69,5,4,0,0,0,0,78
5107802,48,0,0,0,0,0,0,52
5107803,65,3,0,0,0,0,0,67
5107804,55,8,0,0,0,0,0,63
5107805,71,3,0,0,0,0,0,77
5107806,46,4,4,0,0,0,0,57
5107807,73,0,4,0,0,0,0,78
5107808,86,5,4,0,0,0,0,91
5107809,38,3,0,0,0,0,0,45
5107810,29,0,0,0,0,0,0,33
5107811,68,3,3,0,0,0,0,77
5107812,62,5,4,0,0,0,0,69
5107813,43,0,0,0,0,0,0,48
5107814,42,8,0,3,0,0,0,48
5107815,46,6,3,0,0,0,0,61
5107816,42,0,0,0,0,0,0,43
5107817,53,0,0,0,0,0,0,54
5107818,54,4,0,0,0,0,0,63
5107819,42,3,0,0,0,0,0,51
5107820,28,5,0,0,0,0,0,35
5107821,61,4,5,0,0,0,0,67
5107822,44,3,0,0,0,0,0,50
5107823,78,7,3,0,0,0,0,85
5107824,58,7,3,0,0,0,0,67
5107825,32,0,3,0,0,0,0,33
5107826,0,0,0,0,0,0,0,0
5107827,44,0,0,0,0,0,0,42
5107828,27,3,3,0,0,0,0,35
5107829,50,0,4,0,0,0,0,57
5107830,55,3,0,0,0,0,0,61
5107831,35,0,0,0,0,0,0,35
5107832,0,0,0,0,0,0,0,0
5107833,46,3,0,0,0,0,0,53
5107834,0,0,0,0,0,0,0,4
5107835,19,4,0,0,0,0,0,31
5107901,68,3,3,0,0,0,0,72
5107902,77,4,0,0,0,0,0,81
5107903,28,0,3,0,0,0,0,31
5107904,51,5,4,0,0,0,0,63
5107905,81,9,0,0,0,0,0,97
5107906,93,5,3,3,0,0,0,98
5107907,48,9,0,0,0,0,0,56
5107908,76,8,3,0,0,0,0,81
5107909,62,0,3,0,0,0,0,70
5107910,68,5,3,0,0,0,0,80
5107911,47,0,0,0,0,0,0,45
5107912,59,6,3,0,0,0,0,73
5107913,43,4,0,0,0,0,0,53
5107914,0,0,0,0,0,0,0,0
5107915,54,8,0,3,0,0,0,65
5107916,36,6,0,0,0,0,0,44
5107917,44,8,3,0,0,0,0,60
5107918,27,4,0,0,0,0,0,26
5107919,42,0,0,0,0,0,0,42
5107920,34,0,0,0,0,0,0,38
5107921,79,3,0,0,0,0,0,82
5107922,55,3,0,0,0,0,0,58
5107923,65,4,0,0,0,0,0,67
5107924,0,0,0,0,0,0,0,0
5107925,83,4,0,3,0,0,0,88
5107926,57,9,0,0,0,0,0,68
5107927,85,13,3,0,0,0,0,97
5108001,54,5,0,0,0,0,0,62
5108002,43,3,3,0,0,0,0,54
5108003,53,6,4,0,0,0,0,67
5108004,24,4,0,0,0,0,0,32
5108005,58,0,3,0,0,0,0,63
5108006,59,5,0,0,0,0,0,63
5108007,57,3,5,0,0,0,0,63
5108008,52,4,0,0,0,0,3,57
5108009,35,0,4,0,0,0,0,41
5108010,52,3,3,0,0,0,0,60
5108011,68,4,0,0,0,0,0,74
5108012,41,0,0,0,0,0,0,44
5108013,39,0,0,0,0,0,0,42
5108014,77,6,3,0,0,0,0,86
5108015,45,3,0,0,0,0,0,51
5108016,0,0,0,0,0,0,0,0
5108017,46,3,4,0,0,0,0,52
5108018,34,0,0,0,0,0,0,34
5108019,74,9,0,0,0,0,0,82
5108020,54,5,3,0,0,0,0,60
5108021,54,3,0,0,0,0,0,64
5108022,49,3,3,0,0,0,0,58
5108023,55,3,3,0,0,0,0,59
5108101,46,0,0,0,0,0,0,48
5108102,40,4,3,0,0,0,0,44
5108103,52,3,3,0,0,0,0,54
5108104,0,0,0,0,0,0,0,0
5108105,40,5,3,0,0,0,0,48
5108106,47,0,3,0,0,0,0,56
5108107,64,7,4,0,0,0,0,74
5108108,46,0,0,0,0,0,3,49
5108109,34,0,0,0,0,0,0,38
5108110,48,7,0,0,0,0,0,56
5108111,35,3,5,0,0,0,0,44
5108112,44,0,3,0,0,0,0,48
5108113,37,0,0,0,0,0,0,41
5108114,55,3,0,0,0,0,0,57
5108115,52,4,7,0,0,0,0,62
5108116,0,0,0,0,0,0,0,0
5108117,53,7,0,0,0,0,0,59
5108118,31,0,3,0,0,0,0,31
5108119,39,3,0,0,0,0,0,45
5108120,25,4,0,0,0,0,0,31
5108121,65,3,0,0,0,0,0,73
5108122,33,0,0,0,0,0,0,33
5108123,44,0,0,0,0,0,0,49
5108124,35,0,3,0,0,0,0,39
5108201,52,8,0,0,0,0,0,59
5108202,46,3,0,0,0,0,0,49
5108203,55,4,0,0,0,0,0,56
5108204,44,4,5,0,0,0,0,47
5108205,42,4,0,0,0,0,0,48
5108206,57,3,0,0,0,0,0,59
5108207,56,4,3,0,0,0,0,63
5108208,38,0,0,0,0,0,0,39
5108209,53,4,0,0,0,0,0,57
5108210,46,0,0,0,0,0,0,46
5108211,81,4,7,0,0,0,0,88
5108212,66,3,0,0,0,0,0,70
5108213,47,0,0,0,0,0,0,50
5108214,45,6,0,0,0,0,0,55
5108215,63,3,0,0,0,0,0,68
5108216,41,0,0,0,0,0,0,45
5108217,51,5,3,0,0,0,0,57
5108218,49,5,0,0,0,0,0,58
5108219,52,0,0,0,0,0,0,54
5108220,51,3,0,0,0,0,0,54
5108221,36,6,0,0,0,0,0,44
5108222,47,0,0,0,0,0,0,46
5108223,59,7,3,0,0,0,0,65
5108224,65,3,0,0,0,0,0,65
5108225,61,8,0,0,0,0,0,71
5108301,68,3,0,0,0,0,0,75
5108302,87,0,0,0,0,0,0,89
5108303,71,9,3,0,0,0,0,75
5108304,63,4,0,0,0,0,0,63
5108305,71,0,0,0,0,0,0,71
5108306,39,4,0,0,0,0,0,47
5108307,37,4,0,0,0,0,0,41
5108308,52,0,0,0,0,0,0,61
5108309,0,0,0,0,0,0,0,0
5108310,62,3,0,0,0,0,0,65
5108311,36,3,5,0,0,0,0,47
5108312,51,0,3,0,0,0,0,54
5108313,38,3,0,0,0,0,0,45
5108314,91,10,0,0,0,0,0,102
5108315,29,0,0,0,0,0,0,27
5108316,31,0,0,0,0,0,0,31
5108317,71,3,0,0,0,0,0,78
5108318,46,0,0,0,0,0,0,47
5108319,41,4,0,0,0,0,0,47
5108320,12,0,0,0,0,0,0,17
5108321,63,4,0,0,0,0,0,71
5108322,76,4,3,0,0,0,0,85
5108323,52,5,0,0,0,0,0,51
5108324,32,3,3,0,0,0,0,36
5108325,76,4,0,0,0,0,0,76
5108326,35,3,0,0,0,0,0,37
5108327,41,0,0,0,0,0,3,44
5108328,0,0,0,0,0,0,0,0
5108329,0,0,0,0,0,0,0,0
5108330,0,0,0,0,0,0,0,0
5108331,41,0,0,0,0,0,0,36
5108401,51,4,0,0,0,0,0,64
5108402,49,3,0,0,0,0,0,58
5108403,44,8,0,0,0,0,0,49
5108404,45,5,0,0,0,0,0,49
5108405,49,3,0,0,0,0,0,58
5108406,29,0,0,0,0,0,0,30
5108407,27,3,3,0,0,0,0,30
5108408,20,0,3,0,0,0,0,25
5108409,51,0,0,0,0,0,0,58
5108410,42,3,0,0,0,0,0,44
5108411,34,3,7,0,0,0,0,44
5108412,70,4,3,0,0,0,0,78
5108413,25,0,3,0,0,0,0,32
5108414,30,0,0,0,0,0,0,34
5108415,39,4,0,0,0,0,0,41
5108416,45,4,3,0,0,0,0,50
5108417,44,3,4,3,0,0,0,50
5108418,60,3,3,0,0,0,0,71
5108419,45,3,0,0,0,0,0,51
5108420,54,0,4,0,0,0,0,56
5108421,75,0,0,0,0,0,0,74
5108422,0,0,0,0,0,0,0,0
5108423,32,0,0,0,0,0,0,40
5108424,29,3,3,0,0,0,0,40
5108425,25,0,3,3,0,0,0,34
5108426,45,0,0,0,0,0,0,46
5108427,45,3,0,0,0,0,0,49
5108428,41,5,3,0,0,0,0,48
5108429,36,0,0,0,0,0,0,38
5108430,46,3,0,0,0,0,0,50
