SA1_7DIGITCODE_2016,Intact_fam_no_oth_ch_pres_Fam,Step_fam_no_oth_ch_pres_Fam,Blend_fam_no_oth_ch_pres_Fam,Intact_fam_oth_ch_pres_Fam,Step_fam_oth_ch_pres_Fam,Blended_fam_oth_ch_pres_Fam,Oth_coup_fam_oth_ch_only_Fam,Tot_Families
5116307,53,0,3,0,0,0,0,64
5116308,28,0,0,0,0,0,0,30
5116309,65,5,0,0,0,0,0,74
5116310,28,6,0,0,0,0,0,36
5116311,87,3,3,0,0,0,0,98
5116312,38,7,0,0,0,0,0,42
5116313,37,4,5,0,0,0,0,48
5116314,55,4,3,0,0,0,0,55
5116315,29,0,3,0,0,0,0,29
5116316,53,3,3,0,0,0,0,64
5116317,38,5,4,0,0,0,0,43
5116318,30,3,5,0,0,0,0,32
5116401,53,3,0,0,0,0,0,58
5116402,51,3,0,0,0,0,0,54
5116403,34,6,0,0,0,0,0,37
5116404,33,3,0,0,0,0,0,41
5116405,48,7,0,0,0,0,0,56
5116406,68,0,3,0,0,0,0,70
5116407,48,0,0,0,0,0,0,56
5116408,55,0,3,0,0,0,0,57
5116409,37,4,0,0,0,0,0,38
5116410,61,4,0,0,0,0,0,63
5116411,55,0,0,0,0,0,0,55
5116412,40,4,0,0,0,0,0,39
5116413,53,6,4,0,0,0,0,64
5116414,55,3,0,0,0,0,0,57
5116415,55,5,0,0,0,0,0,59
5116416,73,9,0,0,0,0,0,85
5116417,48,7,0,0,0,0,0,59
5116501,0,0,0,0,0,0,0,0
5116502,74,3,0,0,0,0,0,76
5116503,50,4,0,0,0,0,0,60
5116504,53,3,0,0,0,0,0,58
5116505,36,5,0,0,0,0,0,42
5116506,17,0,0,0,0,0,0,17
5116507,33,3,0,0,0,0,0,34
5116508,15,0,0,0,0,0,0,17
5116509,44,3,3,0,0,0,0,50
5116510,28,3,0,0,0,0,0,31
5116511,29,0,0,0,0,0,0,33
5116512,26,3,0,0,0,0,0,28
5116513,12,3,0,0,0,0,0,17
5116514,12,0,0,0,0,0,0,11
5116515,49,10,0,0,0,0,0,52
5116516,42,3,3,0,0,0,0,44
5116517,69,11,0,0,0,0,0,77
5116518,65,3,0,3,0,0,0,74
5116519,23,3,0,0,0,0,0,30
5116520,15,4,0,0,0,0,0,17
5116521,24,3,0,0,0,0,0,28
5116522,38,7,0,0,0,0,0,51
5116523,12,0,0,0,0,0,0,12
5116524,40,0,0,0,0,0,0,40
5116525,3,0,0,0,0,0,0,6
5116526,47,5,3,0,0,0,0,54
5116527,55,3,0,0,0,0,0,52
5116528,52,3,3,0,0,0,0,56
5116529,36,3,0,0,0,0,0,40
5116530,41,0,4,0,0,0,0,44
5116531,43,9,0,0,0,0,0,52
5116532,21,0,0,0,0,0,0,26
5116601,0,0,0,0,0,0,0,0
5116602,38,0,3,0,0,0,0,36
5116603,15,0,0,0,0,0,0,17
5116604,12,0,0,0,0,0,0,14
5116605,61,6,3,0,0,0,0,67
5116606,0,0,0,0,0,0,0,0
5116607,22,5,0,0,0,0,0,25
5116608,66,3,0,0,0,0,0,74
5116609,48,4,0,0,0,0,0,55
5116610,54,7,0,0,0,0,0,63
5116611,36,3,3,0,0,0,0,41
5116612,29,0,0,0,0,0,0,37
5116613,63,9,3,0,0,0,0,70
5116614,43,7,0,0,0,0,0,49
5116615,25,0,0,0,0,0,0,25
5116616,30,0,0,0,0,0,0,32
5116617,53,3,0,0,0,0,0,51
5116618,40,0,0,0,0,0,0,43
5116619,17,0,3,0,0,0,0,20
5116620,19,3,3,0,0,0,0,25
5116621,24,0,0,0,0,0,0,29
5116622,37,5,0,0,0,0,0,39
5116623,34,3,3,0,0,0,0,36
5116624,39,3,0,0,0,0,0,45
5116625,50,3,5,0,0,0,0,60
5116626,45,3,0,0,0,0,0,48
5116627,8,0,0,0,0,0,0,10
5116628,70,3,0,0,0,0,0,74
5116629,32,0,0,0,0,0,0,30
5116630,43,0,0,0,0,0,0,45
5116631,32,3,0,0,0,0,0,35
5116632,48,6,3,0,0,0,0,55
5116633,54,3,6,0,0,0,0,54
5116634,78,8,6,0,0,0,0,87
5116635,53,9,3,0,0,0,0,64
5116636,41,0,3,0,0,0,0,39
5116701,0,0,0,0,0,0,0,0
5116702,0,0,0,0,0,0,0,0
5116902,112,13,4,0,0,0,0,132
5116903,0,0,0,0,0,0,0,0
5116904,54,5,4,3,0,0,0,60
5116905,9,5,0,0,0,0,0,14
5116906,289,13,14,0,0,0,0,319
5116907,65,6,0,0,0,0,0,73
5116908,71,6,0,3,0,0,0,84
5116910,81,10,6,0,0,0,0,100
5116912,84,8,8,0,0,0,0,95
5116913,68,0,3,0,0,0,0,72
5116914,84,3,3,0,0,0,0,92
5116916,0,0,0,0,0,0,0,0
5116917,89,9,3,0,0,0,0,100
5116918,69,6,3,7,0,0,0,78
5116919,75,7,6,0,0,0,0,90
5116920,59,8,4,0,0,0,0,68
5116921,84,3,7,3,0,0,0,95
5116922,3,3,0,0,0,0,0,3
5116923,211,15,6,9,0,0,0,241
5116924,87,5,5,0,0,0,0,93
5116925,36,0,7,0,0,0,0,42
5116926,92,3,0,0,6,0,0,101
5116927,61,8,5,0,0,0,0,75
5117001,57,3,9,0,0,0,0,75
5117002,0,0,0,0,0,0,0,0
5117003,33,3,5,0,0,0,0,43
5117004,20,9,5,0,0,0,0,34
5117005,21,4,0,0,0,0,0,28
5117006,37,4,3,0,0,0,0,43
5117007,20,4,3,0,0,0,0,25
5117008,34,4,4,0,0,0,0,42
5117009,67,4,6,0,0,0,0,72
5117010,42,0,3,0,0,0,0,48
5117011,39,0,4,0,0,0,0,40
5117012,63,5,6,3,0,0,0,72
5117013,41,6,5,0,0,0,0,50
5117014,34,6,3,0,0,0,0,46
5117016,52,3,0,3,0,0,0,65
5117017,0,0,0,0,0,0,0,0
5117018,23,3,3,0,0,0,0,27
5117019,31,3,0,0,0,0,0,31
5117201,0,0,0,0,0,0,0,0
5117202,7,0,0,0,0,0,0,8
5117301,0,0,0,0,0,0,0,3
5117401,22,6,0,0,0,0,0,24
5117402,24,0,3,0,0,0,0,31
5117404,29,3,0,0,0,0,0,38
5117405,0,0,0,0,0,0,0,0
5117406,73,8,4,0,0,0,4,82
5117407,22,3,0,0,0,0,0,32
5117408,22,0,3,0,0,0,0,29
5117409,31,3,0,0,0,0,0,32
5117410,32,6,3,0,0,0,0,38
5117411,38,5,8,0,0,0,0,51
5117412,44,8,0,0,0,0,0,52
5117413,55,6,8,0,0,0,0,69
5117414,57,10,4,3,0,0,0,66
5117415,21,0,0,0,0,0,0,27
5117416,19,4,0,0,0,0,0,21
5117417,33,4,7,0,0,0,0,43
5117418,41,3,7,0,0,0,0,51
5117419,19,3,0,0,0,0,0,28
5117420,74,3,12,0,0,0,0,85
5117421,32,0,0,0,0,0,0,33
5117422,40,15,8,3,0,0,3,68
5117423,50,0,3,0,0,0,0,54
5117424,26,3,0,0,0,0,0,32
5117425,20,3,0,0,0,0,0,23
5117426,19,5,3,0,0,0,3,32
5117427,21,4,0,0,0,0,0,28
5117428,29,4,0,0,0,0,0,36
5117429,19,0,0,0,0,0,0,22
5117501,50,4,0,0,0,0,0,50
5117502,72,0,3,0,0,0,0,78
5117503,27,3,0,0,0,0,0,31
5117504,83,3,4,0,0,0,0,85
5117505,44,0,0,0,0,0,0,48
5117506,41,0,0,0,0,0,0,42
5117507,38,3,0,0,0,0,0,41
5117508,49,3,0,0,0,0,0,46
5117509,70,3,0,0,0,0,0,74
5117510,61,3,0,0,0,0,0,67
5117511,67,0,0,0,0,0,0,70
5117512,58,3,3,0,0,0,0,71
5117513,35,0,0,0,0,0,0,39
5117514,43,3,0,0,0,0,0,48
5117515,70,0,0,0,0,0,0,77
5117516,52,4,3,0,0,0,0,57
5117517,60,5,0,0,0,0,0,66
5117518,65,0,0,0,0,0,0,76
5117519,53,3,0,0,0,0,0,56
5117520,66,3,0,3,0,0,0,78
5117521,57,4,0,0,0,0,0,57
5117522,56,0,0,0,0,0,0,56
5117523,83,3,0,0,0,0,0,86
5117524,47,3,0,0,0,0,0,49
5117601,61,0,0,0,0,0,0,62
5117602,43,0,3,0,0,0,0,50
5117603,55,9,0,0,0,0,0,65
5117604,33,4,0,0,0,0,0,35
5117605,32,0,0,0,0,0,0,33
5117606,72,4,0,0,0,0,0,77
5117607,98,0,0,0,0,0,0,97
5117608,36,0,0,0,0,0,0,36
5117609,72,3,0,0,0,0,0,76
5117701,35,3,0,3,0,0,0,46
5117702,61,3,3,0,0,0,0,70
5117703,32,0,0,0,0,0,0,36
5117704,42,6,3,0,0,0,0,51
5117705,56,3,0,0,0,0,0,58
5117706,45,3,4,0,0,0,0,47
5117707,29,3,0,0,0,0,0,31
5117708,54,3,0,0,0,0,0,57
5117709,45,5,0,0,0,0,0,47
5117710,50,3,0,0,0,0,0,49
5117711,36,3,0,0,0,0,0,43
5117712,34,3,0,0,0,0,0,38
5117713,88,7,3,3,0,0,0,97
5117714,23,3,0,0,0,0,0,27
5117715,45,3,0,0,0,0,0,55
5117716,63,0,0,0,0,0,0,66
5117717,61,6,0,0,0,0,0,67
5117718,82,3,0,0,0,0,0,88
5117719,32,3,3,0,0,0,0,37
5117720,52,0,0,0,0,0,0,52
5117721,39,0,0,0,0,0,0,40
5117722,25,0,0,0,0,0,0,31
5117723,21,3,0,0,0,0,0,32
5117724,72,0,0,0,0,0,0,69
5117725,62,3,0,0,0,0,0,68
5117726,54,0,3,0,0,0,0,56
5117727,52,7,3,0,0,0,0,55
5117728,70,7,3,0,0,0,0,74
5117729,24,3,0,0,0,0,0,24
5117730,57,4,0,0,0,0,0,63
5117801,88,5,0,0,0,0,0,97
5117802,62,0,0,0,0,0,0,67
5117803,37,3,0,0,0,0,0,45
5117804,62,5,0,4,0,0,0,70
5117805,70,0,5,0,0,0,0,76
5117806,58,4,0,0,0,0,0,64
5117807,65,7,0,0,0,0,0,74
5117808,45,4,0,0,0,0,0,46
5117809,69,3,3,0,0,0,0,78
5117810,44,7,0,0,0,0,0,57
5117811,45,9,0,0,0,0,0,54
5117812,61,3,0,0,0,0,0,62
5117813,49,0,0,0,0,0,0,48
5117814,35,0,0,0,0,0,0,41
5117815,96,3,0,0,0,0,0,102
5117816,42,0,4,0,0,0,0,45
5117817,35,3,0,0,0,0,0,38
5117818,53,3,0,0,0,0,0,56
5117819,35,3,0,0,0,0,0,40
5117820,57,0,3,0,0,0,0,61
5117821,49,0,0,0,0,0,0,54
5117822,48,3,0,0,0,0,0,57
5117823,49,4,3,0,0,0,0,56
5117824,64,8,0,0,0,0,0,71
5117825,64,0,3,0,0,0,0,69
5117826,88,0,0,0,0,0,0,91
5117827,98,6,0,0,0,0,0,99
5117828,21,0,0,0,0,0,0,28
5117829,79,3,0,0,0,0,0,80
5117830,36,0,3,0,0,0,0,38
5117831,44,0,0,0,0,0,0,45
5117901,37,0,0,0,0,0,0,40
5117902,62,0,0,3,0,0,0,67
5117903,69,3,3,0,0,0,0,74
5117904,31,3,0,0,0,0,0,32
5117905,89,0,0,0,0,0,0,89
5117906,45,7,0,0,0,0,0,52
5117907,0,0,0,0,0,0,0,0
5117908,57,3,3,0,0,0,0,63
5117909,49,3,0,5,0,0,0,58
5117910,59,0,0,0,0,0,0,69
5117911,52,3,4,0,0,0,0,56
5117912,69,5,4,0,0,0,0,74
5117913,67,12,0,0,0,0,0,77
5117914,54,0,0,0,0,0,0,54
5117915,50,3,0,0,0,0,0,55
5117916,83,3,3,3,0,0,0,94
5117917,97,4,3,4,0,0,0,109
5118001,45,0,0,0,0,0,0,43
5118002,46,0,0,0,0,0,0,46
5118003,40,0,0,0,0,0,0,46
5118004,41,5,3,0,0,0,0,44
5118005,43,0,0,0,0,0,0,49
5118006,68,0,0,3,0,0,0,71
5118007,50,0,3,0,0,0,0,60
5118008,73,8,0,0,0,0,0,78
5118009,43,0,0,0,0,0,0,46
5118010,39,0,3,0,0,0,0,42
5118011,51,3,0,0,0,0,0,61
5118012,76,3,5,0,0,0,0,79
5118013,49,8,0,0,0,0,0,59
5118014,42,0,0,0,0,0,0,43
5118015,73,4,4,0,0,0,0,74
5118016,46,0,0,0,0,0,0,54
5118017,53,6,0,0,0,0,0,61
5118018,34,3,3,0,0,0,0,41
5118019,52,3,0,0,0,0,0,53
5118020,75,6,0,0,0,0,3,81
5118021,70,10,0,0,0,0,0,77
5118022,67,0,0,0,0,0,0,69
5118023,28,0,0,0,0,0,0,27
5118024,25,0,3,0,0,0,0,30
5118025,24,3,0,0,0,0,0,21
5118026,0,0,0,0,0,0,0,0
5118027,32,3,0,0,0,0,0,36
5118028,41,3,0,0,0,0,0,45
5118029,87,3,3,0,0,0,0,93
5118030,34,0,0,0,0,0,0,38
5118031,33,0,0,0,0,0,0,39
5118032,30,0,0,0,0,0,0,31
5118101,27,4,0,0,0,0,0,33
5118102,52,3,0,0,0,0,0,59
5118103,54,4,0,0,0,0,0,62
5118104,72,4,0,0,0,0,0,79
5118105,15,6,0,0,0,0,0,19
5118106,61,3,0,0,0,0,0,65
5118107,79,3,0,0,0,0,0,84
5118108,63,4,3,0,0,0,0,69
5118109,70,0,3,0,0,0,0,73
5118110,60,3,0,0,0,0,0,64
5118111,90,5,0,0,0,0,0,94
5118112,78,0,0,0,0,0,0,84
5118113,79,5,0,3,0,0,0,86
5118114,71,0,7,0,0,0,0,83
5118115,63,3,0,0,0,0,0,67
5118116,64,3,0,0,0,0,0,66
5118117,25,0,0,0,0,0,0,33
5118118,80,3,3,0,0,0,0,80
5118119,36,7,0,0,0,0,0,40
5118120,84,0,0,0,0,0,0,95
5118121,76,3,3,0,0,0,0,80
5118122,75,4,0,0,0,0,0,82
5118123,76,3,4,0,0,0,0,84
5118124,99,0,0,0,0,0,0,100
5118125,94,9,0,0,0,0,0,100
5118126,67,9,0,0,0,0,0,79
5118127,10,0,0,0,0,0,0,13
5118128,43,8,0,0,0,0,0,53
5118129,43,3,3,3,0,0,0,51
5118130,51,4,0,0,0,0,0,56
5118131,68,0,3,0,0,0,0,70
5118132,71,8,0,0,0,0,0,73
5118201,57,4,3,0,0,0,0,58
5118202,56,7,0,0,0,0,0,62
5118203,28,0,0,0,0,0,0,27
5118204,47,0,0,0,0,0,0,50
5118205,44,3,0,0,0,0,0,46
5118206,40,4,0,0,0,0,0,43
5118207,45,3,0,0,0,0,0,53
5118208,31,4,0,0,0,0,0,33
5118209,35,7,0,0,0,0,0,44
5118210,72,3,0,0,0,0,0,77
5118211,20,0,0,0,0,0,0,21
5118212,53,0,0,0,0,0,0,56
5118213,4,0,0,0,0,0,0,4
5118214,44,3,0,0,0,0,0,47
5118215,19,0,0,0,0,0,0,21
5118216,37,0,0,0,0,0,0,37
5118217,52,3,3,0,0,0,0,51
5118218,42,0,3,0,0,0,0,45
5118219,44,0,0,0,0,0,0,45
5118220,51,3,0,0,0,0,0,53
5118221,78,5,0,0,0,0,0,83
5118222,46,3,0,3,0,0,0,48
5118223,67,3,0,0,0,0,0,73
5118224,68,10,0,0,0,0,0,80
5118225,29,3,0,0,0,0,0,37
5118226,26,3,0,6,0,0,0,36
5118227,73,5,0,3,0,0,0,79
5118228,50,4,0,0,0,0,0,55
5118301,45,0,4,3,0,0,0,49
5118302,68,9,0,0,0,0,0,75
5118303,32,3,0,0,0,0,0,38
5118304,40,5,3,3,0,0,0,52
5118305,40,0,0,0,0,0,0,43
5118306,41,11,0,0,0,0,0,56
5118307,11,0,3,0,0,0,0,18
5118308,60,0,5,0,0,0,0,65
5118309,43,3,3,0,0,0,0,49
5118310,39,4,3,0,0,0,0,52
5118401,42,0,0,0,0,0,0,41
5118402,29,0,0,0,0,0,0,29
5118403,69,0,0,0,0,0,0,76
5118404,59,3,3,0,0,0,0,63
5118405,44,0,0,0,0,0,0,45
5118406,37,3,0,0,0,0,0,40
5118407,0,0,0,0,0,0,0,0
5118408,47,0,4,0,0,0,0,51
5118409,70,3,0,0,0,0,0,80
5118410,79,3,3,0,0,0,0,88
5118411,51,8,0,0,0,0,0,61
5118412,32,0,0,0,0,0,0,36
5118413,52,0,0,0,0,0,0,51
5118414,50,0,0,0,0,0,0,56
5118415,39,3,0,3,0,0,0,40
5118416,44,0,0,0,0,0,0,46
5118417,40,3,0,0,0,0,0,47
5118418,81,7,0,0,0,0,0,89
5118501,0,0,0,0,0,0,0,0
5118506,42,3,3,3,0,0,0,46
5118507,45,4,3,0,0,0,0,50
5118508,41,0,0,0,0,0,0,43
5118509,35,0,0,0,0,0,0,44
5118510,126,13,7,3,0,0,5,148
5118511,391,25,39,4,0,0,3,460
5118512,41,3,0,0,0,0,0,49
5118513,34,3,3,3,0,0,0,50
5118516,30,3,3,0,0,0,0,39
5118517,78,3,7,0,0,0,0,88
5118518,37,0,4,0,0,0,0,49
5118519,59,8,0,0,0,0,0,67
5118520,48,3,0,0,0,0,0,56
5118521,91,14,8,0,0,0,3,111
5118525,58,3,6,0,0,0,0,68
5118526,53,3,0,0,0,0,0,55
5118527,122,14,15,0,0,0,0,148
5118528,103,5,9,3,0,0,0,117
5118529,90,10,3,0,0,0,0,98
5118530,28,3,3,0,0,0,0,36
5118531,61,5,5,0,0,0,0,68
5118532,64,5,0,0,0,0,0,80
5118533,45,3,3,0,0,0,0,61
5118534,44,5,4,0,0,0,0,52
5118535,82,13,5,0,0,0,0,103
5118536,76,4,3,0,0,0,0,84
5118537,69,8,10,0,0,0,0,87
5118538,106,4,9,0,0,0,0,118
5118539,76,9,4,0,0,0,0,90
5118540,103,8,3,0,0,0,0,119
5118541,110,10,15,0,0,0,0,134
5118542,47,3,0,0,0,0,0,47
5118543,105,9,8,0,0,0,0,131
5118544,50,3,6,0,0,0,0,59
5118545,79,8,12,0,0,0,0,100
5118546,0,0,0,0,0,0,0,0
5118547,0,0,0,0,0,0,0,3
5118548,18,0,0,0,0,0,0,20
5118549,75,3,4,0,0,0,0,81
5118550,123,7,4,0,0,0,0,133
5118551,190,21,23,0,0,0,0,238
5118552,87,4,3,0,0,0,0,96
5118553,0,0,0,0,0,0,0,0
5118554,60,3,0,0,0,0,0,61
5118555,102,7,5,0,0,0,0,110
5118556,54,3,7,0,0,0,0,69
5118557,69,5,4,0,0,0,0,80
5118558,60,5,10,4,0,0,0,76
5118559,52,8,4,0,0,0,0,64
5118560,198,15,23,0,0,0,0,234
5118561,146,14,8,3,0,0,0,172
5118562,148,12,15,0,0,0,3,178
5118601,33,3,7,0,0,0,0,38
5118602,49,3,0,0,0,0,0,56
5118603,27,3,0,0,0,0,0,25
5118604,42,3,3,0,0,0,0,53
5118605,50,4,10,0,0,0,0,71
5118606,31,8,3,0,0,0,0,41
5118607,27,0,0,0,0,0,0,31
5118608,19,4,3,0,0,0,0,25
5118609,42,13,0,0,0,0,0,61
5118610,42,4,4,0,0,0,0,44
5118611,31,3,3,0,0,0,0,38
5118612,29,7,3,3,0,0,0,40
5118613,20,3,3,0,0,0,0,29
5118614,20,0,3,0,0,0,0,21
5118615,17,8,0,0,0,0,0,24
5118616,45,6,3,0,0,0,0,61
5118617,24,3,5,0,0,0,0,35
5118618,20,3,5,3,0,0,0,29
5118619,20,3,0,0,0,0,0,21
5118620,39,8,3,0,0,0,0,49
5118621,44,10,4,0,0,0,0,55
5118701,18,0,4,4,0,0,0,29
5118702,36,0,3,0,0,0,0,48
5118703,36,8,6,0,0,0,3,57
5118704,55,11,6,0,0,0,0,68
5118705,48,0,3,0,0,0,0,50
5118706,22,3,0,0,0,0,0,25
5118707,62,7,8,6,0,0,0,86
5118708,34,9,0,0,0,0,0,41
5118709,66,4,0,0,0,0,0,77
5118710,51,7,3,0,0,0,0,62
5118711,44,5,7,0,0,0,0,59
5118713,43,9,3,0,0,0,0,65
5118714,37,9,3,0,0,0,0,52
5118715,57,9,6,0,0,0,0,65
5118716,40,3,0,0,0,0,0,47
5118717,55,6,3,0,0,0,0,62
5118718,24,3,3,0,0,0,0,29
5118719,58,7,3,0,0,0,0,66
5118720,62,4,0,0,0,0,0,67
5118722,0,0,0,0,0,0,0,0
5118723,9,0,0,0,0,0,0,9
5118724,0,4,0,0,0,0,0,3
5118725,47,4,4,0,0,0,0,47
5118726,41,0,4,0,0,0,0,44
5118727,31,5,3,0,0,0,0,41
5118728,28,0,3,0,0,0,0,34
5118729,34,4,4,0,0,0,0,43
5118730,40,7,0,0,0,0,0,45
5118731,37,4,5,0,0,0,0,46
5118732,54,3,4,0,0,0,3,67
5118734,78,9,4,0,0,0,0,90
5118735,37,5,0,0,0,0,0,41
5118736,40,0,4,0,0,0,0,44
5118737,50,3,3,0,0,0,0,66
5118738,82,6,0,0,0,0,0,85
5118739,45,0,3,0,0,0,0,52
5118740,58,5,0,0,0,0,3,69
5118801,0,0,0,0,0,0,0,0
5118802,28,3,0,0,0,0,0,29
5118803,17,0,0,0,0,0,0,25
5118804,36,3,3,0,0,0,0,43
5118805,42,3,0,3,0,0,0,54
5118806,0,0,0,0,0,0,0,0
5118807,32,3,0,0,0,0,0,33
5118808,45,9,3,0,0,0,0,58
5118809,19,0,0,0,0,0,0,27
5118810,42,0,3,0,0,0,0,54
5118811,12,9,0,0,0,0,0,20
5118812,21,8,0,0,0,0,0,31
5118813,29,6,0,0,0,0,0,35
5118814,34,3,3,0,0,0,0,37
5118815,37,3,4,0,0,0,0,45
5118816,13,3,0,0,0,0,0,15
5118817,0,0,0,0,0,0,0,0
5118818,31,7,0,0,0,0,0,47
5118819,0,0,0,0,0,0,0,0
5118820,23,0,4,0,0,0,0,28
5118821,66,8,3,3,0,0,0,85
5118822,32,0,3,0,0,0,0,33
5118823,3,3,0,0,0,0,0,6
5118824,24,3,0,0,0,0,0,30
5118825,57,11,7,0,0,0,0,78
5118826,38,6,5,0,0,0,0,47
5118827,26,5,3,0,0,0,0,33
5118828,53,3,0,0,0,0,0,62
5118829,45,4,0,0,0,0,0,50
5118830,16,4,0,0,0,0,0,14
5118831,31,6,5,0,0,0,0,46
5118832,33,3,0,0,0,0,0,35
5118833,3,0,0,0,0,0,0,3
5118834,31,5,3,0,0,0,3,35
5118835,83,0,5,0,0,0,0,84
5118902,0,0,0,0,0,0,0,0
5118903,0,0,0,0,0,0,0,0
5119001,35,3,0,0,0,0,0,42
5119002,61,3,0,0,0,0,0,69
5119003,40,9,7,0,0,0,0,54
5119004,43,0,0,0,0,0,0,50
5119005,21,0,7,0,0,0,3,35
5119006,39,8,0,0,0,0,0,46
5119007,47,7,3,3,0,0,0,59
5119008,51,4,6,0,0,0,0,69
5119009,20,4,0,0,0,0,0,24
5119010,29,4,9,0,0,0,0,43
5119011,41,10,0,0,0,0,0,61
5119012,23,4,0,0,0,0,3,27
5119013,22,0,0,0,0,0,0,26
5119014,30,0,3,0,0,0,0,34
5119015,46,3,3,0,0,0,0,49
5119016,29,0,0,0,0,0,0,34
5119017,47,5,0,0,0,0,0,50
5119018,28,9,0,0,0,0,0,36
5119019,20,4,0,0,0,0,0,31
5119020,29,0,0,0,0,0,0,28
5119021,35,0,5,0,0,0,0,41
5119022,27,3,0,0,0,0,0,29
5119023,18,0,0,0,0,0,0,20
5119024,26,0,0,0,0,0,0,30
5119025,33,3,3,0,0,0,0,44
5119027,33,3,0,0,0,0,0,41
5119028,31,4,5,0,0,0,0,40
5119029,44,5,3,0,0,0,0,48
5119030,32,7,0,0,0,0,0,37
5119102,34,3,3,0,0,0,0,45
5119103,62,7,5,0,0,0,0,79
5119104,53,3,5,0,0,0,0,56
5119105,33,4,0,0,0,0,0,37
5119106,49,5,0,0,0,0,0,53
5119107,121,9,14,0,0,0,0,143
5119108,53,4,3,0,0,0,0,56
5119109,74,4,3,0,0,0,0,79
5119114,77,3,5,0,0,0,0,87
5119115,55,4,3,0,0,0,0,67
5119117,127,11,3,0,0,0,0,140
5119118,73,13,7,0,0,0,0,97
5119119,51,5,4,0,0,0,0,58
5119120,144,6,3,0,0,0,0,150
5119122,123,8,8,0,0,0,3,141
5119123,43,4,0,0,0,0,0,54
5119124,104,4,5,0,0,0,0,111
5119125,76,4,3,0,0,0,0,85
5119126,71,8,5,0,0,0,0,80
5119128,62,4,0,0,0,0,0,69
5119129,112,6,3,0,0,0,7,128
5119130,71,7,6,0,0,0,0,88
5119131,69,12,7,0,0,0,0,87
5119132,48,3,8,0,0,0,0,61
5119133,49,3,0,0,3,0,0,52
5119134,75,9,3,0,0,0,4,89
5119135,53,4,3,0,0,0,0,63
5119136,85,4,5,0,0,0,0,96
5119137,76,5,0,0,0,0,0,84
5119138,46,3,3,0,0,0,0,54
5119139,47,9,3,0,0,0,0,61
5119140,46,3,3,0,0,0,0,49
5119141,62,3,4,0,0,0,0,67
5119142,81,6,0,0,0,0,0,89
5119143,30,12,7,0,0,0,0,47
5119144,65,10,3,0,0,0,3,75
5119145,73,6,3,0,0,0,0,82
5119146,48,6,4,0,0,0,0,59
5119147,78,3,6,0,0,0,0,89
5119201,33,3,0,0,0,0,0,40
5119202,44,15,9,0,0,0,0,61
5119203,47,3,5,0,0,0,0,52
5119204,46,10,0,0,0,0,0,54
5119205,34,8,3,0,0,0,0,44
5119206,45,4,3,0,0,0,0,49
5119207,45,5,3,0,0,0,0,56
5119208,28,4,3,3,0,0,0,36
5119209,28,3,7,0,0,0,0,36
5119211,37,0,3,0,0,0,0,42
5119212,118,10,12,3,0,0,0,141
5119213,38,4,3,0,0,0,0,52
5119214,34,3,0,0,0,0,0,39
5119215,26,0,0,0,0,0,0,28
5119216,36,6,3,3,0,0,0,41
5119217,59,3,8,0,0,0,0,81
5119218,131,12,12,4,0,0,0,165
5119219,38,9,3,0,0,0,0,49
5119220,66,8,0,0,0,0,0,74
5119221,27,5,3,0,0,0,0,31
5119222,34,3,0,3,0,0,0,42
5119223,30,10,4,0,0,0,0,42
5119224,47,9,0,0,0,0,0,51
5119225,48,0,3,0,0,0,0,47
5119226,38,5,3,0,0,0,0,43
5119227,38,7,4,0,0,0,0,49
5119228,51,0,5,0,0,0,0,50
5119229,17,5,0,0,0,0,0,26
5119230,33,7,3,0,0,0,0,40
5119301,40,5,0,0,0,0,0,48
5119302,36,3,0,0,0,0,0,42
5119303,23,4,3,0,0,0,0,32
5119304,34,3,0,0,0,0,0,41
5119305,60,3,0,0,0,0,3,64
5119306,19,0,3,0,0,0,0,24
5119307,44,5,4,0,0,0,0,55
5119308,26,3,5,0,0,0,0,30
5119309,46,3,3,0,0,0,0,52
5119310,46,6,3,0,0,0,0,62
5119311,21,7,4,3,0,0,0,37
5119312,33,4,3,0,0,0,0,47
5119313,20,3,3,0,0,0,0,22
5119314,34,3,5,0,0,0,5,42
5119315,21,5,3,0,0,0,0,25
5119316,41,6,3,0,0,0,0,46
5119317,47,3,3,0,0,0,0,60
5119318,28,5,6,0,0,0,0,34
5119319,22,3,3,0,0,0,0,32
5119320,30,8,4,0,0,0,0,43
5119321,23,5,4,3,0,0,0,32
5119322,42,5,9,0,0,0,0,60
5119323,30,5,3,0,0,0,0,43
5119324,39,9,7,0,0,0,0,53
5119325,63,3,0,3,0,0,0,68
5119326,53,5,3,0,0,0,0,64
5119327,45,5,3,0,0,0,0,54
5119328,33,3,4,0,0,0,0,42
5122501,44,3,3,0,0,0,0,54
5122502,21,0,4,0,0,0,0,26
5122503,29,3,0,0,0,0,0,39
5122504,17,7,0,0,0,0,0,25
5122506,18,0,0,0,0,0,0,23
5122507,18,3,0,3,0,0,0,27
5122508,13,5,3,0,0,0,0,23
5122509,52,3,4,0,0,0,0,57
5122510,20,3,3,0,0,0,0,29
5122511,25,0,0,0,0,0,0,31
5122512,34,3,0,0,0,0,0,38
5122513,11,0,0,0,0,0,0,10
5122514,34,5,3,0,0,0,0,44
5122515,49,4,0,0,0,0,0,59
5122516,34,3,3,0,0,0,0,40
5122517,29,3,0,0,0,0,0,33
