SA2_MAINCODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
507041181,79,126,198,1046,1377,2427,0,0,0,104,107,208,13,18,27,2245,2813,5055,12,14,25,62,76,137,15,14,28,3,6,11,22,23,51,3,3,3,25,30,57,40,50,90,131,159,287,0,7,8,3,17,18,183,271,448,141,181,327,3,8,11,4069,5152,9228,43,40,80,45,54,95,8,7,14,3,0,6,6,8,14,12,16,33,22,26,50,2654,2360,5015,18,27,47,17,19,38,2690,2410,5096,553,630,1184,55,63,111,7558,8498,16060
507041182,175,255,427,700,877,1575,0,0,0,125,138,260,5,3,8,1637,1805,3443,10,13,21,49,60,117,12,16,26,5,8,16,18,14,36,12,3,18,47,51,95,44,56,97,154,164,316,4,5,16,7,11,15,149,239,390,161,200,362,8,5,15,3145,3669,6813,109,120,228,162,119,274,3,4,11,0,0,0,30,17,44,16,31,42,44,44,88,1785,1603,3388,17,19,38,14,6,20,1814,1627,3449,795,861,1650,114,183,293,6366,6873,13238
507041183,35,46,82,255,368,624,0,0,0,40,33,73,0,0,0,485,583,1066,9,7,13,14,19,27,12,13,22,3,5,4,11,10,18,0,0,0,7,13,21,24,26,47,24,59,80,0,3,3,3,3,9,23,52,76,48,70,115,3,4,11,947,1261,2209,16,18,36,9,13,31,0,0,0,0,0,0,8,6,9,4,9,18,8,12,24,977,963,1940,8,10,15,3,4,5,987,979,1962,205,226,427,11,24,35,2222,2584,4804
507041184,156,198,348,336,356,692,0,0,0,83,88,169,14,16,29,784,823,1611,8,5,16,23,20,35,7,3,9,4,0,3,4,3,9,0,0,4,23,15,40,38,36,80,115,119,237,3,4,9,4,6,11,60,77,146,117,158,273,0,3,3,1630,1742,3364,61,53,115,30,22,58,0,0,0,0,0,0,19,15,33,15,13,27,32,27,66,787,686,1473,4,0,7,0,3,4,794,690,1484,180,183,367,43,56,100,2928,2974,5898
507051185,94,160,252,2193,2664,4853,0,0,0,228,268,498,0,0,0,2541,2948,5491,41,48,83,45,54,99,110,145,254,85,101,180,58,85,148,20,20,40,87,116,209,188,224,408,317,350,666,31,33,61,41,42,74,311,432,736,620,757,1375,26,39,64,6925,8313,15236,146,132,280,108,117,223,6,3,13,5,5,6,66,56,123,30,45,75,104,108,209,6244,6104,12344,66,55,118,15,32,52,6319,6185,12508,1529,1573,3105,83,138,224,15319,16735,32046
507051186,38,56,96,708,806,1518,0,0,0,58,73,132,0,0,0,680,764,1450,17,18,35,23,28,49,36,43,79,20,24,45,7,16,24,0,0,0,20,29,49,25,35,59,103,102,208,21,21,36,10,3,12,60,98,156,117,149,267,10,8,14,1917,2219,4133,29,19,49,36,30,68,0,3,0,0,0,0,6,7,13,23,34,55,24,39,63,1644,1501,3142,24,15,39,6,13,27,1675,1532,3211,415,435,852,12,14,29,4144,4352,8494
507051187,45,83,130,1103,1350,2460,0,0,0,74,100,177,0,0,0,1051,1226,2274,21,23,45,46,55,97,46,60,107,25,32,53,57,66,122,3,3,4,51,55,104,82,77,162,112,143,250,10,17,26,9,19,23,107,134,237,270,283,547,3,3,8,3070,3631,6702,27,23,51,38,28,61,0,4,6,0,0,3,7,4,13,16,27,45,30,36,66,2491,2442,4940,18,20,41,8,14,20,2518,2479,4999,592,632,1220,21,47,64,6336,6963,13302
507051188,98,148,242,1311,1567,2877,0,0,0,78,110,188,0,0,0,1544,1615,3160,19,24,43,73,68,140,33,52,86,13,12,28,37,46,80,0,0,0,42,45,85,49,62,109,192,199,387,28,26,56,10,21,29,165,234,395,191,220,407,12,7,21,3788,4307,8095,33,32,65,54,37,89,4,3,4,0,0,0,18,5,25,33,57,84,47,65,115,2740,2217,4958,29,11,45,14,21,33,2786,2253,5040,1419,865,2282,73,60,128,8302,7755,16059
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,0,0,3,8,8
507051190,38,76,116,1064,1211,2268,0,0,0,69,84,154,0,0,0,998,1030,2034,24,43,68,28,29,57,30,37,67,13,17,27,22,24,50,0,0,0,32,39,68,38,47,87,114,129,248,19,25,46,7,3,8,127,209,338,185,203,383,4,3,7,2768,3125,5897,15,19,40,9,11,23,6,10,18,0,0,0,7,3,11,18,38,51,23,38,63,2106,1898,3999,16,16,27,9,14,23,2126,1922,4055,424,423,839,27,18,44,5437,5653,11092
507051191,37,93,126,1680,1918,3601,0,0,0,155,189,343,0,0,0,1575,1759,3329,14,14,33,17,32,51,44,60,105,23,36,62,37,30,70,0,0,0,45,49,89,62,64,123,170,178,350,12,16,25,3,12,20,178,206,386,353,378,730,15,21,37,4383,4963,9345,19,12,28,37,37,70,3,3,3,0,0,0,0,0,0,18,31,52,18,31,52,3916,3638,7557,25,24,51,19,17,38,3961,3674,7639,729,755,1484,45,60,103,9229,9632,18863
507051192,57,81,144,999,1119,2120,0,0,0,139,148,283,0,0,0,1035,1216,2257,19,20,37,43,37,81,25,35,58,48,60,112,22,26,46,3,0,4,35,47,86,63,89,153,133,141,270,9,15,28,15,19,26,104,142,244,225,214,445,11,6,19,2937,3331,6273,16,29,43,34,27,64,0,0,0,0,0,0,8,3,10,26,38,66,38,44,81,2266,2101,4365,24,17,45,13,12,17,2301,2129,4428,518,520,1033,25,30,48,5928,6191,12119
507051193,33,84,117,879,997,1876,0,0,0,73,75,148,0,0,0,745,912,1652,19,27,46,14,22,37,32,30,63,20,16,34,31,47,77,0,0,0,25,25,48,45,44,90,123,114,236,27,32,60,6,16,19,90,114,206,159,148,302,8,13,19,2295,2629,4919,14,7,18,23,23,49,0,0,3,0,0,3,7,0,8,20,26,47,28,31,58,2086,1953,4046,26,16,41,17,19,29,2123,1992,4119,532,547,1085,23,26,45,5070,5339,10407
509011225,59,88,145,1004,1390,2395,0,0,0,203,255,457,26,27,52,934,1080,2015,28,39,68,21,15,32,27,48,77,11,23,32,33,50,80,3,4,12,46,50,98,72,107,179,185,211,395,7,24,35,27,29,57,215,381,597,218,294,509,6,7,12,3063,4036,7096,43,30,74,34,16,53,4,4,9,3,0,3,12,9,25,34,54,88,50,68,114,2697,2582,5280,37,28,63,8,27,37,2744,2637,5383,656,691,1343,108,127,232,6756,7691,14452
509011226,18,16,31,284,295,579,0,0,0,34,36,73,0,0,0,162,180,343,4,3,8,5,0,10,3,6,15,4,3,7,3,5,10,0,0,0,0,8,7,32,24,52,57,57,109,3,7,9,5,0,8,52,62,123,61,65,131,0,0,0,719,760,1480,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,3,5,12,3,5,12,763,648,1415,6,4,12,4,3,11,773,657,1436,186,183,370,7,13,20,1719,1643,3363
509011227,12,16,31,389,416,802,0,0,0,66,68,134,4,0,4,232,282,522,13,16,32,3,5,9,8,13,19,4,5,12,7,9,12,0,0,3,15,11,29,42,50,93,44,51,98,3,8,16,3,4,4,89,127,214,96,104,203,3,0,3,1032,1180,2211,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,14,20,12,16,28,968,917,1887,8,5,13,3,5,11,978,927,1907,212,179,387,3,12,15,2248,2337,4582
509011228,44,46,93,403,438,843,0,0,0,36,35,70,0,0,0,278,285,566,4,3,11,7,0,9,25,38,65,4,8,12,11,18,29,0,0,0,8,5,20,3,4,9,38,45,86,3,5,8,8,8,17,59,91,152,51,72,125,4,4,10,959,1061,2019,5,8,16,0,0,0,4,3,6,0,0,0,0,0,3,13,39,54,16,38,56,1400,1312,2720,16,19,33,12,24,38,1437,1359,2790,370,399,769,18,11,28,2852,2928,5774
509011229,5,4,11,240,224,470,0,0,0,69,53,126,54,52,100,205,169,370,5,4,9,3,0,3,3,0,7,3,4,5,11,11,16,0,0,0,8,10,15,0,0,0,28,22,54,3,3,7,0,3,3,73,66,142,51,35,82,0,5,3,756,662,1421,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,5,6,13,5,6,13,534,418,948,0,0,3,4,3,6,533,419,959,249,178,431,7,11,17,1558,1286,2843
509011230,37,38,74,252,284,544,0,0,0,216,220,433,0,0,0,278,278,557,3,4,8,4,3,3,18,27,54,7,3,6,44,27,72,0,0,0,16,24,39,16,13,27,30,20,48,15,12,19,8,8,16,56,64,115,67,77,145,4,4,7,1032,1076,2107,14,7,23,224,181,401,0,0,0,0,0,0,0,0,0,5,9,13,3,9,8,665,535,1193,3,3,4,0,0,0,669,533,1203,339,337,673,14,15,30,2330,2192,4528
509011231,7,16,23,441,444,883,0,0,0,144,132,273,0,0,0,309,295,603,8,7,10,0,6,9,15,10,29,0,0,0,18,15,38,0,0,0,0,3,8,10,12,21,31,33,64,0,9,5,3,3,5,85,122,203,69,60,134,3,3,5,1127,1163,2290,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,5,7,13,3,9,11,638,522,1163,3,3,8,4,0,4,644,525,1175,275,279,554,15,12,25,2076,2006,4085
509011232,7,11,17,257,302,562,0,0,0,34,34,67,0,0,3,165,180,350,0,3,5,0,0,0,6,13,22,5,0,4,3,9,7,0,0,0,10,10,19,9,5,19,41,65,110,3,3,9,4,4,3,52,64,113,48,59,104,3,0,3,637,755,1397,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,6,17,26,6,17,26,750,609,1356,7,9,14,4,3,10,765,614,1375,543,113,660,5,14,13,1964,1536,3497
509011233,14,30,38,733,837,1566,0,0,0,208,191,401,20,17,40,662,701,1368,34,28,54,3,11,15,41,46,81,14,20,35,14,43,56,0,0,0,37,49,85,83,93,177,204,243,448,28,28,57,20,27,48,158,208,366,246,301,540,3,4,3,2502,2849,5352,7,3,19,4,5,8,0,0,4,0,0,0,5,3,9,17,43,61,22,47,66,1953,1743,3698,22,19,34,16,15,32,1992,1775,3767,480,435,916,13,23,38,5031,5178,10203
509011234,13,10,25,444,470,917,0,0,0,89,97,187,3,3,5,229,278,506,0,0,0,0,0,3,13,22,35,9,4,16,3,14,18,0,0,0,8,10,15,17,21,35,44,37,87,0,3,4,14,17,32,73,77,153,113,128,244,0,0,0,1063,1185,2248,4,3,9,68,34,94,0,0,0,0,0,0,4,3,8,15,19,32,19,25,40,987,856,1841,3,6,9,6,5,10,997,861,1867,414,290,703,11,10,22,2586,2422,5006
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,10,28,46,555,624,1181,0,0,0,26,34,62,0,0,0,511,501,1016,3,4,12,5,3,8,6,5,12,0,0,0,8,8,12,0,0,0,14,18,28,19,23,38,40,51,90,13,7,19,8,12,22,74,70,146,76,88,159,0,0,3,1354,1459,2811,3,0,0,4,5,12,3,3,8,0,0,0,0,0,0,3,10,16,5,13,15,946,862,1808,4,9,14,4,4,11,961,869,1828,294,280,576,7,10,21,2644,2668,5314
509021237,9,3,12,444,446,887,0,0,0,19,13,39,56,41,97,366,352,720,3,3,4,4,3,6,4,6,18,0,0,0,0,6,5,3,3,7,12,15,27,3,9,14,36,41,76,3,6,14,8,11,21,152,164,320,43,65,110,0,0,0,1166,1187,2352,5,0,5,0,4,3,3,0,3,3,0,3,0,0,0,0,3,8,0,3,5,656,501,1152,4,0,5,3,3,6,658,501,1164,280,234,521,8,8,13,2133,1948,4078
509021238,9,8,20,462,519,982,0,0,0,17,19,38,0,0,0,380,380,758,6,4,18,3,0,3,14,11,24,0,0,0,8,5,8,0,0,0,4,4,11,4,3,4,33,41,72,5,5,12,0,3,3,123,117,238,47,47,89,3,5,8,1106,1168,2273,3,0,3,0,0,5,0,0,3,0,0,0,0,0,0,9,11,17,9,11,17,696,529,1231,7,4,13,0,4,4,704,536,1244,204,171,373,4,6,11,2038,1900,3939
509021239,44,64,103,931,934,1868,0,0,0,38,42,73,0,0,0,741,718,1461,6,6,17,13,11,23,20,26,43,6,12,17,18,16,29,0,0,0,25,20,45,37,29,64,100,103,195,5,6,17,10,16,27,180,198,375,95,121,214,0,0,0,2220,2249,4471,5,3,5,11,8,20,0,0,0,0,0,0,0,0,0,9,17,22,9,18,25,1598,1233,2836,16,15,27,6,17,16,1622,1265,2884,499,422,922,115,141,253,4519,4170,8682
509021240,5,9,14,442,513,951,0,0,0,20,15,36,0,0,0,497,533,1027,48,52,99,3,7,7,9,18,27,4,6,6,3,4,8,0,0,0,8,7,12,5,15,17,36,30,61,7,11,25,41,41,87,119,149,268,75,76,149,3,0,3,1322,1468,2785,4,0,4,3,3,3,0,0,0,0,0,0,0,0,0,10,11,22,10,11,22,1015,665,1675,12,3,10,4,8,6,1029,672,1697,265,235,500,55,20,73,2693,2415,5112
509021241,8,12,19,545,574,1121,0,0,0,59,43,104,50,45,90,505,481,985,3,3,4,7,4,8,3,5,11,0,0,0,3,13,20,0,0,0,10,11,14,8,5,17,27,31,61,0,3,5,11,12,21,81,110,192,59,66,125,9,5,10,1386,1407,2794,3,0,4,3,3,6,0,0,3,0,0,0,0,0,0,0,5,8,0,6,10,806,562,1365,10,3,12,3,3,5,815,565,1384,334,237,573,31,21,54,2578,2254,4834
509021242,18,10,26,433,283,719,0,0,0,22,7,29,0,0,0,448,321,768,27,32,59,4,3,7,3,10,10,0,3,5,3,3,6,0,0,0,6,6,12,4,0,6,59,40,100,6,0,3,3,3,11,73,91,165,76,66,140,3,4,6,1177,868,2049,0,0,5,9,0,7,0,0,4,0,0,0,0,0,0,7,0,3,7,0,8,722,374,1093,10,3,10,3,0,3,734,377,1107,454,206,657,21,19,45,2419,1490,3908
509021243,25,39,64,948,1043,1994,0,0,0,67,93,154,71,70,144,1081,1167,2252,46,48,86,23,23,52,58,73,136,3,11,13,21,27,49,7,3,10,21,27,52,32,34,65,67,81,147,29,40,72,15,18,35,133,194,324,126,161,290,7,6,13,2755,3130,5882,17,12,32,21,11,29,0,0,4,4,0,3,3,4,12,18,30,46,19,39,57,1748,1489,3233,15,19,40,5,15,22,1768,1525,3289,1088,618,1705,21,19,37,5718,5391,11107
509021244,26,33,57,440,493,928,0,0,0,43,49,92,3,0,3,348,327,676,0,3,5,9,5,13,23,24,51,0,4,3,11,15,24,0,0,0,13,13,23,0,3,3,39,37,79,3,6,10,10,13,24,60,80,139,54,70,121,3,0,3,1051,1144,2198,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,10,17,29,10,17,29,805,714,1517,8,3,11,4,8,12,813,728,1538,254,271,520,3,7,9,2168,2202,4366
509021245,12,18,31,594,667,1266,0,0,0,38,40,84,0,0,0,381,364,744,15,24,42,4,8,13,10,22,29,3,7,6,5,10,19,0,0,0,8,15,19,4,0,8,53,35,86,22,27,48,10,10,19,107,129,232,58,91,149,12,12,18,1319,1460,2782,0,3,3,3,0,5,0,0,0,0,0,0,0,0,0,7,15,23,7,15,23,878,772,1654,3,3,12,9,8,16,892,784,1675,357,328,678,17,16,35,2613,2620,5233
509031246,10,9,15,429,437,863,0,0,0,44,52,99,0,0,0,227,266,488,16,14,29,0,0,4,19,23,42,0,0,0,7,5,8,0,0,0,9,14,23,8,9,11,29,49,75,3,0,3,3,9,9,130,135,265,36,47,87,0,0,0,954,1052,2006,6,3,6,0,0,3,0,0,0,0,0,0,4,3,4,6,8,15,6,8,13,602,463,1072,3,0,4,3,3,6,610,467,1083,243,228,474,4,5,16,1842,1777,3618
509031247,7,4,13,511,436,951,0,0,0,28,29,57,0,0,0,418,377,794,9,7,10,5,5,11,17,19,35,3,4,4,3,13,12,0,0,0,7,7,9,9,10,13,47,46,96,3,3,3,8,13,19,181,144,331,59,49,108,0,0,0,1305,1158,2461,0,3,7,6,3,10,0,3,3,0,0,0,0,0,0,9,10,14,8,7,14,782,566,1355,3,0,7,3,0,4,792,568,1361,295,209,499,18,23,41,2433,1979,4406
509031248,16,9,28,320,282,601,0,0,0,28,17,48,0,0,0,286,196,484,3,4,9,4,0,4,3,6,7,0,0,3,5,3,10,0,0,0,9,8,17,21,17,41,24,15,37,4,3,9,8,10,14,27,23,52,51,38,89,5,3,7,796,630,1426,6,6,17,8,3,15,0,0,0,0,0,0,3,0,4,9,5,17,13,5,17,698,458,1161,6,6,12,6,0,6,709,468,1178,215,142,355,8,10,13,1781,1274,3053
509031249,8,26,38,376,449,827,0,0,0,88,103,194,0,0,0,446,452,898,5,3,6,3,8,12,30,48,71,5,5,10,13,17,31,0,0,0,7,3,12,26,25,50,32,34,66,9,30,38,3,10,9,113,162,270,77,79,153,4,7,7,1234,1432,2668,12,17,27,7,4,14,0,0,0,3,0,4,0,0,0,0,10,10,3,10,19,734,663,1396,3,0,7,0,3,12,737,669,1410,273,286,558,11,10,17,2293,2452,4749
509031250,13,17,31,526,520,1043,0,0,0,70,87,151,0,0,0,361,365,723,0,0,3,0,3,0,15,13,31,5,7,11,8,12,21,3,0,4,15,4,17,8,10,16,35,31,69,10,3,10,10,6,18,140,180,323,64,63,123,3,0,3,1267,1307,2579,5,0,4,0,0,0,0,0,3,0,0,0,0,0,0,6,9,15,4,9,12,798,672,1464,8,8,19,0,8,4,810,686,1494,335,277,612,18,8,28,2454,2313,4766
510011262,85,155,239,1191,1321,2507,0,0,0,85,112,193,0,3,3,2137,2395,4532,14,11,24,22,17,42,35,30,59,13,7,27,37,47,83,4,0,4,34,43,74,55,64,127,161,166,323,7,21,28,24,27,54,285,329,619,139,160,301,3,7,12,4246,4749,8996,36,25,60,44,35,84,13,15,31,10,9,19,6,3,9,17,7,23,31,23,54,3406,3093,6499,20,13,33,12,28,40,3434,3135,6575,1533,1460,2996,255,322,583,9695,9913,19608
510011263,13,27,45,349,381,723,0,0,0,52,42,94,0,0,0,740,804,1553,17,14,26,12,5,13,7,13,18,3,4,6,9,12,21,0,0,0,584,609,1197,56,101,157,74,71,140,4,3,6,33,38,70,169,246,418,435,454,884,4,5,11,2560,2797,5359,6,12,17,11,3,13,0,0,0,109,84,193,10,5,14,9,7,13,122,100,227,1262,1044,2300,10,5,16,0,3,8,1267,1052,2320,833,720,1554,85,91,177,4901,4805,9705
510011264,11,6,17,97,94,189,0,0,0,35,42,75,0,0,0,455,509,970,3,3,6,3,3,4,0,0,0,3,0,3,6,0,3,0,0,0,175,189,369,134,135,274,19,13,32,0,0,3,7,0,6,78,90,165,79,68,150,0,0,0,1095,1154,2255,7,4,13,6,0,9,3,0,3,10,17,33,0,0,0,0,4,4,15,22,34,318,284,599,3,3,3,0,0,0,321,288,604,449,435,893,76,58,133,1986,1969,3959
510011265,32,56,96,598,636,1231,0,0,0,72,63,138,0,0,3,1093,1185,2276,3,8,13,7,12,19,15,9,21,12,8,22,23,34,56,0,0,0,60,86,145,58,74,126,94,101,189,7,10,12,3,5,12,168,181,348,143,132,280,3,3,15,2356,2550,4901,17,9,32,15,4,18,3,4,5,23,13,39,0,0,0,6,18,24,31,29,62,1860,1567,3428,9,4,17,3,10,16,1875,1584,3458,864,855,1718,188,159,347,5380,5258,10639
510011266,8,14,21,234,245,473,0,0,0,45,56,102,0,0,0,632,618,1253,6,4,10,0,5,3,0,0,0,0,0,0,3,9,14,0,0,0,35,46,87,49,62,110,40,36,74,5,3,8,5,3,6,64,63,129,55,72,129,0,4,3,1179,1231,2410,0,0,0,0,0,0,0,0,4,9,6,20,0,0,0,0,3,3,9,12,25,432,370,805,3,3,5,0,0,0,441,375,818,271,244,513,38,42,79,1942,1918,3864
510021267,92,34,123,1025,235,1257,0,0,0,151,73,217,0,0,0,1719,392,2113,10,6,17,46,11,50,11,8,17,21,15,31,77,60,139,3,0,3,39,5,41,64,31,95,156,35,196,8,0,11,115,113,228,182,57,243,185,63,248,14,3,19,3820,1104,4928,53,5,64,45,4,50,6,0,6,83,75,160,4,0,4,31,12,36,122,79,198,3144,909,4052,41,4,43,12,3,19,3195,919,4121,2894,689,3587,78,19,97,10301,2860,13168
510021268,31,49,81,329,231,562,0,0,0,72,62,128,0,0,0,610,462,1069,5,5,12,18,21,38,0,8,5,6,3,12,13,0,12,0,0,0,12,4,11,23,16,37,30,14,45,5,4,4,11,17,29,60,59,116,101,77,179,10,11,22,1312,990,2301,29,20,46,25,12,39,0,0,4,0,0,0,4,0,4,8,3,6,10,4,16,1074,722,1798,11,3,21,0,3,3,1089,732,1827,1081,371,1449,28,29,63,3609,2216,5817
510021269,33,36,69,425,248,677,0,0,0,58,36,97,0,0,4,753,516,1269,0,0,0,17,14,31,11,11,22,7,10,12,17,16,28,7,3,9,11,9,18,36,38,75,66,26,95,0,0,3,5,5,9,82,70,151,90,68,160,5,5,12,1607,1066,2680,25,14,38,25,17,46,0,3,7,3,0,4,3,0,3,8,8,9,11,7,15,1196,712,1910,3,5,15,3,0,3,1202,724,1924,631,339,976,55,31,82,3603,2244,5840
510021270,64,84,146,469,426,891,0,0,0,79,74,154,0,0,0,1097,936,2027,10,16,29,23,14,35,31,23,55,23,34,62,17,18,28,0,0,0,23,11,31,71,91,164,72,54,129,3,0,5,20,26,42,96,97,186,149,185,332,10,10,21,2187,2017,4197,48,45,96,221,201,421,3,0,4,5,10,16,3,3,8,14,18,29,25,23,49,1830,1433,3264,13,10,29,0,4,3,1847,1450,3297,1253,910,2162,49,54,101,5683,4795,10475
510031271,350,85,440,2278,721,2998,0,0,0,239,74,316,0,0,0,3912,1056,4963,25,14,33,103,7,112,23,24,49,45,11,60,71,20,89,7,0,7,91,17,107,94,24,118,393,78,472,11,6,17,37,9,47,348,153,498,403,153,550,30,10,41,8097,2375,10469,178,28,207,158,17,181,9,4,13,62,43,103,12,3,15,49,19,71,123,68,182,5914,1753,7665,49,16,67,22,10,35,5985,1782,7765,4627,974,5605,413,107,523,19951,5433,25391
510031272,133,163,291,1166,957,2119,0,0,0,156,161,319,5,0,5,1947,1755,3707,32,19,48,34,39,67,37,37,74,53,47,103,27,17,50,0,0,0,34,42,76,57,43,99,139,127,265,14,22,37,38,35,72,161,177,341,224,199,425,30,32,61,4162,3708,7864,118,96,210,86,63,148,5,0,10,4,3,11,11,4,16,24,28,53,38,36,70,3472,2616,6084,24,17,46,10,6,24,3509,2645,6153,1794,1044,2835,116,102,219,9950,7854,17802
510031273,58,37,95,540,394,937,0,0,0,41,32,72,0,0,0,829,498,1328,8,6,14,10,3,20,23,13,35,4,7,8,17,11,26,0,0,0,10,6,19,95,108,206,75,40,115,4,5,14,10,8,17,92,65,164,112,90,204,7,3,4,1882,1290,3174,25,11,36,23,7,28,7,3,8,23,14,37,0,0,0,6,3,8,30,20,50,1547,826,2373,18,4,18,4,3,9,1566,837,2400,1284,324,1609,48,18,69,4912,2548,7460
511011274,26,56,79,979,1120,2098,0,0,0,98,97,195,0,0,0,916,1062,1977,19,25,49,5,10,13,38,65,103,4,8,15,57,70,128,0,0,0,36,39,79,46,67,116,103,110,204,9,21,26,47,43,96,213,297,509,298,315,611,4,7,12,2877,3365,6241,9,4,12,3,0,5,0,4,4,5,6,6,8,3,13,8,18,28,21,25,49,2178,1831,4006,28,13,40,10,11,20,2211,1853,4065,789,731,1523,21,32,57,5963,6067,12031
511011275,6,7,14,345,300,646,0,0,0,31,24,52,0,0,5,284,229,512,4,0,4,0,0,5,3,6,9,0,3,6,38,28,68,0,0,3,20,14,28,23,26,45,63,45,108,3,3,5,6,3,5,105,78,184,119,112,232,0,0,0,1045,880,1925,3,0,3,3,4,5,3,0,3,0,0,0,0,0,0,11,11,17,11,11,17,728,533,1261,16,3,21,0,3,3,741,543,1286,417,314,734,5,15,22,2235,1765,4003
511021276,77,70,146,480,476,952,0,0,0,26,26,53,0,0,0,721,779,1502,42,57,102,3,6,11,22,29,48,3,3,6,13,18,27,0,0,0,17,8,25,15,24,36,83,71,149,3,6,11,8,5,12,92,107,201,48,53,98,0,3,6,1577,1671,3245,19,16,32,3,3,6,0,0,0,7,0,9,0,0,0,4,3,9,12,6,11,1022,794,1822,4,3,10,3,0,6,1034,807,1836,603,521,1119,45,64,103,3361,3146,6503
