SA2_MAINCODE_2016,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24,P_Grad_Dip_Cer_25_34,P_Grad_Dip_Cer_35_44,P_Grad_Dip_Cer_45_54,P_Grad_Dip_Cer_55_64,P_Grad_Dip_Cer_65_74,P_Grad_Dip_Cer_75_84,P_Grad_Dip_Cer_85_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
507011260,20,15,15,9,0,0,68,3,5,21,10,9,3,3,0,56,33,78,74,79,62,28,5,0,353,11,24,32,59,53,27,9,0,226,37,45,42,68,73,55,9,3,335,9,3,3,3,3,4,0,0,21,0,4,4,5,14,7,3,0,39,40,47,50,75,91,71,9,3,391,6,0,0,0,6,3,0,0,24,31,19,4,24,21,20,10,3,131,131,183,195,257,262,162,33,11,1241
507021164,104,130,112,53,19,0,480,4,27,50,78,74,26,3,0,264,101,239,355,390,296,139,39,4,1576,25,73,111,148,127,80,41,15,624,69,103,89,143,106,57,22,10,605,13,6,11,9,6,4,0,0,45,5,13,15,30,17,23,12,3,112,88,125,113,186,129,88,31,12,765,3,8,6,10,17,4,3,3,52,51,59,65,74,61,45,61,64,487,270,581,809,1019,816,442,209,101,4246
507021165,268,285,196,139,36,6,1182,3,106,126,108,119,47,13,0,531,186,885,669,521,451,267,95,21,3096,64,199,178,241,251,177,61,4,1177,116,338,244,237,223,133,73,19,1386,18,21,15,12,19,10,0,0,85,12,26,24,34,40,36,15,3,197,149,388,280,281,280,175,89,25,1665,0,12,23,17,29,19,14,9,114,187,397,320,301,285,251,193,112,2038,601,2244,1856,1763,1610,1072,495,180,9809
507021166,176,220,144,75,14,3,776,8,58,78,99,77,38,8,0,366,120,651,564,469,336,171,42,17,2365,42,178,213,237,199,120,31,11,1027,114,285,255,317,286,142,112,19,1547,27,21,16,14,8,11,0,0,97,12,19,29,45,53,40,12,10,222,157,325,307,386,350,190,124,28,1872,3,16,14,23,22,19,11,3,105,113,166,157,156,178,130,115,85,1112,442,1536,1507,1588,1302,750,352,153,7624
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,10
507031169,141,42,21,6,0,0,441,6,57,73,21,16,3,4,0,183,112,682,537,180,80,28,3,0,1630,87,344,275,171,74,39,9,0,996,258,664,455,305,154,64,28,0,1922,58,46,27,11,8,0,4,0,155,19,52,44,29,17,11,0,3,180,335,764,523,338,182,80,29,3,2255,8,22,21,12,10,3,0,0,74,108,193,167,63,63,42,17,3,658,670,2291,1737,843,451,197,58,4,6243
507031170,27,13,4,5,5,0,69,0,18,16,9,8,4,0,0,53,22,115,105,78,50,17,11,3,392,35,91,86,74,57,23,12,6,376,157,264,236,192,140,78,66,19,1143,50,27,16,19,7,3,0,0,126,5,26,26,30,15,16,7,8,138,214,313,275,247,168,94,73,26,1400,5,4,3,6,9,5,3,0,43,124,104,113,108,90,91,85,43,761,403,660,622,534,381,234,185,79,3092
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,3,4,0,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,3,9,0,7,5,0,0,0,32
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,15,0,5,0,10,8,0,0,0,19
507031174,27,17,7,0,0,0,95,7,14,16,24,11,3,0,0,74,24,160,153,78,45,25,6,0,498,54,121,135,93,90,33,5,4,527,196,371,312,288,210,125,69,15,1585,48,43,23,19,13,4,3,0,155,25,26,37,37,29,25,10,0,194,266,440,377,347,250,157,79,15,1933,3,12,3,6,15,9,3,0,61,147,174,156,197,146,149,105,30,1101,504,954,869,752,571,382,210,47,4285
507031261,38,12,9,8,0,0,126,4,43,12,10,11,3,0,0,87,36,291,135,63,44,22,4,0,597,34,102,84,62,52,23,7,0,358,146,273,157,157,126,55,15,0,934,18,18,8,7,3,3,0,0,61,10,14,22,16,13,11,0,0,79,172,306,183,175,144,60,15,0,1071,0,10,6,8,6,3,0,0,33,238,435,284,125,54,53,11,3,1209,488,1241,748,464,321,167,39,10,3477
507041175,224,171,152,93,33,8,824,3,44,71,93,85,34,11,7,343,210,501,545,443,411,252,99,36,2492,40,100,123,180,221,148,75,22,916,93,121,87,153,142,79,72,29,773,18,10,5,7,13,5,3,0,60,7,12,30,33,29,35,25,6,161,112,145,125,188,183,123,90,30,997,3,6,7,17,25,25,12,9,107,68,78,58,53,91,65,92,80,581,450,987,1150,1158,1160,740,415,196,6251
507041176,74,63,43,20,8,0,243,0,10,22,25,15,10,0,0,82,95,184,186,142,120,64,22,3,812,25,33,54,58,64,54,16,3,308,33,52,40,62,50,38,32,5,316,3,3,0,3,3,0,5,0,18,4,4,3,20,15,15,3,0,68,44,59,49,90,68,54,36,5,405,0,0,3,3,12,7,3,0,23,20,10,15,18,21,25,19,18,150,179,337,400,395,335,242,106,32,2029
507041177,172,135,128,56,16,3,608,3,80,92,111,80,41,13,0,420,147,625,593,460,287,173,74,9,2379,53,150,238,251,206,130,59,27,1110,141,280,266,290,226,188,88,43,1525,21,17,12,13,14,6,0,3,92,15,22,44,43,40,34,23,8,225,173,315,316,345,280,233,117,59,1841,3,13,17,15,25,25,14,5,112,82,110,96,115,104,100,150,149,896,470,1399,1526,1432,1106,744,443,254,7376
507041178,279,241,150,90,28,5,957,12,63,83,108,86,49,11,5,418,226,678,654,606,430,270,130,51,3051,73,118,186,265,241,185,108,43,1229,123,187,190,225,171,136,74,39,1144,22,9,10,9,15,7,3,3,85,13,16,23,51,42,49,29,18,233,156,206,226,289,225,188,110,60,1464,11,15,17,17,24,27,7,10,122,87,105,98,97,98,99,90,69,746,590,1326,1556,1623,1251,901,488,244,7985
507041179,137,127,85,65,13,5,495,4,32,58,46,49,25,13,3,231,135,327,317,267,215,163,46,10,1481,32,63,87,108,135,128,67,29,644,63,74,95,113,110,83,52,29,627,12,6,8,5,3,7,3,0,50,5,4,12,19,23,38,19,5,123,79,85,110,144,144,127,71,36,804,3,6,13,12,9,15,6,4,72,15,22,27,23,43,69,104,136,431,272,598,761,730,673,587,321,226,4163
507041180,111,112,126,54,3,0,481,10,39,60,67,77,17,0,0,268,178,430,400,344,360,140,36,5,1896,54,102,172,211,254,153,31,9,990,128,186,187,225,265,111,45,15,1163,26,9,17,12,12,3,4,0,80,7,17,23,35,53,29,10,0,177,169,210,215,276,329,150,56,16,1422,3,9,16,22,32,9,7,0,93,33,44,35,46,52,48,30,13,300,449,910,1015,1070,1230,569,164,52,5447
507041181,204,189,116,76,26,7,737,9,56,92,109,84,42,9,3,398,214,598,741,643,387,204,108,31,2923,67,162,262,295,247,171,98,39,1339,144,243,296,374,241,157,125,50,1623,26,16,13,22,14,6,7,4,102,14,24,44,64,53,44,30,13,290,182,278,350,452,308,203,167,62,2015,3,16,23,28,19,16,14,13,129,106,83,89,113,103,93,154,143,891,588,1315,1766,1829,1256,801,571,308,8425
507041182,148,100,96,48,19,7,591,17,42,45,59,50,16,11,3,247,259,632,394,304,304,170,69,26,2165,130,148,161,177,195,138,78,29,1052,173,203,154,240,253,161,99,32,1317,44,16,13,14,13,9,0,0,111,17,18,26,40,53,26,18,9,204,227,243,191,296,320,204,117,45,1638,14,17,12,15,18,11,11,0,105,144,164,100,107,171,210,263,245,1403,788,1418,1053,1062,1156,793,576,350,7195
507041183,39,26,13,8,3,0,126,3,31,19,25,13,8,0,0,107,45,225,176,102,52,19,12,5,637,17,67,88,71,49,30,9,7,328,61,130,121,96,60,42,33,11,551,3,13,7,6,8,4,0,0,38,3,6,12,13,16,10,15,3,88,67,148,141,122,81,59,47,18,671,3,7,8,7,0,3,4,5,31,50,58,44,48,41,39,46,30,361,182,570,522,398,239,168,125,63,2259
507041184,80,94,91,36,8,0,364,4,21,29,40,37,15,0,0,149,147,273,247,262,219,131,34,9,1318,35,51,47,96,139,82,24,4,483,43,47,51,82,95,61,19,6,416,14,6,0,3,6,10,0,0,38,8,3,7,19,21,19,10,3,92,65,61,67,105,124,89,33,9,540,3,3,4,13,17,18,4,4,67,23,26,19,19,40,40,12,6,190,278,477,496,631,670,404,118,38,3119
507051185,128,81,35,18,3,0,397,12,95,92,68,28,16,0,0,316,160,785,702,373,165,83,26,9,2304,190,652,619,447,207,111,32,3,2269,764,1819,1166,921,507,270,104,18,5563,145,123,64,38,26,8,3,0,416,52,129,152,72,61,47,14,0,519,959,2063,1384,1033,598,324,114,21,6496,12,44,30,44,19,19,9,3,184,400,511,348,277,241,172,102,15,2065,1742,4276,3308,2325,1287,748,291,54,14028
507051186,14,7,5,0,0,0,54,4,11,5,16,10,0,0,0,53,23,79,73,55,43,22,14,4,313,36,97,91,94,93,42,5,3,458,189,317,232,264,227,172,66,26,1490,65,28,13,12,17,4,0,3,146,13,20,33,25,25,18,4,3,140,266,366,282,300,273,195,74,27,1781,12,4,8,6,4,8,4,0,42,100,97,83,85,118,105,116,48,755,440,666,553,568,552,375,212,84,3447
507051187,41,24,18,4,0,0,114,3,15,27,35,14,3,0,0,93,48,146,189,146,75,42,17,8,674,70,136,247,262,134,48,21,3,912,275,493,496,537,274,124,44,8,2259,56,47,32,26,13,6,0,0,175,29,44,47,42,41,13,4,0,227,359,587,575,609,326,149,56,8,2666,9,6,9,16,15,8,3,0,64,153,139,126,151,96,76,95,108,948,640,1046,1210,1246,681,325,200,121,5471
507051188,52,45,30,20,5,0,191,0,15,23,31,35,8,3,0,123,57,235,226,161,125,96,38,19,947,67,168,215,239,183,118,61,14,1065,352,605,435,478,479,322,184,48,2903,75,36,24,31,14,13,4,0,190,23,33,43,55,62,48,23,11,301,451,673,504,568,560,376,216,59,3394,4,14,8,20,19,23,14,7,109,407,468,273,264,230,256,268,115,2280,983,1606,1302,1321,1185,890,598,211,8104
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,5
507051190,46,43,33,20,4,0,179,9,31,29,29,26,19,3,3,138,47,161,178,139,152,86,34,11,812,44,110,159,196,189,120,51,12,884,192,337,314,367,338,244,142,36,1979,45,25,25,13,25,12,3,0,147,19,23,41,39,41,38,17,4,228,256,384,380,425,405,295,166,44,2359,8,5,16,11,11,12,14,0,78,71,79,82,102,96,138,176,128,869,433,796,890,944,911,689,450,202,5310
507051191,77,67,26,15,0,0,223,5,34,75,67,20,11,7,0,213,73,330,477,337,104,60,18,3,1401,75,251,395,406,167,48,23,0,1362,414,788,882,805,264,144,47,8,3360,75,51,44,26,11,8,0,0,214,32,49,86,64,40,18,8,3,294,519,887,1008,897,316,170,56,13,3867,13,10,21,27,12,7,3,0,97,194,126,174,179,95,54,54,4,884,881,1674,2233,1981,735,361,160,21,8046
507051192,36,24,21,0,3,0,111,4,26,23,26,25,0,0,0,105,62,170,191,146,92,37,18,4,718,56,143,176,185,150,60,14,3,795,256,449,398,499,336,172,66,22,2192,52,31,26,24,14,8,0,0,147,17,38,31,49,36,33,7,0,213,322,511,457,573,380,210,76,25,2547,3,6,12,18,16,8,5,0,69,118,106,108,120,109,111,95,45,811,560,985,1010,1095,793,425,214,80,5155
507051193,23,27,17,8,0,0,89,4,12,15,28,16,5,3,0,81,33,125,125,110,89,39,11,0,542,45,115,130,169,110,40,15,0,625,251,414,352,394,281,146,76,13,1924,41,35,21,20,11,8,0,0,138,23,29,20,34,27,12,7,3,162,312,480,399,446,319,172,82,18,2227,0,4,12,7,19,4,0,0,45,126,128,123,141,98,88,66,19,785,528,887,827,926,657,354,181,39,4393
509011225,60,68,51,40,14,0,272,3,21,48,57,73,35,8,3,256,61,275,256,275,239,176,84,24,1386,48,130,192,229,240,166,73,33,1105,284,362,352,372,338,219,112,47,2091,73,32,18,26,17,16,3,0,186,25,23,44,37,63,60,27,7,281,373,422,417,438,414,297,145,58,2555,4,10,11,16,18,22,16,7,106,108,112,113,140,201,196,233,208,1313,597,1011,1085,1225,1233,923,571,339,6984
509011226,13,12,23,13,3,0,57,0,5,10,11,12,8,0,0,50,4,37,68,74,80,37,9,0,311,5,23,38,54,85,50,10,3,266,42,100,85,110,119,65,14,3,527,17,3,0,14,4,8,0,0,47,8,5,11,15,13,11,7,0,68,57,117,95,139,136,81,21,3,650,0,3,0,3,4,0,0,0,19,35,21,25,37,65,55,10,10,261,112,207,249,322,397,248,58,16,1609
509011227,18,19,17,11,0,0,65,0,6,17,20,21,12,3,0,74,9,55,92,78,69,46,18,4,366,18,45,66,83,76,41,19,0,348,81,153,138,142,127,60,25,3,739,37,17,7,3,6,10,4,0,80,11,10,12,20,17,10,3,0,82,128,180,160,166,146,82,33,11,903,0,0,0,6,3,8,3,0,25,54,31,32,42,35,35,35,17,269,203,316,380,418,363,225,109,27,2043
509011228,29,32,43,41,13,4,162,0,12,26,24,33,18,7,0,117,3,50,129,145,144,129,52,13,662,3,43,60,106,114,108,42,12,485,55,107,130,172,150,104,39,11,780,17,12,14,3,16,3,0,3,65,3,8,23,27,37,31,12,3,133,80,122,163,205,199,138,54,12,973,3,3,3,12,14,11,0,0,48,57,43,67,99,108,124,67,21,591,148,278,474,620,660,568,228,58,3044
509011229,5,10,4,0,0,0,24,0,12,3,0,12,4,0,0,30,11,43,69,34,25,9,4,0,196,4,23,24,37,34,15,3,0,147,35,79,72,74,72,29,11,3,373,6,10,0,10,6,3,0,0,35,5,10,9,4,11,11,0,0,52,50,97,84,79,89,34,12,6,456,0,0,0,9,3,3,0,0,15,22,59,41,60,69,46,27,6,327,90,241,233,227,218,110,48,15,1190
509011230,9,9,3,0,0,0,29,3,10,7,5,8,3,0,0,41,20,74,58,34,35,22,3,3,251,8,24,24,45,37,20,13,3,168,77,129,109,126,90,41,19,3,583,16,17,7,15,7,0,0,0,69,11,10,16,12,11,5,0,0,64,101,147,134,143,104,49,21,4,712,0,0,0,0,3,0,0,0,8,66,73,82,112,99,77,66,34,616,198,333,327,353,289,162,108,40,1817
509011231,5,3,3,3,0,0,25,0,7,10,3,11,0,0,0,30,14,92,70,57,38,19,4,5,288,7,23,37,47,47,25,10,3,202,52,107,87,99,77,51,22,4,503,16,12,7,13,4,4,4,0,45,5,3,16,10,24,8,4,0,71,69,124,109,121,105,58,34,5,622,0,3,3,4,5,0,3,0,20,45,77,53,74,81,72,49,24,467,133,325,294,315,283,179,96,37,1666
509011232,11,10,20,17,3,0,68,0,3,7,10,34,4,0,0,63,10,34,69,62,79,34,14,3,300,9,27,43,60,80,26,11,3,259,40,79,97,116,108,69,20,5,527,6,6,14,0,6,3,0,0,39,4,0,11,14,13,16,4,3,56,46,88,119,130,132,84,23,4,619,0,0,0,7,7,8,3,0,22,95,167,136,78,60,48,27,6,615,160,327,377,354,408,224,81,17,1949
509011233,20,7,6,5,0,0,54,3,14,19,15,18,3,0,0,69,20,102,145,96,73,51,15,0,501,31,94,119,143,122,58,22,4,597,242,426,345,343,239,154,45,9,1803,70,35,26,20,14,11,5,0,168,23,32,30,33,32,11,5,0,168,333,484,407,390,281,178,59,9,2147,8,10,16,8,10,8,10,0,58,120,98,88,108,113,132,77,29,757,511,808,808,766,625,438,174,43,4182
509011234,13,12,11,15,3,0,57,0,7,8,12,8,7,0,0,51,8,31,64,58,77,45,24,3,308,17,26,53,67,96,65,23,6,341,76,113,135,155,150,85,38,3,745,22,8,15,16,12,0,0,0,70,10,8,14,15,28,20,4,8,93,104,128,158,184,181,101,44,11,912,3,0,3,8,4,6,3,0,26,58,66,92,104,98,104,59,29,599,183,259,388,451,479,340,150,44,2302
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,10,3,16,10,4,0,45,0,4,8,15,13,3,3,0,42,19,32,71,67,45,33,11,0,265,12,39,81,93,72,42,13,3,362,73,154,190,215,175,104,37,6,959,16,10,7,9,3,3,0,0,60,9,14,21,14,21,16,4,0,94,98,181,217,244,199,126,41,6,1118,3,0,7,3,7,10,10,0,35,71,44,65,93,94,72,47,8,487,200,300,455,520,442,290,126,18,2355
509021237,8,6,3,0,0,0,24,0,3,3,3,4,3,3,0,22,7,65,53,47,28,7,11,0,227,8,13,30,41,43,28,10,3,168,65,110,68,116,83,55,18,5,524,13,4,5,10,7,4,0,0,43,7,10,4,17,17,6,3,0,61,78,125,85,137,108,74,23,5,628,0,3,3,3,4,0,3,3,19,59,57,52,70,89,78,59,31,500,156,278,231,306,282,184,109,45,1590
509021238,0,4,10,4,3,0,31,0,8,10,9,10,4,0,0,40,11,77,58,37,17,15,3,0,224,3,27,27,36,43,32,9,7,183,43,119,97,90,112,61,12,4,542,13,7,7,6,9,3,0,0,49,3,9,8,10,6,7,3,0,45,60,134,117,112,124,78,15,4,635,0,3,0,5,7,0,0,0,18,39,46,41,59,71,65,39,22,377,110,294,258,259,291,193,68,34,1511
509021239,6,15,25,13,0,0,74,0,3,12,4,11,15,0,0,49,28,113,107,94,85,70,27,0,520,13,69,76,88,103,105,23,3,481,86,216,239,275,318,224,73,14,1448,26,20,14,13,20,7,0,0,98,15,12,29,36,40,40,12,0,181,122,250,283,326,379,271,87,15,1733,4,21,5,4,13,19,9,0,67,80,101,96,128,164,184,110,25,893,248,587,590,654,776,670,247,46,3818
509021240,7,7,4,0,0,0,30,0,22,9,17,5,3,0,0,53,21,103,59,65,38,20,13,3,322,12,45,41,40,69,23,14,3,244,93,131,115,112,118,53,17,7,647,29,9,10,11,3,0,0,0,58,7,7,14,8,11,3,3,3,62,125,150,135,131,133,63,20,6,772,3,3,0,3,4,0,0,0,23,74,51,42,65,70,84,53,26,467,234,375,300,323,318,200,106,41,1896
509021241,12,3,10,8,3,0,42,0,4,11,14,10,3,0,0,38,16,87,98,45,28,22,7,3,306,9,38,52,44,35,34,10,5,235,60,139,108,106,116,51,16,0,601,16,13,11,4,0,0,0,0,45,6,17,14,16,19,0,0,3,75,81,163,136,135,134,51,14,3,722,0,3,3,8,4,4,0,0,20,49,61,94,75,77,61,40,13,477,154,364,410,330,300,190,77,24,1845
509021242,7,7,3,3,0,0,21,0,0,7,4,0,4,0,0,20,17,68,50,43,11,12,3,0,209,6,31,35,49,33,13,8,0,170,55,151,137,116,104,37,8,4,615,7,8,7,10,5,0,4,0,46,7,14,8,21,11,7,0,0,64,72,172,152,148,124,41,14,4,720,0,0,0,0,0,0,0,0,7,40,116,115,136,123,45,37,18,639,131,395,377,384,294,118,64,25,1787
509021243,12,25,26,16,3,0,106,0,6,18,18,18,7,0,0,68,28,129,139,93,102,45,16,3,555,21,66,100,127,138,98,27,5,578,163,301,263,291,282,178,75,16,1578,59,47,36,21,26,5,9,0,194,21,19,32,33,39,24,7,0,186,246,365,326,345,356,207,92,15,1957,0,4,6,13,6,13,8,0,58,208,330,254,218,228,193,121,67,1619,509,929,861,836,869,583,264,98,4943
509021244,10,15,22,19,3,0,69,0,7,8,10,17,15,0,0,54,6,36,34,61,72,53,18,3,271,10,25,24,80,72,71,27,4,321,49,78,98,158,191,140,32,8,757,15,3,5,4,10,3,3,0,52,3,3,8,20,26,22,5,0,90,59,89,114,189,227,170,40,8,890,0,0,3,4,7,4,3,0,23,59,26,46,82,97,113,47,7,480,133,182,244,433,509,438,138,18,2106
509021245,7,6,15,15,0,0,48,0,4,6,9,11,11,4,0,49,20,65,64,65,73,61,21,4,376,0,23,41,74,97,68,24,4,336,56,97,105,145,161,134,51,9,751,6,7,10,3,10,0,3,0,46,9,7,14,15,26,14,10,0,101,73,113,134,168,198,145,63,5,897,4,0,3,7,4,11,4,0,27,52,45,64,92,117,148,105,37,661,145,258,322,417,514,461,223,53,2396
509031246,3,6,5,3,0,0,25,0,8,8,5,3,0,0,0,25,17,40,37,28,33,19,4,6,181,5,17,29,40,39,27,11,3,171,36,78,74,93,95,46,13,4,443,12,12,5,8,7,0,0,0,37,0,6,15,13,8,5,3,0,56,50,97,95,105,113,54,13,8,534,0,0,3,0,5,6,4,0,18,47,48,48,60,70,69,54,32,441,126,219,217,246,273,186,92,49,1400
509031247,6,4,5,0,0,0,21,0,13,8,16,10,0,0,0,44,20,119,97,54,44,13,3,0,348,4,41,45,46,50,28,6,0,210,49,153,109,100,99,56,17,3,587,13,13,8,8,4,8,0,0,45,6,10,18,14,11,7,0,0,76,70,173,143,119,113,74,21,3,712,0,0,0,3,3,3,3,0,13,28,68,71,67,72,57,40,10,414,125,426,366,308,287,171,65,16,1761
509031248,13,9,5,4,0,0,43,0,8,8,7,8,0,0,0,33,3,68,51,40,25,20,0,0,208,7,26,50,39,42,30,0,0,194,60,137,120,138,84,30,10,0,581,3,5,5,4,0,0,4,0,27,0,7,10,10,3,3,0,0,38,67,143,143,151,89,35,17,0,649,0,0,5,3,0,3,0,0,12,31,48,46,69,45,37,25,4,311,108,307,314,318,219,132,47,4,1448
509031249,10,13,5,8,0,0,40,0,8,17,8,22,6,5,0,62,20,69,68,68,59,14,12,3,319,14,38,45,59,54,33,10,7,261,96,123,107,100,115,50,25,8,633,48,21,10,3,3,6,0,0,91,15,15,10,18,16,15,5,0,85,156,156,125,124,135,73,32,9,809,3,4,3,0,8,4,4,0,29,126,70,46,81,95,80,59,28,580,317,354,314,356,377,221,122,47,2106
509031250,7,7,11,3,0,0,30,0,9,10,11,19,3,0,0,54,9,64,78,57,38,23,8,3,274,5,35,35,41,69,37,14,3,244,45,130,97,110,123,68,19,7,603,18,18,8,10,3,3,0,0,57,14,5,12,20,22,19,0,3,89,73,153,120,131,153,92,24,10,751,0,0,0,3,3,3,3,3,14,56,57,62,81,107,90,50,23,534,145,317,312,335,388,253,99,39,1893
510011262,102,83,82,56,11,0,436,11,71,69,65,84,36,5,0,334,80,597,477,343,327,257,50,7,2136,53,262,267,258,289,247,59,4,1444,208,578,543,497,501,327,95,5,2748,58,49,39,34,31,14,3,0,227,26,61,58,70,79,68,14,3,378,294,684,646,600,604,404,108,7,3355,8,16,10,13,18,18,13,0,107,300,490,421,381,442,399,128,25,2587,749,2221,1987,1751,1854,1418,368,48,10400
510011263,38,30,45,21,6,0,167,3,16,44,26,37,22,0,0,148,28,193,130,88,161,69,6,4,673,16,57,58,87,97,75,6,0,397,96,235,190,173,200,119,22,0,1037,39,59,44,26,10,4,0,0,193,5,24,20,15,27,19,0,0,105,140,321,249,208,248,145,20,0,1334,0,0,3,7,11,8,0,0,39,307,325,259,233,210,144,42,16,1524,498,944,786,672,802,485,78,22,4291
510011264,8,9,19,11,0,0,57,0,5,6,8,16,3,0,0,41,16,55,34,32,33,22,4,0,201,4,28,26,17,29,20,0,0,135,33,67,45,50,59,54,5,0,318,8,11,7,4,3,0,0,0,37,4,11,6,19,5,5,3,0,53,50,84,61,74,65,62,5,0,404,0,0,0,0,3,0,0,0,11,209,213,159,118,92,53,21,4,866,293,405,290,261,255,172,31,7,1713
510011265,33,41,41,28,3,0,204,11,33,36,29,38,12,0,0,163,43,273,240,153,184,97,23,0,1010,23,123,97,131,171,99,21,3,672,122,295,244,289,289,187,37,0,1469,34,30,17,14,24,8,0,0,135,19,26,23,31,39,34,0,0,162,179,356,285,334,352,232,38,3,1767,3,3,4,8,9,10,0,0,41,191,298,244,271,263,221,49,3,1549,454,1147,938,972,1053,706,133,7,5404
510011266,8,12,21,12,3,0,57,0,11,5,7,21,12,0,0,54,7,45,49,31,54,60,6,0,261,9,13,22,25,73,62,8,0,219,45,56,70,86,103,111,20,0,498,23,20,13,16,6,3,0,0,77,4,0,4,6,15,20,0,0,52,78,76,86,101,127,138,22,0,629,3,0,0,0,0,3,0,0,8,58,61,62,70,108,99,21,4,479,158,205,233,257,399,384,62,3,1707
